iteration,max_fitness,time,current_time
1,0.2639135,8.918890953063965,2024-03-09 02:18:57.372334
2,0.5785285,8.398285388946533,2024-03-09 02:19:05.771047
3,0.5785285,8.467853307723999,2024-03-09 02:19:14.239354
4,0.5785285,8.618913650512695,2024-03-09 02:19:22.858698
5,0.5785285,8.606792449951172,2024-03-09 02:19:31.465951
6,0.57953966,8.673611164093018,2024-03-09 02:19:40.140004
7,0.57953966,8.602769613265991,2024-03-09 02:19:48.743279
8,0.57953966,8.482954025268555,2024-03-09 02:19:57.226662
9,0.8810619,8.554474353790283,2024-03-09 02:20:05.781602
10,0.8810619,8.458890199661255,2024-03-09 02:20:14.241013
11,0.8810619,8.50442123413086,2024-03-09 02:20:22.745849
12,1.8898572,8.659927368164062,2024-03-09 02:20:31.406234
13,1.8898572,8.270500421524048,2024-03-09 02:20:39.677198
14,1.8898572,8.589043855667114,2024-03-09 02:20:48.266663
15,1.8898572,8.429075956344604,2024-03-09 02:20:56.696198
16,1.8898572,8.38628339767456,2024-03-09 02:21:05.082893
17,1.8898572,8.646052122116089,2024-03-09 02:21:13.729369
18,1.8898572,8.45392107963562,2024-03-09 02:21:22.183939
19,1.8898572,8.695100784301758,2024-03-09 02:21:30.879456
20,1.8898572,8.59154200553894,2024-03-09 02:21:39.471490
21,1.8898572,8.613854169845581,2024-03-09 02:21:48.085774
22,1.8997872,8.639837265014648,2024-03-09 02:21:56.726143
23,1.8997872,8.288074731826782,2024-03-09 02:22:05.014723
24,2.0169237,8.438759088516235,2024-03-09 02:22:13.453962
25,2.0169237,8.590587139129639,2024-03-09 02:22:22.045013
26,2.0169237,8.435807228088379,2024-03-09 02:22:30.481251
27,2.0169237,8.57011604309082,2024-03-09 02:22:39.051963
28,2.0169237,8.218209743499756,2024-03-09 02:22:47.270594
29,2.0169237,8.535625219345093,2024-03-09 02:22:55.806689
30,2.0169237,8.658982038497925,2024-03-09 02:23:04.466123
31,2.0169237,8.477219820022583,2024-03-09 02:23:12.943791
32,2.0169237,8.581015348434448,2024-03-09 02:23:21.525223
33,2.0169237,8.437419414520264,2024-03-09 02:23:29.963073
34,2.0169237,8.517531871795654,2024-03-09 02:23:38.481025
35,2.0169237,8.466084718704224,2024-03-09 02:23:46.947617
36,2.2167037,8.421822786331177,2024-03-09 02:23:55.370099
37,2.2167037,8.508667707443237,2024-03-09 02:24:03.879414
38,2.2167037,8.62818717956543,2024-03-09 02:24:12.508025
39,2.2167037,8.488804817199707,2024-03-09 02:24:20.997251
40,2.2167037,8.518171548843384,2024-03-09 02:24:29.516095
41,2.2167037,8.365209817886353,2024-03-09 02:24:37.881727
42,2.335389,8.62559461593628,2024-03-09 02:24:46.507823
43,2.335389,8.610006332397461,2024-03-09 02:24:55.118251
44,2.3558805,8.532295942306519,2024-03-09 02:25:03.651067
45,2.3558805,8.497180223464966,2024-03-09 02:25:12.148688
46,2.3558805,8.557912111282349,2024-03-09 02:25:20.707130
47,2.3558805,8.51721978187561,2024-03-09 02:25:29.224766
48,2.3558805,8.46597671508789,2024-03-09 02:25:37.691177
49,2.3558805,8.652525663375854,2024-03-09 02:25:46.344122
50,2.3558805,8.48556399345398,2024-03-09 02:25:54.830100
51,2.3558805,8.591789484024048,2024-03-09 02:26:03.422342
52,2.3558805,8.427628993988037,2024-03-09 02:26:11.850440
53,2.3558805,8.459351539611816,2024-03-09 02:26:20.310316
54,2.3558805,8.478357076644897,2024-03-09 02:26:28.789136
