iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.82501584,3.4686217,4.881909,4.5827637,0.9765625,6.1523438,1.8554688,22.21315050125122,2024-05-01 18:33:20.768463
2,0.82501584,4.123991,6.451796,5.200345,0.9765625,7.8125,2.0507812,10.884108781814575,2024-05-01 18:33:31.653075
3,0.82501584,4.891941,10.896766,6.44262,1.171875,9.277344,2.34375,10.878057956695557,2024-05-01 18:33:42.531595
4,0.82501584,5.372901,13.61743,4.4627414,1.2695312,10.839844,2.734375,10.550002574920654,2024-05-01 18:33:53.082085
5,0.82501584,5.552021,15.768295,4.527468,1.2695312,12.011719,2.8320312,10.89858102798462,2024-05-01 18:34:03.981134
6,0.8806421,5.787653,19.441301,4.890176,1.2695312,13.28125,2.9296875,11.14720892906189,2024-05-01 18:34:15.129073
7,0.8806421,5.887003,23.225708,5.1412673,1.2695312,14.550781,3.125,11.04209017753601,2024-05-01 18:34:26.171941
8,0.8806421,6.0200987,24.10269,5.146713,1.3671875,15.0390625,3.2226562,10.663379907608032,2024-05-01 18:34:36.835810
9,0.8806421,6.065102,27.100197,2.9709237,1.3671875,15.625,3.4179688,10.619640111923218,2024-05-01 18:34:47.455959
10,0.8806421,6.1048956,29.569935,3.5650673,1.3671875,15.917969,3.90625,10.960105657577515,2024-05-01 18:34:58.416767
11,0.8806421,6.520806,29.566025,4.02894,1.4648438,16.503906,4.1015625,11.19946575164795,2024-05-01 18:35:09.616696
12,0.8806421,6.3606486,31.011765,3.324409,1.5625,16.894531,4.1992188,11.341176509857178,2024-05-01 18:35:20.958352
13,0.8806421,3.3606486,34.643044,3.4626026,1.6601562,17.1875,4.1992188,10.953320264816284,2024-05-01 18:35:31.912154
14,0.8806421,3.3606486,37.151077,3.4644103,1.6601562,17.773438,4.1992188,10.965579986572266,2024-05-01 18:35:42.878184
15,0.8806421,3.4440656,38.482723,3.9142184,1.6601562,18.261719,4.296875,10.808540344238281,2024-05-01 18:35:53.687322
16,0.8806421,3.684771,40.06138,3.9142184,1.7578125,18.554688,4.296875,10.87437629699707,2024-05-01 18:36:04.562359
17,0.8806421,3.684771,41.619213,3.640864,1.7578125,19.335938,4.3945312,11.054670572280884,2024-05-01 18:36:15.617533
18,0.8806421,3.7245772,42.96894,4.0085945,1.7578125,19.824219,4.5898438,10.805350303649902,2024-05-01 18:36:26.423470
19,0.8806421,0.80843,43.99913,4.0989733,1.8554688,20.3125,4.5898438,10.879620790481567,2024-05-01 18:36:37.303590
20,0.93580395,1.7902212,45.505592,4.555996,2.0507812,20.3125,4.7851562,10.760851860046387,2024-05-01 18:36:48.064920
21,0.93580395,1.7902212,46.184822,4.607848,2.0507812,20.800781,4.8828125,10.93001675605774,2024-05-01 18:36:58.995407
22,1.2805599,1.9591587,48.760147,2.4265454,2.2460938,20.996094,4.9804688,10.959548234939575,2024-05-01 18:37:09.955436
23,1.2805599,2.1422942,49.598145,2.6012125,2.2460938,21.191406,4.9804688,10.954421758651733,2024-05-01 18:37:20.910477
24,1.2805599,2.1336265,51.108635,2.7456808,2.4414062,21.582031,4.9804688,11.136765956878662,2024-05-01 18:37:32.047732
25,1.2805599,2.2631364,54.56234,3.4265895,2.4414062,22.070312,4.9804688,11.204702615737915,2024-05-01 18:37:43.252903
26,1.5689986,2.945496,57.85609,4.7019215,2.4414062,22.363281,4.9804688,11.097287893295288,2024-05-01 18:37:54.350825
27,1.5689986,0.28054798,60.310524,4.862516,2.5390625,22.65625,4.9804688,10.736775636672974,2024-05-01 18:38:05.088102
28,1.5689986,0.76711595,63.108738,5.4195633,2.5390625,22.949219,5.078125,11.251769781112671,2024-05-01 18:38:16.340428
29,1.5689986,0.76711595,64.92797,5.584464,2.5390625,23.046875,5.078125,11.067332029342651,2024-05-01 18:38:27.408237
30,1.5689986,0.76711595,68.3088,6.745429,2.5390625,23.339844,5.2734375,10.844351053237915,2024-05-01 18:38:38.253038
31,1.5689986,0.7609571,68.96844,6.755466,2.6367188,23.730469,5.2734375,10.595439910888672,2024-05-01 18:38:48.849196
32,1.5689986,4.363465,71.83219,8.272722,2.6367188,23.730469,5.3710938,11.249221324920654,2024-05-01 18:39:00.098936
33,1.5689986,4.415969,73.247604,8.272722,2.6367188,24.023438,5.3710938,11.014367580413818,2024-05-01 18:39:11.114055
34,1.5689986,4.5765862,77.04875,9.365373,2.6367188,24.414062,5.46875,11.053685903549194,2024-05-01 18:39:22.168244
35,1.5689986,5.1047106,79.15526,10.612783,2.6367188,24.609375,5.46875,11.305161476135254,2024-05-01 18:39:33.473908
36,1.5689986,5.626417,79.82404,10.668461,2.6367188,24.804688,5.46875,11.476716995239258,2024-05-01 18:39:44.951219
37,1.5689986,5.626417,81.10713,10.841085,2.6367188,25.097656,5.46875,11.239400148391724,2024-05-01 18:39:56.191433
38,1.808202,5.8656206,83.82414,11.392487,2.6367188,25.390625,5.46875,11.252662897109985,2024-05-01 18:40:07.444570
39,1.808202,5.8656206,85.17623,11.430339,2.6367188,25.488281,5.46875,11.472265005111694,2024-05-01 18:40:18.917310
40,1.808202,5.849,85.18334,11.235884,2.734375,25.585938,5.5664062,11.22774600982666,2024-05-01 18:40:30.145490
41,1.808202,2.849,86.43175,12.729045,2.8320312,25.878906,5.6640625,10.633964538574219,2024-05-01 18:40:40.780172
42,1.808202,3.4348333,86.828735,13.215361,2.9296875,26.074219,5.6640625,11.134919881820679,2024-05-01 18:40:51.915575
43,1.808202,3.4348333,89.4785,14.246185,2.9296875,26.171875,5.6640625,10.97610878944397,2024-05-01 18:41:02.892150
44,1.808202,3.5515766,91.32164,14.748455,2.9296875,26.269531,5.6640625,11.039736986160278,2024-05-01 18:41:13.932659
45,1.808202,3.7901475,91.95482,15.014662,2.9296875,26.464844,5.859375,10.960277557373047,2024-05-01 18:41:24.893415
46,1.808202,3.6052034,94.66588,15.632089,3.0273438,27.148438,5.859375,10.92887544631958,2024-05-01 18:41:35.823160
47,1.808202,3.6375284,96.643585,15.632089,3.0273438,27.539062,5.859375,10.980928659439087,2024-05-01 18:41:46.804938
48,1.808202,3.7023947,97.89121,15.632089,3.0273438,27.832031,5.859375,11.433979988098145,2024-05-01 18:41:58.239718
49,1.8516152,3.791983,100.3929,17.668964,3.125,28.027344,6.0546875,11.303690433502197,2024-05-01 18:42:09.544037
50,1.8516152,3.791983,101.777466,17.912594,3.125,28.125,6.0546875,11.23849105834961,2024-05-01 18:42:20.783306
51,1.8516152,3.5138354,102.52688,17.912594,3.2226562,28.222656,6.0546875,11.089802026748657,2024-05-01 18:42:31.873741
52,1.8516152,3.5138354,102.816475,18.471037,3.2226562,28.417969,6.0546875,11.350337743759155,2024-05-01 18:42:43.224753
53,1.8516152,4.7585907,104.10797,19.263077,3.2226562,28.515625,6.25,10.984315395355225,2024-05-01 18:42:54.209547
54,1.8516152,5.732232,104.40173,16.688095,3.3203125,28.515625,6.4453125,10.871808052062988,2024-05-01 18:43:05.082091
55,1.8516152,5.8200693,104.85775,16.836956,3.3203125,28.515625,6.4453125,11.209344625473022,2024-05-01 18:43:16.291885
56,1.8516152,5.8200693,106.312836,16.865025,3.3203125,28.710938,6.4453125,11.335403442382812,2024-05-01 18:43:27.627753
57,1.8516152,6.2890005,108.07718,18.001556,3.4179688,28.808594,6.4453125,11.249895811080933,2024-05-01 18:43:38.878151
58,1.8516152,6.3317947,109.57425,18.001556,3.515625,28.90625,6.4453125,11.288580417633057,2024-05-01 18:43:50.167526
59,1.8516152,6.5623636,111.47612,18.001556,3.6132812,29.101562,6.4453125,11.591424703598022,2024-05-01 18:44:01.759463
60,2.2331042,6.9714346,114.447784,19.232681,3.6132812,29.394531,6.4453125,11.4564950466156,2024-05-01 18:44:13.216492
61,2.2331042,7.1836324,116.50006,17.147848,3.6132812,29.589844,6.640625,11.300114870071411,2024-05-01 18:44:24.517049
62,2.2331042,7.572179,117.89929,14.631456,3.8085938,29.882812,6.7382812,11.33555269241333,2024-05-01 18:44:35.853043
63,2.2331042,7.6471176,120.74798,14.9282,3.8085938,30.175781,6.7382812,11.324514865875244,2024-05-01 18:44:47.178131
64,2.2331042,7.6471176,121.78577,14.9282,3.8085938,30.273438,6.7382812,11.262084722518921,2024-05-01 18:44:58.440757
65,2.2331042,11.224032,122.551895,15.905298,3.8085938,30.371094,6.8359375,11.636980772018433,2024-05-01 18:45:10.078468
66,2.2331042,11.433775,123.4586,15.812797,3.8085938,30.371094,6.9335938,11.41685152053833,2024-05-01 18:45:21.496189
67,2.2331042,11.671043,124.91172,18.083763,3.8085938,30.566406,6.9335938,11.277716636657715,2024-05-01 18:45:32.774348
68,2.2331042,11.671043,125.975624,17.845432,3.8085938,30.566406,7.03125,10.865647077560425,2024-05-01 18:45:43.640623
69,2.2331042,11.884444,127.18344,17.512884,3.8085938,30.566406,7.1289062,11.338497877120972,2024-05-01 18:45:54.979593
70,2.2331042,12.456035,128.9111,18.597992,3.90625,30.566406,7.1289062,11.009292602539062,2024-05-01 18:46:05.989703
71,2.2331042,12.135171,131.31213,20.600178,4.0039062,30.664062,7.3242188,11.027526617050171,2024-05-01 18:46:17.017735
72,2.2331042,12.135171,131.47028,17.658424,4.0039062,30.859375,7.6171875,10.793421506881714,2024-05-01 18:46:27.811782
73,2.2331042,12.206888,132.79573,18.221725,4.0039062,30.957031,7.8125,10.947221994400024,2024-05-01 18:46:38.759773
74,2.2331042,12.206888,135.83134,18.42278,4.0039062,31.152344,7.8125,10.76360559463501,2024-05-01 18:46:49.523839
75,2.2331042,12.206888,137.53946,18.95323,4.0039062,31.445312,7.9101562,11.243334531784058,2024-05-01 18:47:00.767793
76,2.2331042,12.619875,138.10901,19.25266,4.1015625,31.542969,7.9101562,11.33353877067566,2024-05-01 18:47:12.101813
77,2.2331042,13.133702,138.4556,19.25266,4.1992188,31.542969,7.9101562,10.860306978225708,2024-05-01 18:47:22.962664
