iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time,invalid_individuals
1,0.4296413,3.2856998,0.8400383,1.7039361,2.734375,6.5429688,2.734375,10.482662677764893,2024-12-07 03:49:26.991450,0
2,0.48081046,5.7697153,5.0919366,1.9890001,3.3203125,8.3984375,2.9296875,6.1345438957214355,2024-12-07 03:49:33.126367,0
3,0.7018084,7.1248517,9.130902,2.8486888,3.7109375,9.667969,3.125,6.0914599895477295,2024-12-07 03:49:39.218233,0
4,0.7018084,8.429098,8.817492,-0.2892831,3.8085938,11.230469,3.3203125,6.086999177932739,2024-12-07 03:49:45.305643,0
5,0.7018084,8.870207,10.498272,0.07428706,3.8085938,12.792969,3.7109375,6.103684186935425,2024-12-07 03:49:51.409769,0
6,0.7018084,10.266525,13.208807,0.34450758,3.90625,13.769531,3.90625,6.079853057861328,2024-12-07 03:49:57.490082,0
7,0.7018084,11.024494,14.008911,0.5317695,4.1992188,14.550781,3.90625,6.1999430656433105,2024-12-07 03:50:03.690433,0
8,0.7018084,12.76943,16.118542,0.807511,4.3945312,14.941406,4.0039062,6.093443393707275,2024-12-07 03:50:09.784271,0
9,0.7018084,13.760413,19.24398,-0.3170774,4.3945312,15.332031,4.1992188,6.124880790710449,2024-12-07 03:50:15.909551,0
10,0.7018084,14.884804,21.166416,-0.9479861,4.3945312,15.625,4.296875,6.281384229660034,2024-12-07 03:50:22.191400,0
11,0.7018084,15.4091625,22.826746,-0.59241915,4.4921875,15.8203125,4.296875,6.132735252380371,2024-12-07 03:50:28.324709,0
12,0.7018084,15.740659,23.25418,-0.4518683,4.4921875,16.210938,4.296875,6.097147226333618,2024-12-07 03:50:34.422306,0
13,0.7018084,16.468262,25.036957,0.11244154,4.5898438,16.40625,4.3945312,6.120192050933838,2024-12-07 03:50:40.542880,0
14,0.7018084,16.910442,26.928238,0.18705463,4.5898438,16.699219,4.3945312,6.031529426574707,2024-12-07 03:50:46.574869,0
15,0.7018084,16.739231,27.867207,0.20969462,4.6875,16.894531,4.3945312,6.256788492202759,2024-12-07 03:50:52.832050,0
16,0.7018084,17.392239,29.012064,0.2481103,4.7851562,17.089844,4.3945312,6.144339323043823,2024-12-07 03:50:58.976913,0
17,0.7018084,18.737667,30.016232,0.2481103,4.8828125,17.1875,4.3945312,6.1720170974731445,2024-12-07 03:51:05.149373,0
18,0.7018084,19.264534,31.287052,0.2686355,4.8828125,17.1875,4.3945312,6.240195274353027,2024-12-07 03:51:11.390009,0
19,0.7018084,20.345846,33.133198,0.27942634,4.9804688,17.578125,4.3945312,6.22522234916687,2024-12-07 03:51:17.615668,0
20,0.7018084,20.682686,34.011597,0.34742785,5.078125,17.578125,4.3945312,6.154946327209473,2024-12-07 03:51:23.771019,0
21,0.7018084,21.473293,35.14972,0.6724329,5.2734375,17.675781,4.4921875,6.114764213562012,2024-12-07 03:51:29.886179,0
22,0.7018084,21.908022,36.13925,0.8199341,5.2734375,18.164062,4.4921875,6.148069858551025,2024-12-07 03:51:36.034653,0
23,1.0988293,23.03519,36.789097,1.5044181,5.2734375,18.359375,4.4921875,6.119811058044434,2024-12-07 03:51:42.154861,0
24,1.0988293,23.509163,41.24114,-1.3102903,5.3710938,18.945312,4.6875,6.092180013656616,2024-12-07 03:51:48.247588,0
25,1.0988293,23.48724,41.70591,-1.2624211,5.46875,19.042969,4.6875,6.110493183135986,2024-12-07 03:51:54.358824,0
26,1.0988293,23.908524,43.28688,-1.1356246,5.46875,19.042969,4.6875,6.129621267318726,2024-12-07 03:52:00.489164,0
27,1.0988293,24.041622,45.532047,-1.0997808,5.46875,19.238281,4.6875,6.080499887466431,2024-12-07 03:52:06.570094,0
28,1.2445666,24.322243,46.123825,-3.8511343,5.5664062,19.335938,4.7851562,6.040918827056885,2024-12-07 03:52:12.611428,0
29,1.2445666,24.82042,48.56771,-3.8440495,5.6640625,19.53125,4.7851562,6.106608152389526,2024-12-07 03:52:18.718460,0
30,1.2445666,25.380924,50.739918,-3.6508336,5.7617188,19.726562,4.7851562,6.1064612865448,2024-12-07 03:52:24.825321,0
31,1.2445666,26.42448,51.036472,-3.535244,5.7617188,19.726562,4.7851562,6.132408857345581,2024-12-07 03:52:30.958174,0
32,1.2445666,26.45625,51.483986,-3.535244,5.7617188,19.824219,4.7851562,6.07811427116394,2024-12-07 03:52:37.036774,0
33,1.2445666,27.273226,52.740196,-3.4955354,5.9570312,19.921875,4.7851562,6.095623731613159,2024-12-07 03:52:43.132845,0
34,1.2445666,28.03308,54.199585,-3.2197049,6.0546875,20.019531,4.7851562,6.082570552825928,2024-12-07 03:52:49.216115,0
35,1.2445666,28.624218,54.55715,-3.1748078,6.0546875,20.019531,4.7851562,6.081242561340332,2024-12-07 03:52:55.297821,0
36,1.2445666,29.396904,57.138287,-3.171284,6.1523438,20.117188,4.7851562,6.206974983215332,2024-12-07 03:53:01.505241,0
37,1.2445666,30.419483,57.972416,-3.171284,6.3476562,20.214844,4.7851562,6.112009286880493,2024-12-07 03:53:07.618023,0
38,1.2445666,30.864983,58.438538,-3.0475473,6.640625,20.3125,4.7851562,6.171621322631836,2024-12-07 03:53:13.790057,0
39,1.2445666,31.763493,60.051773,-3.0475473,6.7382812,20.703125,4.7851562,6.092151880264282,2024-12-07 03:53:19.882618,0
40,1.2445666,32.478043,61.249405,-2.966713,6.8359375,20.898438,4.7851562,6.21540641784668,2024-12-07 03:53:26.098476,0
41,1.2445666,33.35005,62.95913,-2.966713,7.03125,21.386719,4.7851562,6.086772918701172,2024-12-07 03:53:32.185651,0
42,1.2445666,34.197895,63.830544,-2.963272,7.1289062,21.582031,4.7851562,6.144775629043579,2024-12-07 03:53:38.330881,0
43,1.2445666,35.115936,64.57598,-2.9349613,7.3242188,21.777344,4.7851562,6.170884847640991,2024-12-07 03:53:44.502161,0
44,1.2445666,35.51932,66.59359,-2.9058847,7.3242188,22.167969,4.7851562,6.082652568817139,2024-12-07 03:53:50.585215,0
45,1.2445666,35.753616,68.4693,-2.2418175,7.6171875,22.363281,4.8828125,6.022665023803711,2024-12-07 03:53:56.608315,0
46,1.2445666,36.819412,68.94206,-2.2418175,7.8125,22.460938,4.8828125,6.054089546203613,2024-12-07 03:54:02.662823,0
47,1.2445666,36.766525,69.25397,-2.2286515,8.0078125,22.460938,4.8828125,6.2228102684021,2024-12-07 03:54:08.886027,0
48,1.2445666,37.411148,70.20979,-2.214687,8.203125,22.558594,4.9804688,6.107877254486084,2024-12-07 03:54:14.994342,0
49,1.2445666,38.24342,71.000984,-2.214687,8.3984375,22.753906,4.9804688,6.195533990859985,2024-12-07 03:54:21.190690,0
50,1.2445666,38.994064,71.94906,-2.214687,8.496094,23.046875,4.9804688,6.015390872955322,2024-12-07 03:54:27.206476,0
51,1.2445666,40.360817,72.90338,-1.8299322,8.59375,23.144531,5.078125,6.047229766845703,2024-12-07 03:54:33.254097,0
52,1.2445666,41.026253,74.292915,-1.80785,8.691406,23.242188,5.078125,6.083473205566406,2024-12-07 03:54:39.337976,0
53,1.2445666,41.16072,74.88755,-1.80785,8.691406,23.339844,5.078125,6.168356657028198,2024-12-07 03:54:45.506760,0
