iteration,max_fitness,coverage1,coverage2,coverage3,time,current_time
1,0.30754963,2.4414062,2.2460938,1.953125,6.748986482620239,2024-04-10 12:30:20.136621
2,0.39086083,3.125,2.4414062,2.734375,5.710248231887817,2024-04-10 12:30:25.847335
3,0.39086083,3.2226562,2.6367188,3.0273438,5.863131046295166,2024-04-10 12:30:31.710751
4,0.6819695,3.6132812,2.734375,3.3203125,5.79833459854126,2024-04-10 12:30:37.509370
5,0.6819695,3.8085938,2.734375,3.3203125,5.906237840652466,2024-04-10 12:30:43.416009
6,0.85831136,3.8085938,2.8320312,3.4179688,5.6905481815338135,2024-04-10 12:30:49.106923
7,0.85831136,3.90625,2.8320312,3.2226562,5.631383895874023,2024-04-10 12:30:54.738586
8,1.2119879,4.4921875,3.0273438,3.515625,6.045703172683716,2024-04-10 12:31:00.784570
9,1.2119879,4.5898438,3.0273438,3.7109375,5.743412733078003,2024-04-10 12:31:06.528278
10,1.2119879,4.7851562,3.125,3.8085938,5.766576290130615,2024-04-10 12:31:12.295217
11,1.2119879,4.5898438,3.125,3.8085938,5.765393257141113,2024-04-10 12:31:18.061133
12,1.4070605,4.9804688,3.2226562,4.1015625,5.932831525802612,2024-04-10 12:31:23.994249
13,1.4070605,4.8828125,3.3203125,4.1992188,5.972127676010132,2024-04-10 12:31:29.966659
14,1.4070605,4.9804688,3.3203125,4.296875,5.885934352874756,2024-04-10 12:31:35.852870
15,2.045975,5.2734375,3.4179688,4.296875,5.84368371963501,2024-04-10 12:31:41.696848
16,2.045975,5.5664062,3.4179688,4.1015625,5.893572568893433,2024-04-10 12:31:47.590714
17,2.045975,5.46875,3.6132812,4.1015625,5.810969352722168,2024-04-10 12:31:53.401976
18,2.045975,5.46875,3.6132812,4.1992188,5.767364263534546,2024-04-10 12:31:59.169610
19,2.045975,5.6640625,3.515625,4.1015625,5.7181291580200195,2024-04-10 12:32:04.888059
20,2.045975,5.6640625,3.4179688,4.3945312,5.884181499481201,2024-04-10 12:32:10.772523
21,2.8777328,5.7617188,3.4179688,4.4921875,5.724053859710693,2024-04-10 12:32:16.496945
22,2.8777328,5.9570312,3.4179688,4.6875,5.834207534790039,2024-04-10 12:32:22.331441
23,2.8777328,5.9570312,3.515625,4.7851562,5.947611570358276,2024-04-10 12:32:28.279410
24,2.8777328,6.0546875,3.515625,4.7851562,5.945467233657837,2024-04-10 12:32:34.225156
25,2.8777328,5.9570312,3.515625,4.8828125,5.4389190673828125,2024-04-10 12:32:39.664371
26,2.8777328,6.1523438,3.515625,4.8828125,5.649641752243042,2024-04-10 12:32:45.314377
27,2.8777328,6.1523438,3.515625,5.078125,5.839519739151001,2024-04-10 12:32:51.154178
28,2.8777328,5.9570312,3.7109375,4.6875,5.54694390296936,2024-04-10 12:32:56.701399
29,2.8777328,6.1523438,3.8085938,4.9804688,5.8009490966796875,2024-04-10 12:33:02.502647
30,2.8777328,6.1523438,3.6132812,5.078125,5.851155042648315,2024-04-10 12:33:08.354090
31,2.8777328,6.1523438,3.6132812,5.078125,5.684896469116211,2024-04-10 12:33:14.039282
32,2.8777328,6.1523438,3.7109375,5.3710938,5.761853456497192,2024-04-10 12:33:19.801413
33,2.8777328,6.1523438,3.6132812,5.2734375,5.668568134307861,2024-04-10 12:33:25.470278
34,2.8777328,5.7617188,3.6132812,5.3710938,5.835205554962158,2024-04-10 12:33:31.305944
35,2.8777328,5.6640625,3.6132812,5.3710938,5.718232870101929,2024-04-10 12:33:37.024459
36,2.8777328,5.7617188,3.7109375,5.5664062,5.758326530456543,2024-04-10 12:33:42.783095
37,2.8777328,6.0546875,3.8085938,5.5664062,5.716235399246216,2024-04-10 12:33:48.499690
38,2.8777328,6.3476562,3.8085938,5.5664062,5.756443500518799,2024-04-10 12:33:54.256489
39,2.8777328,6.640625,3.8085938,5.5664062,5.476465463638306,2024-04-10 12:33:59.733268
40,2.8777328,6.640625,3.7109375,5.46875,5.855228900909424,2024-04-10 12:34:05.588778
41,3.0239973,6.7382812,3.8085938,5.5664062,5.750317096710205,2024-04-10 12:34:11.339381
42,3.0239973,6.640625,3.7109375,5.5664062,5.732566595077515,2024-04-10 12:34:17.072228
43,3.0239973,6.8359375,3.6132812,5.5664062,5.847912549972534,2024-04-10 12:34:22.920445
44,3.0239973,6.9335938,3.6132812,5.6640625,5.725505352020264,2024-04-10 12:34:28.646284
45,3.0239973,7.2265625,3.6132812,5.5664062,5.545191764831543,2024-04-10 12:34:34.191749
46,3.0239973,7.3242188,3.7109375,5.46875,5.771899938583374,2024-04-10 12:34:39.963928
47,3.0239973,7.2265625,3.6132812,5.46875,5.8463451862335205,2024-04-10 12:34:45.810558
48,3.0239973,7.1289062,3.515625,5.2734375,5.693666696548462,2024-04-10 12:34:51.504521
49,3.0239973,7.1289062,3.4179688,5.2734375,5.6384336948394775,2024-04-10 12:34:57.143356
50,3.0239973,7.2265625,3.3203125,5.3710938,5.608486175537109,2024-04-10 12:35:02.752315
51,3.0239973,7.1289062,3.4179688,5.5664062,5.786898851394653,2024-04-10 12:35:08.539521
52,3.0239973,7.03125,3.4179688,5.5664062,5.8413801193237305,2024-04-10 12:35:14.381189
53,3.0239973,7.03125,3.4179688,5.5664062,5.66668701171875,2024-04-10 12:35:20.048170
54,3.0239973,7.1289062,3.515625,5.5664062,5.82487678527832,2024-04-10 12:35:25.873520
55,3.0239973,6.9335938,3.4179688,5.5664062,5.738685369491577,2024-04-10 12:35:31.612558
56,3.0239973,7.1289062,3.515625,5.7617188,5.647085189819336,2024-04-10 12:35:37.259983
57,3.0239973,7.2265625,3.515625,5.6640625,5.874268054962158,2024-04-10 12:35:43.134526
58,3.0239973,7.421875,3.515625,5.7617188,6.007364511489868,2024-04-10 12:35:49.142178
59,3.0239973,7.421875,3.4179688,5.6640625,5.572535514831543,2024-04-10 12:35:54.714995
60,3.0239973,7.6171875,3.6132812,5.7617188,5.634893894195557,2024-04-10 12:36:00.350311
61,3.0239973,7.8125,3.7109375,5.859375,5.568434476852417,2024-04-10 12:36:05.919020
62,3.0239973,7.6171875,3.7109375,5.859375,5.70185923576355,2024-04-10 12:36:11.621156
63,3.0239973,7.6171875,3.8085938,5.9570312,5.773654222488403,2024-04-10 12:36:17.395107
64,3.0239973,7.6171875,3.8085938,5.9570312,5.737624883651733,2024-04-10 12:36:23.133012
65,3.0239973,7.6171875,3.8085938,6.1523438,5.6184539794921875,2024-04-10 12:36:28.751757
66,3.0239973,7.6171875,3.8085938,6.25,5.618515729904175,2024-04-10 12:36:34.370573
67,3.0239973,7.6171875,3.8085938,6.25,5.68453311920166,2024-04-10 12:36:40.055605
68,3.0239973,7.7148438,3.7109375,6.25,5.7325356006622314,2024-04-10 12:36:45.788416
69,3.0239973,7.8125,3.7109375,6.25,5.836817264556885,2024-04-10 12:36:51.625768
70,3.0239973,7.7148438,3.7109375,6.3476562,5.5783398151397705,2024-04-10 12:36:57.204409
71,3.0239973,7.7148438,3.8085938,6.4453125,5.572324991226196,2024-04-10 12:37:02.777055
72,3.0239973,7.7148438,3.8085938,6.4453125,5.659015655517578,2024-04-10 12:37:08.436366
73,3.0239973,7.8125,3.7109375,6.4453125,5.460859775543213,2024-04-10 12:37:13.897552
74,3.0239973,7.9101562,3.8085938,6.4453125,5.542575120925903,2024-04-10 12:37:19.440637
75,3.0239973,7.9101562,3.7109375,6.5429688,5.694245338439941,2024-04-10 12:37:25.135254
76,3.0239973,7.9101562,3.8085938,6.5429688,5.451669931411743,2024-04-10 12:37:30.587201
77,3.0239973,8.0078125,3.8085938,6.5429688,5.811021327972412,2024-04-10 12:37:36.398525
78,3.0239973,8.105469,3.90625,6.4453125,5.643847703933716,2024-04-10 12:37:42.042653
79,3.0239973,8.203125,4.1015625,6.3476562,5.887749910354614,2024-04-10 12:37:47.930906
80,3.0239973,8.300781,4.296875,6.640625,5.708606243133545,2024-04-10 12:37:53.639791
