iteration,max_fitness,coverage1,coverage2,coverage3,time,current_time
1,1.167655,3.0273438,1.6601562,2.4414062,6.512737512588501,2024-04-11 14:15:05.372410
2,1.167655,3.515625,1.953125,3.2226562,5.870370626449585,2024-04-11 14:15:11.243094
3,1.167655,4.4921875,2.4414062,3.6132812,5.849153280258179,2024-04-11 14:15:17.092530
4,1.167655,4.5898438,2.6367188,3.7109375,5.697043418884277,2024-04-11 14:15:22.790043
5,1.5833983,4.9804688,2.734375,3.90625,5.793557167053223,2024-04-11 14:15:28.583899
6,1.5833983,5.078125,2.734375,4.0039062,5.809373617172241,2024-04-11 14:15:34.393556
7,1.5833983,5.078125,2.6367188,4.0039062,5.702270030975342,2024-04-11 14:15:40.096149
8,1.705453,4.8828125,2.734375,3.90625,5.922303915023804,2024-04-11 14:15:46.018732
9,1.705453,5.2734375,3.0273438,4.0039062,5.745554685592651,2024-04-11 14:15:51.764581
10,1.705453,5.5664062,2.9296875,4.1015625,5.918671131134033,2024-04-11 14:15:57.683683
11,1.705453,5.46875,2.8320312,4.1992188,5.705291032791138,2024-04-11 14:16:03.389255
12,1.705453,5.5664062,2.8320312,4.3945312,5.893865585327148,2024-04-11 14:16:09.283415
13,1.705453,5.6640625,2.9296875,4.4921875,5.83814549446106,2024-04-11 14:16:15.121860
14,1.705453,5.46875,3.125,4.6875,5.912683486938477,2024-04-11 14:16:21.034823
15,1.9364583,5.5664062,3.2226562,4.7851562,5.980523347854614,2024-04-11 14:16:27.015636
16,1.9364583,5.859375,3.2226562,4.9804688,5.847970962524414,2024-04-11 14:16:32.864133
17,1.9364583,6.1523438,3.4179688,4.9804688,5.791572093963623,2024-04-11 14:16:38.655986
18,1.9364583,6.1523438,3.4179688,5.078125,5.7682945728302,2024-04-11 14:16:44.424575
19,1.9364583,6.25,3.6132812,5.078125,5.915289878845215,2024-04-11 14:16:50.340185
20,1.9364583,6.4453125,3.6132812,5.3710938,5.83743953704834,2024-04-11 14:16:56.177897
21,1.9364583,6.640625,3.6132812,5.3710938,5.894231081008911,2024-04-11 14:17:02.072414
22,1.9364583,6.640625,3.515625,5.3710938,5.630602836608887,2024-04-11 14:17:07.703353
23,1.9364583,6.640625,3.4179688,5.46875,5.805143356323242,2024-04-11 14:17:13.508794
24,1.9364583,6.640625,3.4179688,5.46875,5.9088218212127686,2024-04-11 14:17:19.417909
25,1.9364583,6.640625,3.2226562,5.46875,5.760019063949585,2024-04-11 14:17:25.178379
26,1.9364583,6.7382812,3.125,5.5664062,5.744170427322388,2024-04-11 14:17:30.922831
27,1.9364583,6.640625,3.125,5.3710938,5.9096972942352295,2024-04-11 14:17:36.832807
28,2.1236503,6.7382812,3.125,5.46875,5.713506698608398,2024-04-11 14:17:42.546842
29,2.1236503,6.640625,3.125,5.7617188,5.877862215042114,2024-04-11 14:17:48.424987
30,2.1236503,6.7382812,3.125,5.7617188,5.845288276672363,2024-04-11 14:17:54.270559
31,2.1236503,6.9335938,3.2226562,5.859375,5.87967324256897,2024-04-11 14:18:00.150595
32,2.1958144,7.1289062,3.4179688,5.7617188,5.881581544876099,2024-04-11 14:18:06.032457
33,2.1958144,7.03125,3.4179688,5.7617188,5.84975266456604,2024-04-11 14:18:11.882542
34,2.3160622,7.03125,3.3203125,5.7617188,5.893299579620361,2024-04-11 14:18:17.776124
35,2.3160622,7.1289062,3.3203125,5.859375,5.720524787902832,2024-04-11 14:18:23.497028
36,2.3160622,7.1289062,3.3203125,5.859375,5.952880620956421,2024-04-11 14:18:29.450199
37,2.3160622,7.1289062,3.2226562,5.859375,5.843125343322754,2024-04-11 14:18:35.293849
38,2.3160622,7.1289062,3.2226562,5.9570312,5.5502355098724365,2024-04-11 14:18:40.844357
39,2.3160622,7.2265625,3.2226562,6.0546875,5.789330244064331,2024-04-11 14:18:46.633999
40,2.3160622,7.2265625,3.2226562,5.859375,5.814771413803101,2024-04-11 14:18:52.449118
41,2.3160622,7.2265625,3.2226562,5.859375,5.824558734893799,2024-04-11 14:18:58.273954
