max_fitness,seed,task,sampling,repertoire,coverage1,coverage2,coverage3
5.848008,6,CustomPusher-v0,all,g2,0.29296875,4.8828125,4.1992188
5.4901266,6,CustomPusher-v0,all,g3,0.29296875,2.2460938,3.515625
7.164013,6,CustomPusher-v0,s1,g1,4.8828125,1.2695312,2.34375
7.164013,6,CustomPusher-v0,s1,g2,2.8320312,4.8828125,3.125
7.164013,6,CustomPusher-v0,s1,g3,3.125,1.3671875,2.9296875
5.0422244,6,CustomPusher-v0,s2,g1,4.1992188,3.7109375,2.4414062
6.3574295,6,CustomPusher-v0,s2,g2,0.1953125,4.8828125,2.6367188
6.3574295,6,CustomPusher-v0,s2,g3,0.1953125,3.125,3.3203125
3.8993192,6,CustomPusher-v0,s3,g1,4.8828125,3.8085938,3.8085938
4.5992846,6,CustomPusher-v0,s3,g2,0.1953125,4.8828125,3.515625
4.5992846,6,CustomPusher-v0,s3,g3,0.1953125,2.8320312,3.7109375
4.973948,7,CustomPusher-v0,ga,all,,,
8.432856,7,CustomPusher-v0,all,g1,4.8828125,3.6132812,3.515625
13.148686,7,CustomPusher-v0,all,g2,0.390625,4.8828125,1.8554688
13.116078,7,CustomPusher-v0,all,g3,0.68359375,2.5390625,3.125
9.764918,7,CustomPusher-v0,s1,g1,4.8828125,1.6601562,2.734375
9.381478,7,CustomPusher-v0,s1,g2,2.6367188,4.8828125,3.515625
10.211435,7,CustomPusher-v0,s1,g3,2.9296875,1.5625,2.9296875
4.454554,7,CustomPusher-v0,s2,g1,4.296875,3.90625,2.4414062
5.1082325,7,CustomPusher-v0,s2,g2,0.09765625,4.8828125,2.0507812
4.8989124,7,CustomPusher-v0,s2,g3,0.390625,4.5898438,2.4414062
4.8022833,7,CustomPusher-v0,s3,g1,3.8085938,2.5390625,3.4179688
5.840782,7,CustomPusher-v0,s3,g2,0.390625,4.8828125,4.3945312
5.840782,7,CustomPusher-v0,s3,g3,0.1953125,1.8554688,4.6875
1.501511,8,CustomPusher-v0,ga,all,,,
6.1457815,8,CustomPusher-v0,all,g1,4.8828125,2.8320312,3.0273438
7.5267234,8,CustomPusher-v0,all,g2,0.29296875,4.8828125,2.5390625
7.5267234,8,CustomPusher-v0,all,g3,0.390625,3.2226562,3.6132812
6.269719,8,CustomPusher-v0,s1,g1,4.8828125,1.953125,2.6367188
5.6230407,8,CustomPusher-v0,s1,g2,3.0273438,4.8828125,3.6132812
6.269719,8,CustomPusher-v0,s1,g3,2.4414062,2.2460938,3.3203125
6.595922,8,CustomPusher-v0,s2,g1,4.4921875,3.90625,2.34375
6.595922,8,CustomPusher-v0,s2,g2,0.1953125,4.8828125,2.4414062
6.595922,8,CustomPusher-v0,s2,g3,0.1953125,4.0039062,3.125
5.7467055,8,CustomPusher-v0,s3,g1,3.7109375,2.734375,2.5390625
6.7443724,8,CustomPusher-v0,s3,g2,0.29296875,4.8828125,4.1992188
6.7443724,8,CustomPusher-v0,s3,g3,0.29296875,3.125,4.0039062
1.15196,9,CustomPusher-v0,ga,all,,,
6.5462174,9,CustomPusher-v0,all,g1,4.8828125,3.125,4.0039062
9.838224,9,CustomPusher-v0,all,g2,0.09765625,4.8828125,3.90625
9.678314,9,CustomPusher-v0,all,g3,0.09765625,3.0273438,3.8085938
8.457518,9,CustomPusher-v0,s1,g1,4.8828125,1.8554688,2.9296875
8.457518,9,CustomPusher-v0,s1,g2,3.4179688,4.8828125,3.0273438
7.862709,9,CustomPusher-v0,s1,g3,3.3203125,1.8554688,3.4179688
5.049145,9,CustomPusher-v0,s2,g1,4.1015625,4.1015625,2.4414062
8.361951,9,CustomPusher-v0,s2,g2,0.09765625,4.8828125,3.7109375
8.671798,9,CustomPusher-v0,s2,g3,0.1953125,3.515625,3.7109375
6.837638,9,CustomPusher-v0,s3,g1,4.296875,3.515625,3.3203125
7.9943285,9,CustomPusher-v0,s3,g2,0.09765625,4.8828125,3.4179688
8.043631,9,CustomPusher-v0,s3,g3,0.09765625,1.5625,3.2226562
1.8877909,0,BeamToppler-v0,ga,all,,,
2.3847864,0,BeamToppler-v0,all,g1,4.8828125,3.4179688,3.7109375
2.5553493,0,BeamToppler-v0,all,g2,0.29296875,4.8828125,3.125
2.289115,0,BeamToppler-v0,all,g3,0.390625,3.515625,3.3203125
2.0326161,0,BeamToppler-v0,s1,g1,4.8828125,0.9765625,2.5390625
2.3241022,0,BeamToppler-v0,s1,g2,3.0273438,4.8828125,3.515625
2.1487343,0,BeamToppler-v0,s1,g3,2.5390625,1.3671875,3.0273438
2.32915,0,BeamToppler-v0,s2,g1,4.1015625,3.8085938,2.34375
7.1005883,0,BeamToppler-v0,s2,g2,0.1953125,4.8828125,2.9296875
2.3548949,0,BeamToppler-v0,s2,g3,0.1953125,3.125,3.515625
2.4351108,0,BeamToppler-v0,s3,g1,3.8085938,2.5390625,2.6367188
2.608539,0,BeamToppler-v0,s3,g2,0.1953125,4.8828125,3.515625
2.608539,0,BeamToppler-v0,s3,g3,0.1953125,2.2460938,3.0273438
1.8436483,1,BeamToppler-v0,ga,all,,,
2.443991,1,BeamToppler-v0,all,g1,4.8828125,2.734375,3.7109375
2.5013816,1,BeamToppler-v0,all,g2,0.29296875,4.8828125,3.90625
2.3270853,1,BeamToppler-v0,all,g3,0.48828125,1.953125,3.0273438
8.062506,1,BeamToppler-v0,s1,g1,4.8828125,1.7578125,3.125
8.037722,1,BeamToppler-v0,s1,g2,3.0273438,4.8828125,3.2226562
8.062506,1,BeamToppler-v0,s1,g3,2.4414062,1.6601562,3.2226562
2.4393342,1,BeamToppler-v0,s2,g1,4.4921875,3.90625,2.4414062
2.9480517,1,BeamToppler-v0,s2,g2,0.1953125,4.8828125,3.2226562
2.3654861,1,BeamToppler-v0,s2,g3,0.1953125,3.3203125,3.4179688
2.3444927,1,BeamToppler-v0,s3,g1,4.5898438,3.3203125,2.6367188
2.3628306,1,BeamToppler-v0,s3,g2,0.29296875,4.8828125,3.90625
2.3223512,1,BeamToppler-v0,s3,g3,0.09765625,1.7578125,2.5390625
1.8636128,2,BeamToppler-v0,ga,all,,,
2.4528527,2,BeamToppler-v0,all,g1,4.8828125,2.9296875,3.515625
2.6928654,2,BeamToppler-v0,all,g2,0.1953125,4.8828125,3.8085938
2.7294946,2,BeamToppler-v0,all,g3,0.29296875,2.4414062,3.8085938
2.345393,2,BeamToppler-v0,s1,g1,4.8828125,0.78125,1.0742188
2.3922863,2,BeamToppler-v0,s1,g2,2.8320312,4.8828125,1.5625
2.3742802,2,BeamToppler-v0,s1,g3,2.6367188,1.6601562,2.0507812
2.3241546,2,BeamToppler-v0,s2,g1,4.1015625,3.90625,2.1484375
2.3648164,2,BeamToppler-v0,s2,g2,0.1953125,4.8828125,2.734375
2.3648164,2,BeamToppler-v0,s2,g3,0.1953125,3.2226562,3.3203125
2.3242736,2,BeamToppler-v0,s3,g1,4.8828125,3.3203125,2.6367188
2.578913,2,BeamToppler-v0,s3,g2,0.390625,4.8828125,4.1015625
2.25613,2,BeamToppler-v0,s3,g3,0.1953125,1.5625,3.515625
0.6963489,3,BeamToppler-v0,ga,all,,,
2.2390158,3,BeamToppler-v0,all,g1,4.8828125,3.8085938,4.0039062
2.858083,3,BeamToppler-v0,all,g2,0.390625,4.8828125,3.125
2.858083,3,BeamToppler-v0,all,g3,0.390625,2.8320312,3.125
1.889848,3,BeamToppler-v0,s1,g1,4.8828125,1.2695312,1.0742188
2.6403284,3,BeamToppler-v0,s1,g2,2.8320312,4.8828125,2.734375
2.2989016,3,BeamToppler-v0,s1,g3,2.5390625,1.171875,1.7578125
2.6995637,3,BeamToppler-v0,s2,g1,4.0039062,3.6132812,2.4414062
2.7226603,3,BeamToppler-v0,s2,g2,0.09765625,4.8828125,2.34375
2.7087216,3,BeamToppler-v0,s2,g3,0.09765625,2.6367188,2.2460938
2.4550462,3,BeamToppler-v0,s3,g1,4.6875,2.8320312,3.7109375
2.4758513,3,BeamToppler-v0,s3,g2,0.09765625,4.8828125,3.8085938
2.4554515,3,BeamToppler-v0,s3,g3,0.09765625,0.9765625,3.2226562
2.3422458,4,BeamToppler-v0,ga,all,,,
3.4168844,4,BeamToppler-v0,all,g1,4.8828125,2.6367188,2.4414062
2.1533117,4,BeamToppler-v0,all,g2,0.5859375,4.8828125,2.5390625
6.497578,4,BeamToppler-v0,all,g3,0.5859375,2.9296875,2.8320312
2.0885205,4,BeamToppler-v0,s1,g1,4.8828125,1.953125,3.125
2.3563025,4,BeamToppler-v0,s1,g2,1.6601562,4.8828125,3.3203125
2.3563025,4,BeamToppler-v0,s1,g3,1.2695312,1.953125,2.9296875
2.6442814,4,BeamToppler-v0,s2,g1,4.0039062,3.3203125,2.5390625
2.202904,4,BeamToppler-v0,s2,g2,0.09765625,4.8828125,3.2226562
2.2287276,4,BeamToppler-v0,s2,g3,0.390625,3.4179688,3.6132812
2.7345846,4,BeamToppler-v0,s3,g1,4.1992188,1.953125,3.125
2.452801,4,BeamToppler-v0,s3,g2,0.48828125,4.8828125,3.4179688
2.4400558,4,BeamToppler-v0,s3,g3,0.390625,1.8554688,3.2226562
1.7607918,5,BeamToppler-v0,ga,all,,,
2.5052848,5,BeamToppler-v0,all,g1,4.8828125,3.8085938,3.90625
2.3177106,5,BeamToppler-v0,all,g2,0.5859375,4.8828125,3.515625
2.3813026,5,BeamToppler-v0,all,g3,0.68359375,2.9296875,3.6132812
2.4629955,5,BeamToppler-v0,s1,g1,4.8828125,0.87890625,1.3671875
2.5891838,5,BeamToppler-v0,s1,g2,2.734375,4.8828125,3.125
2.5536425,5,BeamToppler-v0,s1,g3,2.1484375,1.4648438,2.34375
2.4302893,5,BeamToppler-v0,s2,g1,4.1015625,3.90625,1.953125
2.3405204,5,BeamToppler-v0,s2,g2,0.1953125,4.8828125,2.9296875
2.3405204,5,BeamToppler-v0,s2,g3,0.29296875,3.90625,3.8085938
2.4328601,5,BeamToppler-v0,s3,g1,4.0039062,2.9296875,3.515625
2.4268973,5,BeamToppler-v0,s3,g2,0.1953125,4.8828125,3.4179688
2.3497808,5,BeamToppler-v0,s3,g3,0.1953125,2.6367188,3.0273438
2.1284997,6,BeamToppler-v0,ga,all,,,
2.538969,6,BeamToppler-v0,all,g1,4.8828125,3.4179688,3.0273438
2.3711157,6,BeamToppler-v0,all,g2,0.29296875,4.8828125,4.0039062
2.3518555,6,BeamToppler-v0,all,g3,0.29296875,2.2460938,4.1015625
2.40587,6,BeamToppler-v0,s1,g1,4.8828125,1.2695312,2.2460938
2.6940374,6,BeamToppler-v0,s1,g2,2.8320312,4.8828125,2.6367188
2.40587,6,BeamToppler-v0,s1,g3,3.125,1.3671875,2.4414062
2.6121132,6,BeamToppler-v0,s2,g1,4.1992188,3.7109375,2.5390625
2.3831158,6,BeamToppler-v0,s2,g2,0.1953125,4.8828125,3.125
2.6556556,6,BeamToppler-v0,s2,g3,0.1953125,3.125,3.515625
2.6485817,6,BeamToppler-v0,s3,g1,4.8828125,3.8085938,3.4179688
2.4310532,6,BeamToppler-v0,s3,g2,0.1953125,4.8828125,4.0039062
2.4310532,6,BeamToppler-v0,s3,g3,0.1953125,2.8320312,4.1992188
1.8444536,7,BeamToppler-v0,ga,all,,,
2.601849,7,BeamToppler-v0,all,g1,4.8828125,3.6132812,3.515625
3.2709258,7,BeamToppler-v0,all,g2,0.390625,4.8828125,1.4648438
2.966995,7,BeamToppler-v0,all,g3,0.68359375,2.5390625,2.734375
8.378922,7,BeamToppler-v0,s1,g1,4.8828125,1.6601562,3.0273438
2.8346837,7,BeamToppler-v0,s1,g2,2.6367188,4.8828125,3.3203125
2.2131357,7,BeamToppler-v0,s1,g3,2.9296875,1.5625,3.3203125
2.317455,7,BeamToppler-v0,s2,g1,4.296875,3.90625,2.2460938
2.3432336,7,BeamToppler-v0,s2,g2,0.09765625,4.8828125,1.7578125
2.3580565,7,BeamToppler-v0,s2,g3,0.390625,4.5898438,2.4414062
2.2767255,7,BeamToppler-v0,s3,g1,3.8085938,2.5390625,3.125
2.306456,7,BeamToppler-v0,s3,g2,0.390625,4.8828125,3.2226562
2.2526577,7,BeamToppler-v0,s3,g3,0.1953125,1.8554688,3.2226562
2.2503736,8,BeamToppler-v0,ga,all,,,
2.0333602,8,BeamToppler-v0,all,g1,4.8828125,2.8320312,2.4414062
2.0149398,8,BeamToppler-v0,all,g2,0.29296875,4.8828125,1.953125
2.054235,8,BeamToppler-v0,all,g3,0.390625,3.2226562,2.6367188
2.0652745,8,BeamToppler-v0,s1,g1,4.8828125,1.953125,1.171875
2.0971053,8,BeamToppler-v0,s1,g2,3.0273438,4.8828125,1.953125
2.1196826,8,BeamToppler-v0,s1,g3,2.4414062,2.2460938,2.4414062
2.8368719,8,BeamToppler-v0,s2,g1,4.4921875,3.90625,2.34375
2.7030191,8,BeamToppler-v0,s2,g2,0.1953125,4.8828125,2.8320312
2.7030191,8,BeamToppler-v0,s2,g3,0.1953125,4.0039062,3.515625
2.2438638,8,BeamToppler-v0,s3,g1,3.7109375,2.734375,2.4414062
2.689624,8,BeamToppler-v0,s3,g2,0.29296875,4.8828125,3.7109375
2.2751539,8,BeamToppler-v0,s3,g3,0.29296875,3.125,4.0039062
2.2958014,9,BeamToppler-v0,ga,all,,,
2.3266704,9,BeamToppler-v0,all,g1,4.8828125,3.125,3.0273438
9.379107,9,BeamToppler-v0,all,g2,0.09765625,4.8828125,3.515625
9.379107,9,BeamToppler-v0,all,g3,0.09765625,3.0273438,3.4179688
2.0444417,9,BeamToppler-v0,s1,g1,4.8828125,1.8554688,2.2460938
2.0493927,9,BeamToppler-v0,s1,g2,3.4179688,4.8828125,3.0273438
2.0444417,9,BeamToppler-v0,s1,g3,3.3203125,1.8554688,2.6367188
2.2610462,9,BeamToppler-v0,s2,g1,4.1015625,4.1015625,2.0507812
2.650898,9,BeamToppler-v0,s2,g2,0.09765625,4.8828125,3.2226562
2.51045,9,BeamToppler-v0,s2,g3,0.1953125,3.515625,3.7109375
2.5678551,9,BeamToppler-v0,s3,g1,4.296875,3.515625,2.9296875
2.558737,9,BeamToppler-v0,s3,g2,0.09765625,4.8828125,2.9296875
2.3495102,9,BeamToppler-v0,s3,g3,0.09765625,1.5625,2.2460938
-1.5089232,0,Pusher-v1,ga,all,,,
-1.2655913,0,Pusher-v1,all,g1,4.8828125,3.4179688,4.0039062
-1.5350162,0,Pusher-v1,all,g2,0.29296875,4.8828125,2.34375
-1.4815497,0,Pusher-v1,all,g3,0.390625,3.515625,3.2226562
-1.2642837,0,Pusher-v1,s1,g1,4.8828125,0.9765625,2.4414062
-1.0517623,0,Pusher-v1,s1,g2,3.0273438,4.8828125,3.3203125
-1.4392093,0,Pusher-v1,s1,g3,2.5390625,1.3671875,3.8085938
0.107081175,0,Pusher-v1,s2,g1,4.1015625,3.8085938,2.6367188
-1.4387814,0,Pusher-v1,s2,g2,0.1953125,4.8828125,2.734375
-1.4351361,0,Pusher-v1,s2,g3,0.1953125,3.125,3.3203125
0.10175551,0,Pusher-v1,s3,g1,3.8085938,2.5390625,2.734375
-1.4640222,0,Pusher-v1,s3,g2,0.1953125,4.8828125,3.7109375
-1.4640222,0,Pusher-v1,s3,g3,0.1953125,2.2460938,3.90625
-1.5181763,1,Pusher-v1,ga,all,,,
-1.2620456,1,Pusher-v1,all,g1,4.8828125,2.734375,3.90625
-1.4606636,1,Pusher-v1,all,g2,0.29296875,4.8828125,3.3203125
-1.4683039,1,Pusher-v1,all,g3,0.48828125,1.953125,3.515625
-1.4942954,1,Pusher-v1,s1,g1,4.8828125,1.7578125,2.5390625
-1.4903699,1,Pusher-v1,s1,g2,3.0273438,4.8828125,2.734375
-1.4897417,1,Pusher-v1,s1,g3,2.4414062,1.6601562,3.0273438
0.011003997,1,Pusher-v1,s2,g1,4.4921875,3.90625,2.5390625
-1.630184,1,Pusher-v1,s2,g2,0.1953125,4.8828125,1.7578125
-1.5763304,1,Pusher-v1,s2,g3,0.1953125,3.3203125,3.6132812
0.046617817,1,Pusher-v1,s3,g1,4.5898438,3.3203125,2.8320312
-1.4759477,1,Pusher-v1,s3,g2,0.29296875,4.8828125,4.0039062
-1.6472982,1,Pusher-v1,s3,g3,0.09765625,1.7578125,3.6132812
-1.6853135,2,Pusher-v1,ga,all,,,
-1.3280075,2,Pusher-v1,all,g1,4.8828125,2.9296875,3.8085938
-1.4607073,2,Pusher-v1,all,g2,0.1953125,4.8828125,3.3203125
-1.4883915,2,Pusher-v1,all,g3,0.29296875,2.4414062,3.7109375
-1.5086442,2,Pusher-v1,s1,g1,4.8828125,0.78125,1.5625
-1.4666723,2,Pusher-v1,s1,g2,2.8320312,4.8828125,2.5390625
-1.4666723,2,Pusher-v1,s1,g3,2.6367188,1.6601562,3.515625
0.19889891,2,Pusher-v1,s2,g1,4.1015625,3.90625,2.0507812
-1.4577388,2,Pusher-v1,s2,g2,0.1953125,4.8828125,2.4414062
-1.4406902,2,Pusher-v1,s2,g3,0.1953125,3.2226562,3.515625
0.006273398,2,Pusher-v1,s3,g1,4.8828125,3.3203125,2.734375
-1.5888051,2,Pusher-v1,s3,g2,0.390625,4.8828125,4.1992188
-1.5870057,2,Pusher-v1,s3,g3,0.1953125,1.5625,3.8085938
-1.587983,3,Pusher-v1,ga,all,,,
-1.271541,3,Pusher-v1,all,g1,4.8828125,3.8085938,3.2226562
-1.5369662,3,Pusher-v1,all,g2,0.390625,4.8828125,2.8320312
-1.5369662,3,Pusher-v1,all,g3,0.390625,2.8320312,3.4179688
-1.4378483,3,Pusher-v1,s1,g1,4.8828125,1.2695312,2.6367188
-1.4201719,3,Pusher-v1,s1,g2,2.8320312,4.8828125,3.3203125
-1.4419608,3,Pusher-v1,s1,g3,2.5390625,1.171875,2.9296875
0.06493798,3,Pusher-v1,s2,g1,4.0039062,3.6132812,2.4414062
-1.5302387,3,Pusher-v1,s2,g2,0.09765625,4.8828125,2.734375
-1.5399556,3,Pusher-v1,s2,g3,0.09765625,2.6367188,3.4179688
0.07671768,3,Pusher-v1,s3,g1,4.6875,2.8320312,3.90625
-1.6482738,3,Pusher-v1,s3,g2,0.09765625,4.8828125,3.90625
-1.6849707,3,Pusher-v1,s3,g3,0.09765625,0.9765625,3.90625
-1.6854423,4,Pusher-v1,ga,all,,,
-0.8407856,4,Pusher-v1,all,g1,4.8828125,2.6367188,2.6367188
-1.5209816,4,Pusher-v1,all,g2,0.5859375,4.8828125,2.34375
-1.5209816,4,Pusher-v1,all,g3,0.5859375,2.9296875,3.2226562
-1.4660614,4,Pusher-v1,s1,g1,4.8828125,1.953125,2.4414062
-1.4660614,4,Pusher-v1,s1,g2,1.6601562,4.8828125,3.125
-1.4759387,4,Pusher-v1,s1,g3,1.2695312,1.953125,3.515625
0.1124005,4,Pusher-v1,s2,g1,4.0039062,3.3203125,2.5390625
-1.5108336,4,Pusher-v1,s2,g2,0.09765625,4.8828125,2.4414062
-1.4918141,4,Pusher-v1,s2,g3,0.390625,3.4179688,3.7109375
-0.0043500834,4,Pusher-v1,s3,g1,4.1992188,1.953125,3.125
-1.4120997,4,Pusher-v1,s3,g2,0.48828125,4.8828125,3.6132812
-1.4120997,4,Pusher-v1,s3,g3,0.390625,1.8554688,4.0039062
-1.6809675,5,Pusher-v1,ga,all,,,
-1.4200778,5,Pusher-v1,all,g1,4.8828125,3.8085938,4.0039062
-1.4760516,5,Pusher-v1,all,g2,0.5859375,4.8828125,3.515625
-1.4844651,5,Pusher-v1,all,g3,0.68359375,2.9296875,3.8085938
-1.412886,5,Pusher-v1,s1,g1,4.8828125,0.87890625,2.0507812
-1.402859,5,Pusher-v1,s1,g2,2.734375,4.8828125,3.3203125
-1.4123156,5,Pusher-v1,s1,g3,2.1484375,1.4648438,3.7109375
0.16192394,5,Pusher-v1,s2,g1,4.1015625,3.90625,2.0507812
-1.4466056,5,Pusher-v1,s2,g2,0.1953125,4.8828125,1.7578125
-1.4379851,5,Pusher-v1,s2,g3,0.29296875,3.90625,4.0039062
-0.0019250803,5,Pusher-v1,s3,g1,4.0039062,2.9296875,3.515625
-1.5900612,5,Pusher-v1,s3,g2,0.1953125,4.8828125,3.6132812
-1.5973824,5,Pusher-v1,s3,g3,0.1953125,2.6367188,3.8085938
-1.5862813,6,Pusher-v1,ga,all,,,
-0.63267344,6,Pusher-v1,all,g1,4.8828125,3.4179688,2.734375
-1.4293083,6,Pusher-v1,all,g2,0.29296875,4.8828125,3.7109375
-1.4294798,6,Pusher-v1,all,g3,0.29296875,2.2460938,4.0039062
-1.698868,6,Pusher-v1,s1,g1,4.8828125,1.2695312,2.4414062
-1.6505316,6,Pusher-v1,s1,g2,2.8320312,4.8828125,2.9296875
-1.6624141,6,Pusher-v1,s1,g3,3.125,1.3671875,3.8085938
0.03158099,6,Pusher-v1,s2,g1,4.1992188,3.7109375,2.34375
-1.6528835,6,Pusher-v1,s2,g2,0.1953125,4.8828125,2.2460938
-1.5763422,6,Pusher-v1,s2,g3,0.1953125,3.125,3.3203125
0.033329736,6,Pusher-v1,s3,g1,4.8828125,3.8085938,3.515625
-1.5363541,6,Pusher-v1,s3,g2,0.1953125,4.8828125,4.0039062
-1.5365608,6,Pusher-v1,s3,g3,0.1953125,2.8320312,4.4921875
-1.5202023,7,Pusher-v1,ga,all,,,
-1.2512895,7,Pusher-v1,all,g1,4.8828125,3.6132812,3.4179688
-1.4381596,7,Pusher-v1,all,g2,0.390625,4.8828125,1.7578125
-1.4381596,7,Pusher-v1,all,g3,0.68359375,2.5390625,3.3203125
-1.6330334,7,Pusher-v1,s1,g1,4.8828125,1.6601562,2.8320312
-1.6328644,7,Pusher-v1,s1,g2,2.6367188,4.8828125,2.8320312
-1.6329339,7,Pusher-v1,s1,g3,2.9296875,1.5625,3.4179688
0.06834958,7,Pusher-v1,s2,g1,4.296875,3.90625,2.5390625
-1.5307409,7,Pusher-v1,s2,g2,0.09765625,4.8828125,2.4414062
-1.4091493,7,Pusher-v1,s2,g3,0.390625,4.5898438,3.4179688
-0.025198773,7,Pusher-v1,s3,g1,3.8085938,2.5390625,3.2226562
-1.489722,7,Pusher-v1,s3,g2,0.390625,4.8828125,3.90625
-1.489722,7,Pusher-v1,s3,g3,0.1953125,1.8554688,4.0039062
-1.6697356,8,Pusher-v1,ga,all,,,
-1.3951916,8,Pusher-v1,all,g1,4.8828125,2.8320312,2.734375
-1.4038588,8,Pusher-v1,all,g2,0.29296875,4.8828125,2.5390625
-1.3951916,8,Pusher-v1,all,g3,0.390625,3.2226562,4.0039062
-1.4697899,8,Pusher-v1,s1,g1,4.8828125,1.953125,1.6601562
-1.4491012,8,Pusher-v1,s1,g2,3.0273438,4.8828125,2.8320312
-1.4491012,8,Pusher-v1,s1,g3,2.4414062,2.2460938,3.4179688
0.063114196,8,Pusher-v1,s2,g1,4.4921875,3.90625,2.34375
-1.4319046,8,Pusher-v1,s2,g2,0.1953125,4.8828125,2.1484375
-1.4355204,8,Pusher-v1,s2,g3,0.1953125,4.0039062,3.3203125
0.034744363,8,Pusher-v1,s3,g1,3.7109375,2.734375,2.6367188
-1.436216,8,Pusher-v1,s3,g2,0.29296875,4.8828125,3.8085938
-1.436216,8,Pusher-v1,s3,g3,0.29296875,3.125,3.90625
-1.6729263,9,Pusher-v1,ga,all,,,
-1.4321389,9,Pusher-v1,all,g1,4.8828125,3.125,2.9296875
-1.5129949,9,Pusher-v1,all,g2,0.09765625,4.8828125,4.0039062
-1.5191445,9,Pusher-v1,all,g3,0.09765625,3.0273438,3.8085938
-1.4875988,9,Pusher-v1,s1,g1,4.8828125,1.8554688,2.2460938
-1.4769895,9,Pusher-v1,s1,g2,3.4179688,4.8828125,2.6367188
-1.4810305,9,Pusher-v1,s1,g3,3.3203125,1.8554688,3.3203125
0.02511568,9,Pusher-v1,s2,g1,4.1015625,4.1015625,2.34375
-1.6311541,9,Pusher-v1,s2,g2,0.09765625,4.8828125,2.6367188
-1.5724972,9,Pusher-v1,s2,g3,0.1953125,3.515625,3.515625
0.009575536,9,Pusher-v1,s3,g1,4.296875,3.515625,3.3203125
-1.5966978,9,Pusher-v1,s3,g2,0.09765625,4.8828125,3.2226562
-1.6105907,9,Pusher-v1,s3,g3,0.09765625,1.5625,3.6132812
0.73994994,0,Catcher-v0,ga,all,,,
0.5023913,0,Catcher-v0,all,g1,4.8828125,3.4179688,3.515625
0.65628076,0,Catcher-v0,all,g2,0.29296875,4.8828125,3.0273438
0.6129489,0,Catcher-v0,all,g3,0.390625,3.515625,3.8085938
0.1797044,0,Catcher-v0,s1,g1,4.8828125,0.9765625,2.9296875
0.21232808,0,Catcher-v0,s1,g2,3.0273438,4.8828125,3.125
0.7976237,0,Catcher-v0,s1,g3,2.5390625,1.3671875,3.3203125
0.37338835,0,Catcher-v0,s2,g1,4.1015625,3.8085938,2.4414062
0.67677873,0,Catcher-v0,s2,g2,0.1953125,4.8828125,2.9296875
0.6025807,0,Catcher-v0,s2,g3,0.1953125,3.125,3.6132812
0.9918303,0,Catcher-v0,s3,g1,3.8085938,2.5390625,2.734375
0.20278333,0,Catcher-v0,s3,g2,0.1953125,4.8828125,3.4179688
0.4045373,0,Catcher-v0,s3,g3,0.1953125,2.2460938,3.515625
-2.9354281,1,Catcher-v0,ga,all,,,
0.9162891,1,Catcher-v0,all,g1,4.8828125,2.734375,3.7109375
0.7781422,1,Catcher-v0,all,g2,0.29296875,4.8828125,4.0039062
0.3933982,1,Catcher-v0,all,g3,0.48828125,1.953125,3.6132812
0.22737725,1,Catcher-v0,s1,g1,4.8828125,1.7578125,3.0273438
0.33919954,1,Catcher-v0,s1,g2,3.0273438,4.8828125,3.6132812
0.037324928,1,Catcher-v0,s1,g3,2.4414062,1.6601562,3.515625
0.6742855,1,Catcher-v0,s2,g1,4.4921875,3.90625,2.9296875
0.07910975,1,Catcher-v0,s2,g2,0.1953125,4.8828125,2.34375
-0.012235034,1,Catcher-v0,s2,g3,0.1953125,3.3203125,3.7109375
-2.491544,1,Catcher-v0,s3,g1,4.5898438,3.3203125,2.9296875
0.6688864,1,Catcher-v0,s3,g2,0.29296875,4.8828125,3.90625
0.6405797,1,Catcher-v0,s3,g3,0.09765625,1.7578125,3.3203125
-3.1937594,2,Catcher-v0,ga,all,,,
0.52688664,2,Catcher-v0,all,g1,4.8828125,2.9296875,4.1015625
0.21371795,2,Catcher-v0,all,g2,0.1953125,4.8828125,3.515625
-0.6271876,2,Catcher-v0,all,g3,0.29296875,2.4414062,3.8085938
0.40709993,2,Catcher-v0,s1,g1,4.8828125,0.78125,2.0507812
0.16938241,2,Catcher-v0,s1,g2,2.8320312,4.8828125,2.2460938
0.69942635,2,Catcher-v0,s1,g3,2.6367188,1.6601562,3.125
0.6869987,2,Catcher-v0,s2,g1,4.1015625,3.90625,2.34375
-0.31212172,2,Catcher-v0,s2,g2,0.1953125,4.8828125,2.34375
0.44245002,2,Catcher-v0,s2,g3,0.1953125,3.2226562,3.6132812
0.62317604,2,Catcher-v0,s3,g1,4.8828125,3.3203125,2.5390625
0.32620832,2,Catcher-v0,s3,g2,0.390625,4.8828125,4.4921875
-0.31744188,2,Catcher-v0,s3,g3,0.1953125,1.5625,4.1015625
-3.1324766,3,Catcher-v0,ga,all,,,
-0.18636715,3,Catcher-v0,all,g1,4.8828125,3.8085938,3.7109375
-0.80235666,3,Catcher-v0,all,g2,0.390625,4.8828125,3.125
-0.237622,3,Catcher-v0,all,g3,0.390625,2.8320312,3.4179688
0.60889333,3,Catcher-v0,s1,g1,4.8828125,1.2695312,2.734375
0.08424432,3,Catcher-v0,s1,g2,2.8320312,4.8828125,3.7109375
0.10439247,3,Catcher-v0,s1,g3,2.5390625,1.171875,3.6132812
0.74091434,3,Catcher-v0,s2,g1,4.0039062,3.6132812,2.5390625
