iteration,max_fitness,time,current_time
1,0.4950021,6.947141647338867,2024-03-08 09:54:52.721372
2,0.4950021,6.47794771194458,2024-03-08 09:54:59.199851
3,0.4950021,6.333625555038452,2024-03-08 09:55:05.533927
4,0.4950021,6.420121669769287,2024-03-08 09:55:11.954513
5,0.4950021,6.428570032119751,2024-03-08 09:55:18.383581
6,0.59286284,6.523515224456787,2024-03-08 09:55:24.907522
7,0.59286284,6.438721656799316,2024-03-08 09:55:31.346671
8,0.59286284,6.358959436416626,2024-03-08 09:55:37.706086
9,0.59286284,6.3448686599731445,2024-03-08 09:55:44.051432
10,0.8657523,6.503939390182495,2024-03-08 09:55:50.555895
11,1.4934821,6.373645544052124,2024-03-08 09:55:56.930024
12,1.4934821,6.474517822265625,2024-03-08 09:56:03.404993
13,1.4934821,6.430246591567993,2024-03-08 09:56:09.835705
14,1.4934821,6.4739110469818115,2024-03-08 09:56:16.310043
15,1.4934821,6.3706889152526855,2024-03-08 09:56:22.681378
16,1.4934821,6.406821250915527,2024-03-08 09:56:29.088661
17,1.4934821,6.513872861862183,2024-03-08 09:56:35.603187
18,1.4934821,6.351933240890503,2024-03-08 09:56:41.955533
19,1.4998788,6.333466291427612,2024-03-08 09:56:48.289433
20,1.4998788,6.223759889602661,2024-03-08 09:56:54.513774
21,1.4998788,6.4088969230651855,2024-03-08 09:57:00.923315
22,1.4998788,6.515126943588257,2024-03-08 09:57:07.438959
23,1.4998788,6.525736093521118,2024-03-08 09:57:13.965104
24,1.668732,6.3241071701049805,2024-03-08 09:57:20.289880
25,1.668732,6.347411632537842,2024-03-08 09:57:26.637773
26,1.668732,6.4573447704315186,2024-03-08 09:57:33.095576
27,1.668732,6.4198832511901855,2024-03-08 09:57:39.515883
28,1.668732,6.366521835327148,2024-03-08 09:57:45.882836
29,1.668732,6.306766033172607,2024-03-08 09:57:52.190031
30,1.668732,6.387295484542847,2024-03-08 09:57:58.577788
31,1.668732,6.347546815872192,2024-03-08 09:58:04.925847
32,1.668732,6.420671463012695,2024-03-08 09:58:11.346991
33,1.668732,6.290558815002441,2024-03-08 09:58:17.637957
34,1.668732,6.354034662246704,2024-03-08 09:58:23.992532
35,1.668732,6.57944655418396,2024-03-08 09:58:30.572397
36,1.668732,6.365454435348511,2024-03-08 09:58:36.938280
37,1.668732,6.566554307937622,2024-03-08 09:58:43.505354
38,1.668732,6.331085205078125,2024-03-08 09:58:49.836961
39,1.668732,6.446402549743652,2024-03-08 09:58:56.283838
40,1.668732,6.389765501022339,2024-03-08 09:59:02.674022
41,1.668732,6.384222507476807,2024-03-08 09:59:09.058710
42,1.668732,6.423099756240845,2024-03-08 09:59:15.482284
43,1.668732,6.380364656448364,2024-03-08 09:59:21.863112
44,1.668732,6.409818649291992,2024-03-08 09:59:28.273338
45,1.668732,6.437351942062378,2024-03-08 09:59:34.711146
46,1.668732,6.385167837142944,2024-03-08 09:59:41.096742
47,1.668732,6.543915510177612,2024-03-08 09:59:47.641075
48,1.668732,6.414834976196289,2024-03-08 09:59:54.056631
49,1.668732,6.253610134124756,2024-03-08 10:00:00.310660
50,1.668732,6.316296815872192,2024-03-08 10:00:06.627412
51,1.668732,6.42406439781189,2024-03-08 10:00:13.051905
52,1.668732,6.454378843307495,2024-03-08 10:00:19.506777
53,1.668732,6.399960279464722,2024-03-08 10:00:25.907205
54,1.668732,6.295270204544067,2024-03-08 10:00:32.202889
55,1.668732,6.336074113845825,2024-03-08 10:00:38.539378
56,1.668732,6.473789930343628,2024-03-08 10:00:45.013586
57,1.668732,6.376267910003662,2024-03-08 10:00:51.390426
58,1.668732,6.402349948883057,2024-03-08 10:00:57.793247
59,1.668732,6.290071249008179,2024-03-08 10:01:04.083845
60,1.668732,6.466623783111572,2024-03-08 10:01:10.551125
61,1.668732,6.324753046035767,2024-03-08 10:01:16.876288
62,1.668732,6.405863285064697,2024-03-08 10:01:23.282582
63,1.668732,6.520221471786499,2024-03-08 10:01:29.803217
64,1.668732,6.405954360961914,2024-03-08 10:01:36.209591
65,1.668732,6.379943132400513,2024-03-08 10:01:42.590140
66,1.668732,6.392470598220825,2024-03-08 10:01:48.983051
67,1.668732,6.437138080596924,2024-03-08 10:01:55.420620
68,1.668732,6.376199007034302,2024-03-08 10:02:01.797238
69,1.668732,6.417280912399292,2024-03-08 10:02:08.215210
70,1.668732,6.421298503875732,2024-03-08 10:02:14.637161
71,1.668732,6.37935471534729,2024-03-08 10:02:21.016957
72,1.668732,6.370124578475952,2024-03-08 10:02:27.387501
73,1.668732,6.383745908737183,2024-03-08 10:02:33.771672
74,1.668732,6.521432399749756,2024-03-08 10:02:40.293633
75,1.668732,6.538423538208008,2024-03-08 10:02:46.832662
76,1.668732,6.434072017669678,2024-03-08 10:02:53.267154
77,1.668732,6.3001110553741455,2024-03-08 10:02:59.567674
78,1.668732,6.480952024459839,2024-03-08 10:03:06.049049
79,1.668732,6.569303274154663,2024-03-08 10:03:12.618778
80,1.668732,6.311396837234497,2024-03-08 10:03:18.930631
81,1.668732,6.503985643386841,2024-03-08 10:03:25.435194
82,1.668732,6.357893705368042,2024-03-08 10:03:31.793513
83,1.668732,6.4303319454193115,2024-03-08 10:03:38.224512
84,1.668732,6.4316933155059814,2024-03-08 10:03:44.656735
85,1.668732,6.2150490283966064,2024-03-08 10:03:50.872207
86,1.668732,6.480851173400879,2024-03-08 10:03:57.353477
87,1.668732,6.366189479827881,2024-03-08 10:04:03.720121
88,1.668732,6.284236192703247,2024-03-08 10:04:10.004778
89,1.668732,6.409700155258179,2024-03-08 10:04:16.414898
90,1.668732,6.246611595153809,2024-03-08 10:04:22.661955
91,1.668732,6.267375946044922,2024-03-08 10:04:28.929977
92,1.668732,6.481144666671753,2024-03-08 10:04:35.411588
93,1.668732,6.32599949836731,2024-03-08 10:04:41.738016
94,1.668732,6.515755891799927,2024-03-08 10:04:48.254240
95,1.668732,6.438368320465088,2024-03-08 10:04:54.693037
96,1.668732,6.46354866027832,2024-03-08 10:05:01.157024
97,1.668732,6.350448846817017,2024-03-08 10:05:07.507976
98,1.668732,6.47718071937561,2024-03-08 10:05:13.985573
99,1.668732,6.285083770751953,2024-03-08 10:05:20.271288
100,1.668732,6.503380060195923,2024-03-08 10:05:26.775103
101,1.668732,6.472371339797974,2024-03-08 10:05:33.247899
102,1.668732,6.466448545455933,2024-03-08 10:05:39.714764
103,1.668732,6.3080832958221436,2024-03-08 10:05:46.023292
104,1.668732,6.388660907745361,2024-03-08 10:05:52.412401
105,1.668732,6.422899484634399,2024-03-08 10:05:58.835724
106,1.668732,6.411504507064819,2024-03-08 10:06:05.247673
107,1.668732,6.474219560623169,2024-03-08 10:06:11.722316
108,1.668732,6.26921010017395,2024-03-08 10:06:17.991999
109,1.668732,6.3752946853637695,2024-03-08 10:06:24.367707
110,1.668732,6.36911416053772,2024-03-08 10:06:30.737242
111,1.668732,6.389155626296997,2024-03-08 10:06:37.127080
112,1.668732,6.384038925170898,2024-03-08 10:06:43.511565
113,1.668732,6.461572647094727,2024-03-08 10:06:49.973572
114,1.668732,6.323563814163208,2024-03-08 10:06:56.297610
115,1.668732,6.352506160736084,2024-03-08 10:07:02.650637
