iteration,max_fitness,coverage1,coverage2,coverage3,time,current_time
1,0.4711956,2.8320312,2.1484375,2.5390625,8.084349870681763,2024-04-10 14:45:27.336283
2,0.4711956,3.3203125,2.1484375,3.4179688,6.728338956832886,2024-04-10 14:45:34.065326
3,0.4711956,3.90625,2.2460938,3.7109375,6.603662967681885,2024-04-10 14:45:40.669362
4,0.4711956,4.4921875,2.5390625,3.8085938,6.293025016784668,2024-04-10 14:45:46.962791
5,0.8279125,4.3945312,2.5390625,3.90625,6.301567077636719,2024-04-10 14:45:53.264768
6,0.8755838,4.5898438,2.734375,4.296875,6.346946954727173,2024-04-10 14:45:59.612085
7,1.0349344,5.1757812,2.8320312,4.1015625,6.342059135437012,2024-04-10 14:46:05.954610
8,1.0349344,5.1757812,2.8320312,4.3945312,6.551255226135254,2024-04-10 14:46:12.506374
9,1.0349344,5.3710938,2.8320312,4.3945312,6.525358438491821,2024-04-10 14:46:19.032165
10,1.2817957,5.3710938,2.8320312,4.4921875,6.51019811630249,2024-04-10 14:46:25.542840
11,1.2817957,5.3710938,2.9296875,4.5898438,6.509616136550903,2024-04-10 14:46:32.053111
12,1.2817957,5.46875,2.9296875,4.6875,6.402095317840576,2024-04-10 14:46:38.455595
13,1.2817957,5.3710938,2.9296875,4.6875,6.580652475357056,2024-04-10 14:46:45.036656
14,1.2817957,5.5664062,3.0273438,4.7851562,6.536959409713745,2024-04-10 14:46:51.574220
15,1.2817957,5.859375,3.0273438,4.9804688,6.3384246826171875,2024-04-10 14:46:57.913110
16,1.2817957,6.0546875,3.125,5.46875,6.423153877258301,2024-04-10 14:47:04.336713
17,1.2817957,6.3476562,3.4179688,5.5664062,6.433802366256714,2024-04-10 14:47:10.771054
18,1.2817957,6.3476562,3.515625,5.6640625,6.284203767776489,2024-04-10 14:47:17.055727
19,1.2817957,6.4453125,3.7109375,5.859375,6.5487236976623535,2024-04-10 14:47:23.605049
20,1.3942894,6.25,3.6132812,5.9570312,6.508103370666504,2024-04-10 14:47:30.113571
21,1.5001193,5.9570312,3.7109375,5.9570312,6.251443862915039,2024-04-10 14:47:36.365372
22,1.5001193,5.859375,3.7109375,5.9570312,6.266047239303589,2024-04-10 14:47:42.631850
23,1.6612679,6.0546875,3.8085938,5.9570312,6.322263240814209,2024-04-10 14:47:48.954761
24,2.3311348,6.1523438,3.8085938,5.859375,6.401550531387329,2024-04-10 14:47:55.356865
25,2.3311348,6.1523438,3.6132812,5.7617188,6.292933464050293,2024-04-10 14:48:01.650216
26,2.3311348,6.1523438,3.4179688,5.859375,6.3390052318573,2024-04-10 14:48:07.989588
27,2.3311348,6.1523438,3.6132812,5.9570312,6.292237997055054,2024-04-10 14:48:14.282292
28,2.3311348,6.3476562,3.6132812,5.7617188,6.157743215560913,2024-04-10 14:48:20.440491
29,2.757455,6.3476562,3.515625,5.7617188,6.375108242034912,2024-04-10 14:48:26.816248
30,2.989356,6.25,3.6132812,5.7617188,6.450473070144653,2024-04-10 14:48:33.267230
31,2.989356,6.25,3.8085938,6.0546875,6.456408500671387,2024-04-10 14:48:39.724068
32,2.989356,6.25,3.8085938,6.1523438,6.3824379444122314,2024-04-10 14:48:46.106916
33,2.989356,6.1523438,3.8085938,6.1523438,6.329816818237305,2024-04-10 14:48:52.437117
34,2.989356,6.25,3.90625,6.3476562,6.554793119430542,2024-04-10 14:48:58.992400
35,2.989356,6.25,3.90625,6.4453125,6.366851568222046,2024-04-10 14:49:05.359654
36,3.3529572,6.1523438,4.0039062,6.4453125,6.335099458694458,2024-04-10 14:49:11.695286
37,3.3529572,5.9570312,4.0039062,6.4453125,6.274026870727539,2024-04-10 14:49:17.969673
38,3.3529572,5.859375,4.0039062,6.4453125,6.295028448104858,2024-04-10 14:49:24.265151
39,3.3529572,5.9570312,4.1015625,6.5429688,6.328033447265625,2024-04-10 14:49:30.593603
40,3.3529572,6.1523438,4.1015625,6.5429688,6.381322622299194,2024-04-10 14:49:36.975275
41,3.3529572,6.3476562,4.1015625,6.9335938,6.431785821914673,2024-04-10 14:49:43.407463
42,3.3529572,6.4453125,4.1015625,6.9335938,6.393649578094482,2024-04-10 14:49:49.801569
43,3.3529572,6.5429688,4.1015625,6.9335938,6.490553617477417,2024-04-10 14:49:56.292696
44,3.3529572,6.3476562,3.90625,7.03125,6.329513311386108,2024-04-10 14:50:02.622592
