iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.46524024,-8.309081,-2.198816,-3.4684882,6.640625,3.2226562,4.5898438,12.844305515289307,2024-03-30 06:25:45.447095
2,1.6903186,-3.2672124,0.32803935,-1.8323603,8.496094,3.4179688,5.9570312,8.22520899772644,2024-03-30 06:25:53.672645
3,1.6903186,-2.7702687,1.7054932,1.4060926,10.253906,3.6132812,7.3242188,8.397953748703003,2024-03-30 06:26:02.070951
4,1.6903186,-0.09659004,2.6105726,1.3532112,11.71875,4.1015625,8.203125,8.14937424659729,2024-03-30 06:26:10.220715
5,1.6903186,1.7828989,3.2886467,0.48068267,12.6953125,4.3945312,9.765625,8.426810503005981,2024-03-30 06:26:18.647886
6,1.6903186,3.5229537,4.082933,2.6053352,13.28125,4.3945312,10.449219,8.238552808761597,2024-03-30 06:26:26.886785
7,1.6903186,5.874046,4.7428017,5.472564,14.453125,4.4921875,11.328125,8.220330238342285,2024-03-30 06:26:35.107472
8,1.6903186,7.0920725,5.2743263,7.3274527,16.113281,4.4921875,12.109375,8.42787218093872,2024-03-30 06:26:43.535707
9,1.6903186,9.080276,6.52738,7.6695194,16.796875,4.6875,13.378906,8.327464580535889,2024-03-30 06:26:51.863546
10,1.6903186,10.459453,9.965195,8.672589,17.285156,4.8828125,14.0625,8.308413743972778,2024-03-30 06:27:00.172318
11,1.6903186,12.470598,10.167749,10.454749,17.871094,4.9804688,15.136719,8.176846742630005,2024-03-30 06:27:08.349517
12,1.6903186,14.324303,10.661464,11.581158,18.164062,5.078125,15.722656,8.337974309921265,2024-03-30 06:27:16.687851
13,1.6903186,15.115163,11.06911,12.604521,19.140625,5.1757812,16.210938,8.411914587020874,2024-03-30 06:27:25.100144
14,1.6903186,19.160164,13.589991,15.214619,19.628906,5.3710938,16.796875,8.536373376846313,2024-03-30 06:27:33.636887
15,1.6903186,20.014387,13.334143,15.724046,20.019531,5.5664062,17.285156,8.317023038864136,2024-03-30 06:27:41.954286
16,1.6903186,21.598278,14.059607,16.253593,20.507812,5.6640625,17.578125,8.49811315536499,2024-03-30 06:27:50.452775
17,1.6903186,22.05474,14.100098,18.97662,20.605469,5.6640625,17.773438,8.347878456115723,2024-03-30 06:27:58.801019
18,1.6903186,23.92712,15.521444,20.415312,20.605469,5.7617188,18.359375,8.428927898406982,2024-03-30 06:28:07.230324
19,1.6903186,24.779806,15.787855,22.13541,20.605469,5.859375,18.554688,8.24079704284668,2024-03-30 06:28:15.471525
20,1.6903186,25.102169,16.231213,21.861797,20.800781,5.859375,18.945312,8.392428874969482,2024-03-30 06:28:23.864304
21,1.6903186,27.444424,16.782894,25.490044,20.898438,6.0546875,19.53125,8.045345783233643,2024-03-30 06:28:31.910008
22,1.6903186,27.82426,17.04126,26.809734,21.09375,6.1523438,19.726562,8.5016930103302,2024-03-30 06:28:40.412074
23,1.6903186,29.125582,18.025948,28.450665,21.386719,6.25,19.824219,8.484456777572632,2024-03-30 06:28:48.896899
24,1.6903186,31.503721,19.155956,29.907372,21.777344,6.25,20.117188,8.495698690414429,2024-03-30 06:28:57.392951
25,1.6903186,32.266556,20.05743,32.933914,21.777344,6.3476562,20.507812,8.270810842514038,2024-03-30 06:29:05.664119
26,1.6903186,33.603905,20.751131,34.870148,21.972656,6.640625,21.191406,8.31206202507019,2024-03-30 06:29:13.976535
27,1.6903186,35.399525,21.249027,36.506516,22.070312,6.640625,21.191406,8.366845607757568,2024-03-30 06:29:22.343785
28,1.6903186,38.207222,22.715012,38.674595,22.167969,6.8359375,21.582031,8.348861694335938,2024-03-30 06:29:30.693001
29,1.6903186,40.12043,23.218985,41.392975,22.167969,6.8359375,21.875,8.263251304626465,2024-03-30 06:29:38.956615
30,1.6903186,41.284843,24.189325,42.021626,22.460938,7.03125,22.167969,8.304443836212158,2024-03-30 06:29:47.261413
31,1.6903186,43.905098,24.514503,44.83222,22.753906,7.2265625,22.265625,8.363228559494019,2024-03-30 06:29:55.625003
32,1.6903186,45.18511,25.10065,45.64364,22.851562,7.2265625,22.363281,8.362681865692139,2024-03-30 06:30:03.988046
33,1.6903186,46.550354,26.690126,48.349613,22.949219,7.5195312,22.851562,8.279947519302368,2024-03-30 06:30:12.268354
34,1.6903186,48.094177,26.792202,49.799503,23.144531,7.7148438,23.046875,8.397737503051758,2024-03-30 06:30:20.666493
35,1.6903186,50.309265,27.493076,52.680584,23.144531,7.8125,23.339844,8.374413013458252,2024-03-30 06:30:29.041274
36,1.6903186,51.092773,28.09193,53.95414,23.144531,7.9101562,23.730469,8.390897274017334,2024-03-30 06:30:37.432544
37,1.6903186,53.159214,28.730766,55.52476,23.339844,8.105469,23.925781,8.460118770599365,2024-03-30 06:30:45.893027
38,1.6903186,54.593086,29.152996,58.4722,23.4375,8.300781,24.609375,8.22880744934082,2024-03-30 06:30:54.122212
39,1.6903186,55.729324,29.731771,60.12526,23.535156,8.300781,25.0,8.349819898605347,2024-03-30 06:31:02.472411
40,1.6903186,55.73857,30.811962,61.21228,23.632812,8.496094,25.488281,8.277366399765015,2024-03-30 06:31:10.750154
41,1.6903186,56.828342,31.497942,62.495277,23.632812,8.496094,25.585938,8.526787757873535,2024-03-30 06:31:19.277363
42,1.6903186,58.25733,31.717411,63.094273,23.632812,8.496094,25.878906,8.40757441520691,2024-03-30 06:31:27.685401
43,1.6903186,59.0596,31.64203,64.32142,23.828125,8.691406,26.269531,8.460856914520264,2024-03-30 06:31:36.146651
44,1.6903186,60.122337,33.254574,65.31757,23.828125,8.7890625,26.367188,8.406067371368408,2024-03-30 06:31:44.553071
45,1.6903186,62.08538,34.664085,68.17323,24.21875,8.886719,26.757812,8.278971195220947,2024-03-30 06:31:52.832391
46,1.6903186,63.060043,35.43329,69.05705,24.21875,8.984375,26.855469,8.267960786819458,2024-03-30 06:32:01.100701
47,1.6903186,65.539856,36.53469,73.726006,24.21875,8.984375,27.246094,8.32417631149292,2024-03-30 06:32:09.425267
48,1.6903186,66.44919,36.812798,74.39227,24.21875,9.082031,27.636719,8.33572769165039,2024-03-30 06:32:17.761368
49,1.6903186,68.15001,36.812798,76.75412,24.316406,9.082031,27.832031,8.482043504714966,2024-03-30 06:32:26.243766
50,1.6903186,68.226326,37.034832,76.95908,24.316406,9.1796875,28.222656,8.360618829727173,2024-03-30 06:32:34.604760
51,1.6903186,68.676186,37.12757,77.95436,24.414062,9.1796875,28.515625,8.203862428665161,2024-03-30 06:32:42.809027
52,1.6903186,69.40697,37.971558,79.750694,24.414062,9.1796875,28.808594,8.348071098327637,2024-03-30 06:32:51.157476
53,1.6903186,69.73436,38.62731,80.197105,24.414062,9.1796875,28.808594,8.23058533668518,2024-03-30 06:32:59.388474
54,2.0396664,71.82593,38.866882,82.559166,24.414062,9.375,28.808594,8.335578203201294,2024-03-30 06:33:07.724425
55,2.0396664,72.479706,39.44484,84.48468,24.414062,9.375,29.101562,8.471752166748047,2024-03-30 06:33:16.196575
56,2.0396664,73.481735,39.96324,85.96332,24.414062,9.375,29.296875,8.42533540725708,2024-03-30 06:33:24.622294
57,2.0396664,74.10953,40.29625,88.42547,24.414062,9.667969,29.296875,8.503983736038208,2024-03-30 06:33:33.126697
58,2.0396664,74.52795,40.593643,89.21307,24.609375,9.667969,29.492188,8.192608833312988,2024-03-30 06:33:41.319712
59,2.0396664,75.33238,40.919388,90.5491,24.609375,9.667969,29.492188,8.368330478668213,2024-03-30 06:33:49.688412
60,2.0396664,75.40962,41.22854,92.11072,24.804688,9.765625,29.589844,8.291059970855713,2024-03-30 06:33:57.979850
61,2.0396664,76.9688,42.34397,94.19475,24.902344,9.765625,29.785156,8.343262434005737,2024-03-30 06:34:06.323484
62,2.0396664,78.48944,42.54218,95.51053,25.0,9.765625,29.785156,8.252493381500244,2024-03-30 06:34:14.576354
63,2.0396664,81.86288,43.09722,98.54219,25.0,9.765625,29.785156,8.35063648223877,2024-03-30 06:34:22.927369
64,2.0396664,83.80068,43.790718,99.274185,25.097656,9.863281,30.078125,8.321357011795044,2024-03-30 06:34:31.249080
65,2.0396664,84.81802,44.312447,100.443756,25.195312,9.863281,30.273438,8.217129230499268,2024-03-30 06:34:39.466559
66,2.0396664,88.114716,44.91384,102.48784,25.292969,9.9609375,30.371094,8.386631965637207,2024-03-30 06:34:47.853566
67,2.0396664,89.35749,45.30692,103.16061,25.292969,10.058594,30.566406,8.370195865631104,2024-03-30 06:34:56.224142
