iteration,max_fitness,coverage1,coverage2,coverage3,time,current_time
1,1.2131802,2.34375,1.6601562,2.1484375,6.514556169509888,2024-04-11 01:27:41.511540
2,1.2131802,3.125,1.953125,2.6367188,5.859452724456787,2024-04-11 01:27:47.371386
3,1.2131802,3.3203125,1.8554688,3.0273438,5.917822599411011,2024-04-11 01:27:53.289490
4,1.2131802,3.7109375,1.6601562,3.0273438,5.93567967414856,2024-04-11 01:27:59.225535
5,1.2131802,3.90625,1.953125,3.2226562,5.837319374084473,2024-04-11 01:28:05.063460
6,1.2131802,3.90625,1.953125,3.125,5.7473297119140625,2024-04-11 01:28:10.811291
7,1.2131802,4.0039062,2.0507812,3.6132812,5.853649854660034,2024-04-11 01:28:16.665532
8,1.2131802,4.1992188,2.1484375,4.0039062,5.982633352279663,2024-04-11 01:28:22.648468
9,1.2131802,4.1992188,2.1484375,4.0039062,5.846445083618164,2024-04-11 01:28:28.495245
10,1.4085326,4.4921875,2.0507812,4.1015625,5.867074251174927,2024-04-11 01:28:34.362600
11,1.4085326,4.4921875,2.1484375,3.90625,5.528430223464966,2024-04-11 01:28:39.891317
12,1.4085326,4.6875,2.1484375,4.1015625,5.810007810592651,2024-04-11 01:28:45.701780
13,2.0319943,4.5898438,2.0507812,4.0039062,5.745527505874634,2024-04-11 01:28:51.447619
14,2.0319943,4.4921875,1.953125,4.1015625,5.7986836433410645,2024-04-11 01:28:57.246632
15,2.0319943,4.5898438,1.953125,4.1015625,5.751060962677002,2024-04-11 01:29:02.997976
16,2.0319943,4.6875,2.0507812,4.1992188,5.835736513137817,2024-04-11 01:29:08.833996
17,2.0319943,4.6875,2.4414062,4.1015625,5.805812358856201,2024-04-11 01:29:14.640098
18,2.0319943,4.9804688,2.5390625,4.1992188,5.82625675201416,2024-04-11 01:29:20.466648
19,2.0319943,4.8828125,2.6367188,4.1992188,5.764289379119873,2024-04-11 01:29:26.231217
20,2.0319943,5.1757812,2.5390625,4.1992188,5.885185480117798,2024-04-11 01:29:32.116696
21,2.0319943,5.1757812,2.8320312,4.3945312,5.910721778869629,2024-04-11 01:29:38.027718
22,2.0319943,5.078125,2.8320312,4.3945312,5.86386251449585,2024-04-11 01:29:43.891963
23,2.0319943,4.9804688,2.8320312,4.5898438,5.801595687866211,2024-04-11 01:29:49.693856
24,2.0319943,4.6875,2.734375,4.296875,5.8833723068237305,2024-04-11 01:29:55.577827
25,2.0319943,4.5898438,2.734375,4.296875,5.902788162231445,2024-04-11 01:30:01.481203
26,2.0319943,4.7851562,2.6367188,4.5898438,5.799741506576538,2024-04-11 01:30:07.281230
27,2.1527267,4.9804688,2.6367188,4.6875,5.814342260360718,2024-04-11 01:30:13.095893
28,2.1527267,4.9804688,2.9296875,4.8828125,5.713031768798828,2024-04-11 01:30:18.809208
29,2.1527267,4.9804688,2.9296875,4.8828125,6.017849922180176,2024-04-11 01:30:24.827357
30,2.1527267,5.3710938,2.9296875,4.7851562,5.800924062728882,2024-04-11 01:30:30.628581
31,2.2324085,5.2734375,2.9296875,4.7851562,5.915098190307617,2024-04-11 01:30:36.544135
