iteration,max_fitness,coverage1,coverage2,coverage3,time,current_time
1,0.6041171,2.734375,2.2460938,2.4414062,6.676103830337524,2024-04-11 07:50:26.911044
2,0.8663561,3.0273438,2.4414062,2.9296875,5.931723594665527,2024-04-11 07:50:32.843045
3,0.8663561,3.3203125,2.4414062,3.2226562,5.935766220092773,2024-04-11 07:50:38.779111
4,1.8471632,3.515625,2.5390625,3.3203125,5.920299291610718,2024-04-11 07:50:44.699698
5,1.8981485,3.6132812,2.5390625,3.4179688,5.992807865142822,2024-04-11 07:50:50.692797
6,1.8981485,3.90625,2.5390625,3.515625,5.869549989700317,2024-04-11 07:50:56.562649
7,2.429048,4.1015625,2.5390625,3.8085938,6.037335395812988,2024-04-11 07:51:02.600272
8,2.429048,4.1992188,2.6367188,3.90625,5.911843299865723,2024-04-11 07:51:08.512635
9,2.429048,4.5898438,2.8320312,4.1992188,5.805358648300171,2024-04-11 07:51:14.318294
10,2.429048,4.5898438,3.0273438,4.296875,5.9513325691223145,2024-04-11 07:51:20.269916
11,2.429048,4.5898438,3.0273438,4.296875,5.677522897720337,2024-04-11 07:51:25.947863
12,2.429048,4.296875,3.2226562,4.3945312,5.856477737426758,2024-04-11 07:51:31.804668
13,2.429048,4.1992188,3.3203125,4.3945312,5.914432764053345,2024-04-11 07:51:37.719401
14,2.429048,4.296875,3.4179688,4.8828125,5.866615295410156,2024-04-11 07:51:43.586318
15,2.429048,4.296875,3.6132812,4.9804688,5.792314529418945,2024-04-11 07:51:49.378907
16,2.429048,4.9804688,3.7109375,5.078125,5.921519994735718,2024-04-11 07:51:55.300887
17,2.429048,5.078125,3.6132812,4.9804688,5.857969284057617,2024-04-11 07:52:01.159161
18,2.429048,5.1757812,3.6132812,5.078125,5.917079925537109,2024-04-11 07:52:07.076840
19,2.429048,5.2734375,3.6132812,4.9804688,5.824219703674316,2024-04-11 07:52:12.901367
20,2.429048,5.3710938,3.7109375,5.2734375,5.7823004722595215,2024-04-11 07:52:18.683957
21,2.429048,5.5664062,3.8085938,5.46875,6.018681049346924,2024-04-11 07:52:24.702938
22,2.429048,5.6640625,3.6132812,5.6640625,5.841409206390381,2024-04-11 07:52:30.544677
23,2.429048,6.0546875,3.7109375,5.7617188,5.850841522216797,2024-04-11 07:52:36.395812
24,2.429048,6.0546875,3.7109375,5.7617188,5.751951217651367,2024-04-11 07:52:42.148041
25,2.429048,6.0546875,3.7109375,5.9570312,5.886093378067017,2024-04-11 07:52:48.034418
26,2.429048,5.9570312,3.7109375,5.859375,5.813051223754883,2024-04-11 07:52:53.847752
27,2.429048,6.1523438,3.6132812,5.7617188,5.963541507720947,2024-04-11 07:52:59.811820
28,2.429048,6.3476562,3.7109375,5.7617188,5.9987146854400635,2024-04-11 07:53:05.810835
29,2.429048,6.25,3.7109375,5.859375,5.8590569496154785,2024-04-11 07:53:11.670286
30,3.2528284,6.25,3.7109375,5.859375,5.910390377044678,2024-04-11 07:53:17.581022
31,3.2528284,6.25,3.7109375,5.859375,5.6243016719818115,2024-04-11 07:53:23.205923
32,3.2528284,6.5429688,3.8085938,5.9570312,5.989367485046387,2024-04-11 07:53:29.195571
33,3.2528284,6.7382812,3.90625,6.1523438,5.741131544113159,2024-04-11 07:53:34.936989
34,3.2528284,6.7382812,3.90625,6.1523438,5.896922826766968,2024-04-11 07:53:40.834213
35,3.2528284,6.640625,3.8085938,6.1523438,5.9356958866119385,2024-04-11 07:53:46.770282
36,3.2528284,6.640625,3.8085938,6.25,5.735541343688965,2024-04-11 07:53:52.506108
37,3.2528284,6.640625,3.8085938,6.1523438,5.972904443740845,2024-04-11 07:53:58.479295
38,3.2528284,6.7382812,3.90625,6.25,5.853457689285278,2024-04-11 07:54:04.333048
39,3.2528284,6.7382812,3.90625,6.0546875,5.852397203445435,2024-04-11 07:54:10.185980
