iteration,max_fitness,time,current_time
1,0.35922033,5.22027587890625,2024-03-09 06:08:25.618041
2,0.4903662,4.672210931777954,2024-03-09 06:08:30.290781
3,0.4903662,4.786875009536743,2024-03-09 06:08:35.078182
4,0.4903662,4.713948011398315,2024-03-09 06:08:39.792598
5,1.6485097,4.7969748973846436,2024-03-09 06:08:44.590061
6,1.6485097,4.714922904968262,2024-03-09 06:08:49.305437
7,1.6485097,4.788933515548706,2024-03-09 06:08:54.094887
8,1.6485097,4.804585695266724,2024-03-09 06:08:58.899921
9,1.6485097,4.634019613265991,2024-03-09 06:09:03.534464
10,1.6485097,4.8396947383880615,2024-03-09 06:09:08.374678
11,1.6485097,4.8644914627075195,2024-03-09 06:09:13.239639
12,1.6485097,4.831308126449585,2024-03-09 06:09:18.071381
13,1.6485097,4.736252546310425,2024-03-09 06:09:22.808070
14,1.6485097,4.819915533065796,2024-03-09 06:09:27.628634
15,1.6485097,4.848418712615967,2024-03-09 06:09:32.477585
16,1.6485097,4.743433713912964,2024-03-09 06:09:37.221684
17,1.6485097,4.857266664505005,2024-03-09 06:09:42.079451
18,1.6485097,4.7072672843933105,2024-03-09 06:09:46.787146
19,1.6485097,4.816531181335449,2024-03-09 06:09:51.604183
20,1.6485097,4.853036165237427,2024-03-09 06:09:56.457670
21,1.6485097,4.873666763305664,2024-03-09 06:10:01.331817
22,1.6485097,4.848808765411377,2024-03-09 06:10:06.181165
23,1.6485097,4.7085041999816895,2024-03-09 06:10:10.890337
24,1.6485097,4.8077123165130615,2024-03-09 06:10:15.698515
25,1.6485097,4.8075971603393555,2024-03-09 06:10:20.506598
26,1.6485097,4.882179021835327,2024-03-09 06:10:25.389249
27,1.6485097,4.733609437942505,2024-03-09 06:10:30.123308
28,1.6485097,4.864455938339233,2024-03-09 06:10:34.988186
29,1.6485097,4.856810808181763,2024-03-09 06:10:39.845420
30,1.6485097,4.778075933456421,2024-03-09 06:10:44.624022
31,1.6485097,4.792805910110474,2024-03-09 06:10:49.417250
32,1.6485097,4.887677907943726,2024-03-09 06:10:54.305405
33,1.6485097,4.794081926345825,2024-03-09 06:10:59.099946
34,1.6485097,4.7499473094940186,2024-03-09 06:11:03.850314
35,1.6485097,4.8012683391571045,2024-03-09 06:11:08.652095
36,1.6485097,4.783255577087402,2024-03-09 06:11:13.435771
37,1.6485097,4.871487617492676,2024-03-09 06:11:18.307687
38,1.6485097,4.820152282714844,2024-03-09 06:11:23.128268
39,1.6485097,4.850693225860596,2024-03-09 06:11:27.979385
40,2.0854135,4.793774604797363,2024-03-09 06:11:32.773581
41,2.0854135,4.7799506187438965,2024-03-09 06:11:37.554071
42,2.0854135,4.8607869148254395,2024-03-09 06:11:42.415320
43,2.0854135,4.790376901626587,2024-03-09 06:11:47.206123
44,2.0854135,4.898252487182617,2024-03-09 06:11:52.104839
45,2.0854135,4.878077030181885,2024-03-09 06:11:56.983421
46,2.0854135,4.834406137466431,2024-03-09 06:12:01.818258
47,2.1748445,4.839641094207764,2024-03-09 06:12:06.658544
48,2.1748445,4.8475182056427,2024-03-09 06:12:11.506526
49,2.1748445,4.799865245819092,2024-03-09 06:12:16.306808
50,2.1748445,4.702058553695679,2024-03-09 06:12:21.009303
51,2.1748445,4.819068193435669,2024-03-09 06:12:25.828950
52,2.1748445,4.813169240951538,2024-03-09 06:12:30.642608
53,2.1748445,4.814915180206299,2024-03-09 06:12:35.457994
54,2.1764789,4.756411075592041,2024-03-09 06:12:40.214936
55,2.1764789,4.831979036331177,2024-03-09 06:12:45.047422
56,2.1764789,4.852785587310791,2024-03-09 06:12:49.900635
57,2.2237017,4.8693554401397705,2024-03-09 06:12:54.770405
58,2.2237017,4.874927282333374,2024-03-09 06:12:59.645812
59,2.2237017,4.729290723800659,2024-03-09 06:13:04.375578
60,2.2237017,4.850157737731934,2024-03-09 06:13:09.226274
61,2.2237017,4.832062482833862,2024-03-09 06:13:14.058809
62,2.2237017,4.814624309539795,2024-03-09 06:13:18.873894
63,2.2237017,4.861354827880859,2024-03-09 06:13:23.735765
64,2.2237017,4.729597330093384,2024-03-09 06:13:28.465781
65,2.281468,4.838636875152588,2024-03-09 06:13:33.304890
66,2.5742795,4.7214837074279785,2024-03-09 06:13:38.026785
67,2.5742795,4.708016633987427,2024-03-09 06:13:42.735227
68,2.5742795,4.773817777633667,2024-03-09 06:13:47.509465
69,2.5742795,4.800623416900635,2024-03-09 06:13:52.310766
70,2.5742795,4.680743217468262,2024-03-09 06:13:56.991967
71,2.5742795,4.95417332649231,2024-03-09 06:14:01.946665
72,2.5742795,4.691055059432983,2024-03-09 06:14:06.638195
73,2.5742795,4.905163526535034,2024-03-09 06:14:11.543873
74,2.5742795,4.642470836639404,2024-03-09 06:14:16.186767
75,2.5742795,4.7978081703186035,2024-03-09 06:14:20.985014
76,2.5742795,4.854079246520996,2024-03-09 06:14:25.839758
77,2.5742795,4.813655376434326,2024-03-09 06:14:30.653842
78,2.5742795,4.758464336395264,2024-03-09 06:14:35.412804
79,2.5742795,4.807373762130737,2024-03-09 06:14:40.220594
80,2.5742795,4.930439710617065,2024-03-09 06:14:45.151510
81,2.5742795,4.762621641159058,2024-03-09 06:14:49.914565
82,2.5742795,4.780054569244385,2024-03-09 06:14:54.695093
83,2.5742795,4.773905038833618,2024-03-09 06:14:59.469410
84,2.5742795,4.79643440246582,2024-03-09 06:15:04.266381
85,2.5742795,4.820266962051392,2024-03-09 06:15:09.087129
86,2.5742795,4.89298152923584,2024-03-09 06:15:13.980532
87,2.5742795,4.786397933959961,2024-03-09 06:15:18.767408
88,2.5742795,4.731101989746094,2024-03-09 06:15:23.498924
89,2.5742795,4.746444225311279,2024-03-09 06:15:28.245789
90,2.5742795,4.799517631530762,2024-03-09 06:15:33.045775
91,2.5742795,4.788747310638428,2024-03-09 06:15:37.834980
92,2.5742795,4.818282127380371,2024-03-09 06:15:42.653667
93,2.5742795,4.815345764160156,2024-03-09 06:15:47.469495
94,2.5742795,4.8374083042144775,2024-03-09 06:15:52.307509
95,2.5839345,4.736097812652588,2024-03-09 06:15:57.044028
96,2.8783495,4.856937408447266,2024-03-09 06:16:01.901452
97,2.8783495,4.774023532867432,2024-03-09 06:16:06.676032
98,2.8783495,4.9587602615356445,2024-03-09 06:16:11.635202
99,2.8783495,4.835798978805542,2024-03-09 06:16:16.471428
100,2.8783495,4.856042146682739,2024-03-09 06:16:21.327896
101,2.8783495,4.8306334018707275,2024-03-09 06:16:26.159178
102,2.8783495,4.8449201583862305,2024-03-09 06:16:31.004532
103,2.8783495,4.896804094314575,2024-03-09 06:16:35.901761
104,2.8783495,4.637702703475952,2024-03-09 06:16:40.539924
105,2.8783495,4.768375396728516,2024-03-09 06:16:45.308739
106,2.8783495,4.682068586349487,2024-03-09 06:16:49.991230
107,2.8783495,4.723421812057495,2024-03-09 06:16:54.715077
108,2.8783495,4.8175318241119385,2024-03-09 06:16:59.533023
109,2.8783495,4.793943643569946,2024-03-09 06:17:04.327390
110,2.8783495,4.7688658237457275,2024-03-09 06:17:09.096778
111,2.8783495,4.813379764556885,2024-03-09 06:17:13.910680
112,2.8783495,4.865964889526367,2024-03-09 06:17:18.777108
113,2.8783495,4.781241416931152,2024-03-09 06:17:23.558863
114,2.8783495,4.8675806522369385,2024-03-09 06:17:28.426893
115,2.8783495,4.819933891296387,2024-03-09 06:17:33.247344
116,2.8783495,4.747706174850464,2024-03-09 06:17:37.995466
117,2.8783495,4.855841159820557,2024-03-09 06:17:42.851735
118,2.8783495,4.744654417037964,2024-03-09 06:17:47.596814
119,2.8783495,4.787863492965698,2024-03-09 06:17:52.385085
120,2.8783495,4.791880130767822,2024-03-09 06:17:57.177493
121,2.8783495,4.7680439949035645,2024-03-09 06:18:01.946084
122,2.8783495,4.859065294265747,2024-03-09 06:18:06.805591
123,2.8783495,4.811774492263794,2024-03-09 06:18:11.617880
124,2.8783495,4.749796152114868,2024-03-09 06:18:16.368145
125,2.8783495,4.786387205123901,2024-03-09 06:18:21.154995
126,2.8783495,4.869801759719849,2024-03-09 06:18:26.025212
127,2.8783495,4.761981248855591,2024-03-09 06:18:30.787811
128,2.8783495,4.800453186035156,2024-03-09 06:18:35.588680
129,2.8783495,4.7955145835876465,2024-03-09 06:18:40.384610
130,2.8783495,4.752516269683838,2024-03-09 06:18:45.137660
131,2.8783495,4.780294179916382,2024-03-09 06:18:49.918527
132,2.8783495,4.851017713546753,2024-03-09 06:18:54.770028
133,2.8783495,4.795849800109863,2024-03-09 06:18:59.566346
134,2.8783495,4.8444061279296875,2024-03-09 06:19:04.411218
135,2.8783495,4.835434198379517,2024-03-09 06:19:09.247078
136,2.8783495,4.826764345169067,2024-03-09 06:19:14.074266
137,2.8783495,4.785324335098267,2024-03-09 06:19:18.860009
138,2.8783495,4.933422803878784,2024-03-09 06:19:23.793852
139,2.8783495,4.79837965965271,2024-03-09 06:19:28.592727
140,2.8783495,4.842288255691528,2024-03-09 06:19:33.435434
141,2.8783495,4.821567058563232,2024-03-09 06:19:38.257429
142,2.9854884,4.828122615814209,2024-03-09 06:19:43.086220
143,2.9854884,4.945372819900513,2024-03-09 06:19:48.032056
144,2.9854884,4.776387453079224,2024-03-09 06:19:52.808861
145,2.9854884,4.814207553863525,2024-03-09 06:19:57.623494
146,2.9854884,4.931934356689453,2024-03-09 06:20:02.555887
147,2.9854884,4.879303455352783,2024-03-09 06:20:07.435645
148,2.9854884,4.847101211547852,2024-03-09 06:20:12.283272
149,2.9854884,4.841150522232056,2024-03-09 06:20:17.124852
150,2.9854884,4.829062461853027,2024-03-09 06:20:21.954325
151,2.9854884,4.806927442550659,2024-03-09 06:20:26.761722
152,2.9854884,4.781987428665161,2024-03-09 06:20:31.544179
153,2.9854884,4.834152460098267,2024-03-09 06:20:36.378771
154,2.9854884,4.819338321685791,2024-03-09 06:20:41.198590
155,2.9854884,4.792493581771851,2024-03-09 06:20:45.991558
156,2.9854884,4.865413188934326,2024-03-09 06:20:50.857404
157,2.9854884,4.6892149448394775,2024-03-09 06:20:55.547139
158,2.9854884,4.842273473739624,2024-03-09 06:21:00.389839
159,2.9854884,4.795970678329468,2024-03-09 06:21:05.186468
160,2.9854884,4.838413238525391,2024-03-09 06:21:10.025298
161,2.9854884,4.862882137298584,2024-03-09 06:21:14.888618
162,2.9854884,4.801496982574463,2024-03-09 06:21:19.690539
163,2.9854884,4.881917476654053,2024-03-09 06:21:24.572945
164,2.9854884,4.864066123962402,2024-03-09 06:21:29.437524
165,2.9854884,4.753910779953003,2024-03-09 06:21:34.192041
166,2.9854884,4.759881019592285,2024-03-09 06:21:38.952341
167,2.9854884,4.86592698097229,2024-03-09 06:21:43.818699
168,2.9854884,4.787134170532227,2024-03-09 06:21:48.606308
169,2.9854884,4.8831892013549805,2024-03-09 06:21:53.489960
170,2.9854884,4.815161466598511,2024-03-09 06:21:58.305600
171,2.9854884,4.839508771896362,2024-03-09 06:22:03.145710
172,2.9854884,4.739477157592773,2024-03-09 06:22:07.885715
173,2.9854884,4.848729133605957,2024-03-09 06:22:12.734911
174,2.9854884,4.8452675342559814,2024-03-09 06:22:17.580579
175,2.9854884,4.931373357772827,2024-03-09 06:22:22.512460
176,2.9854884,4.803602933883667,2024-03-09 06:22:27.316649
177,2.9854884,4.821650505065918,2024-03-09 06:22:32.138833
178,2.9854884,4.838774681091309,2024-03-09 06:22:36.978040
179,2.9854884,4.7843945026397705,2024-03-09 06:22:41.762863
180,2.9854884,4.723237037658691,2024-03-09 06:22:46.486533
181,2.9854884,4.810159921646118,2024-03-09 06:22:51.297157
182,2.9854884,4.787852048873901,2024-03-09 06:22:56.085437
183,2.9854884,4.80530858039856,2024-03-09 06:23:00.891315
184,2.9854884,4.898286819458008,2024-03-09 06:23:05.790114
185,2.9854884,4.836978197097778,2024-03-09 06:23:10.627536
186,2.9854884,4.879072904586792,2024-03-09 06:23:15.507028
187,2.9854884,4.996403455734253,2024-03-09 06:23:20.503847
188,2.9854884,4.871651887893677,2024-03-09 06:23:25.375984
189,2.9854884,4.761762857437134,2024-03-09 06:23:30.138168
190,2.9854884,4.86165976524353,2024-03-09 06:23:35.000302
191,2.9854884,4.80442214012146,2024-03-09 06:23:39.805258
192,2.9854884,4.777827739715576,2024-03-09 06:23:44.583621
193,2.9854884,4.873157501220703,2024-03-09 06:23:49.457199
194,2.9854884,4.84451699256897,2024-03-09 06:23:54.302141
195,3.1127892,4.814372539520264,2024-03-09 06:23:59.116959
196,3.1127892,4.802970886230469,2024-03-09 06:24:03.920469
197,3.1127892,4.81792426109314,2024-03-09 06:24:08.738869
198,3.2570662,4.838263273239136,2024-03-09 06:24:13.577579
199,3.2570662,4.894578456878662,2024-03-09 06:24:18.472671
200,3.2570662,4.9335222244262695,2024-03-09 06:24:23.406615
201,3.2570662,4.776254892349243,2024-03-09 06:24:28.183529
202,3.2570662,4.742169141769409,2024-03-09 06:24:32.926124
203,3.2570662,4.8960466384887695,2024-03-09 06:24:37.822621
204,3.2570662,4.821120977401733,2024-03-09 06:24:42.644231
205,3.2570662,4.830762147903442,2024-03-09 06:24:47.475519
206,3.2570662,4.841822862625122,2024-03-09 06:24:52.317762
207,3.2570662,4.881216764450073,2024-03-09 06:24:57.199535
208,3.2570662,4.821403980255127,2024-03-09 06:25:02.021358
209,3.2570662,4.795398950576782,2024-03-09 06:25:06.817244
210,3.2570662,4.808642864227295,2024-03-09 06:25:11.626550
211,3.2570662,4.838207721710205,2024-03-09 06:25:16.465237
212,3.2570662,4.888874053955078,2024-03-09 06:25:21.354555
213,3.2570662,4.8280439376831055,2024-03-09 06:25:26.183074
214,3.2570662,4.908382177352905,2024-03-09 06:25:31.091890
215,3.2570662,4.817240953445435,2024-03-09 06:25:35.909590
216,3.2570662,4.750646591186523,2024-03-09 06:25:40.660749
217,3.2570662,4.710721731185913,2024-03-09 06:25:45.371898
218,3.2570662,4.8675806522369385,2024-03-09 06:25:50.240143
219,3.3019316,4.811395645141602,2024-03-09 06:25:55.051959
220,3.3019316,4.858016014099121,2024-03-09 06:25:59.910397
221,3.3019316,4.885765075683594,2024-03-09 06:26:04.796644
222,3.3019316,4.780619144439697,2024-03-09 06:26:09.577795
223,3.3019316,4.66283917427063,2024-03-09 06:26:14.241137
224,3.3019316,4.841843128204346,2024-03-09 06:26:19.083478
225,3.3019316,4.777268886566162,2024-03-09 06:26:23.861161
226,3.3019316,4.95354700088501,2024-03-09 06:26:28.815231
227,3.3019316,4.733435392379761,2024-03-09 06:26:33.549091
228,3.3019316,4.794880390167236,2024-03-09 06:26:38.344397
229,3.3019316,4.8505284786224365,2024-03-09 06:26:43.195347
230,3.3019316,4.90854287147522,2024-03-09 06:26:48.104312
231,3.3019316,4.7804131507873535,2024-03-09 06:26:52.885153
232,3.3019316,4.813575506210327,2024-03-09 06:26:57.699217
233,3.3019316,4.8138720989227295,2024-03-09 06:27:02.513615
234,3.3019316,4.751238822937012,2024-03-09 06:27:07.265400
235,3.3019316,4.852407455444336,2024-03-09 06:27:12.118260
236,3.3019316,4.799135208129883,2024-03-09 06:27:16.918057
237,3.3019316,4.813059329986572,2024-03-09 06:27:21.731550
238,3.3019316,4.780050277709961,2024-03-09 06:27:26.512030
239,3.321338,4.869335174560547,2024-03-09 06:27:31.381929
240,3.321338,4.754040718078613,2024-03-09 06:27:36.136413
241,3.321338,4.884399652481079,2024-03-09 06:27:41.021313
242,3.321338,4.852918863296509,2024-03-09 06:27:45.874784
243,3.321338,4.862625598907471,2024-03-09 06:27:50.737852
