iteration,max_fitness,coverage1,coverage2,coverage3,time,current_time
1,1.1378921,2.4414062,1.7578125,2.2460938,6.884549379348755,2024-04-10 18:51:10.413725
2,1.1378921,2.9296875,1.8554688,2.6367188,5.997876882553101,2024-04-10 18:51:16.411888
3,1.1378921,3.6132812,2.0507812,3.2226562,6.006374835968018,2024-04-10 18:51:22.418554
4,1.3151711,3.6132812,2.5390625,3.125,5.98347544670105,2024-04-10 18:51:28.402296
5,1.3151711,3.90625,2.34375,3.4179688,6.0045318603515625,2024-04-10 18:51:34.407117
6,1.3151711,3.90625,2.2460938,3.515625,6.156604766845703,2024-04-10 18:51:40.564003
7,1.3151711,4.1015625,2.34375,3.6132812,5.8927295207977295,2024-04-10 18:51:46.457041
8,1.4501463,4.1015625,2.4414062,3.90625,6.027066707611084,2024-04-10 18:51:52.484402
9,1.4501463,4.296875,2.6367188,3.90625,5.806072950363159,2024-04-10 18:51:58.290780
10,1.4501463,4.296875,2.6367188,3.8085938,6.1820149421691895,2024-04-10 18:52:04.473223
11,1.4501463,4.5898438,2.734375,4.0039062,5.865746736526489,2024-04-10 18:52:10.339259
12,1.4501463,4.7851562,2.5390625,4.0039062,6.084559202194214,2024-04-10 18:52:16.424356
13,1.4501463,4.6875,2.734375,4.1015625,6.055343151092529,2024-04-10 18:52:22.480023
14,1.4501463,4.9804688,2.8320312,4.3945312,6.0189290046691895,2024-04-10 18:52:28.499378
15,1.4501463,4.9804688,2.734375,4.3945312,5.938735246658325,2024-04-10 18:52:34.438391
16,1.8610948,4.5898438,2.8320312,4.5898438,6.006755828857422,2024-04-10 18:52:40.445414
17,1.8610948,4.6875,2.9296875,4.6875,6.003462314605713,2024-04-10 18:52:46.449175
18,1.8610948,4.8828125,2.734375,4.7851562,6.1606409549713135,2024-04-10 18:52:52.610101
19,1.8610948,5.078125,2.8320312,4.7851562,6.150433301925659,2024-04-10 18:52:58.760815
20,1.8610948,5.1757812,2.8320312,4.9804688,5.910507440567017,2024-04-10 18:53:04.671849
21,1.8610948,5.078125,2.8320312,4.9804688,5.954869031906128,2024-04-10 18:53:10.626996
22,1.8610948,5.078125,2.8320312,4.7851562,6.013223171234131,2024-04-10 18:53:16.640734
23,1.8610948,4.9804688,3.0273438,4.9804688,6.1621620655059814,2024-04-10 18:53:22.803175
24,1.8610948,5.1757812,3.0273438,4.9804688,5.912101984024048,2024-04-10 18:53:28.715562
25,1.8610948,5.46875,3.0273438,5.078125,5.822955131530762,2024-04-10 18:53:34.538794
26,1.8610948,5.7617188,3.0273438,5.2734375,5.6612913608551025,2024-04-10 18:53:40.200407
27,1.8610948,5.9570312,3.125,5.46875,5.834886789321899,2024-04-10 18:53:46.035612
28,1.8610948,5.859375,3.125,5.7617188,6.070220947265625,2024-04-10 18:53:52.106248
29,1.8610948,5.859375,3.125,5.5664062,5.982785701751709,2024-04-10 18:53:58.089475
30,1.8610948,6.0546875,3.125,5.5664062,5.953508138656616,2024-04-10 18:54:04.043364
31,1.8610948,6.25,3.125,5.6640625,5.916909217834473,2024-04-10 18:54:09.960870
32,1.8610948,6.640625,3.125,5.6640625,5.85610032081604,2024-04-10 18:54:15.817255
33,1.8803366,6.7382812,3.125,5.5664062,5.785068035125732,2024-04-10 18:54:21.603027
34,2.1151986,6.7382812,3.2226562,5.6640625,5.9990644454956055,2024-04-10 18:54:27.602386
35,2.1151986,6.640625,3.2226562,5.5664062,6.0185980796813965,2024-04-10 18:54:33.621261
36,2.1151986,6.640625,3.2226562,5.6640625,5.793587923049927,2024-04-10 18:54:39.415269
37,2.1151986,6.640625,3.2226562,5.6640625,6.002389669418335,2024-04-10 18:54:45.417952
38,2.1151986,6.640625,3.2226562,5.7617188,6.125574827194214,2024-04-10 18:54:51.543808
39,2.2904053,6.8359375,3.3203125,5.7617188,5.817187547683716,2024-04-10 18:54:57.361282
40,2.2904053,6.8359375,3.4179688,5.7617188,5.8906943798065186,2024-04-10 18:55:03.252514
41,2.2904053,6.9335938,3.4179688,5.9570312,5.877032279968262,2024-04-10 18:55:09.129880
42,2.2904053,6.9335938,3.515625,5.859375,6.040860414505005,2024-04-10 18:55:15.171020
