iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,1.0922488,-2.3112574,0.45198977,-2.9682662,6.3476562,3.125,5.2734375,13.036622047424316,2024-03-30 15:38:47.313438
2,1.0922488,0.10769355,1.5298287,-1.2567542,8.300781,3.4179688,6.5429688,8.22139835357666,2024-03-30 15:38:55.535166
3,1.0922488,4.104238,2.4397616,-1.7629735,10.058594,3.90625,7.6171875,8.453139066696167,2024-03-30 15:39:03.988692
4,1.0922488,3.0125859,3.556343,-3.057057,10.9375,4.0039062,9.375,8.307778358459473,2024-03-30 15:39:12.296867
5,1.0922488,6.0084963,4.535616,-3.8709373,11.9140625,4.4921875,10.7421875,8.425536632537842,2024-03-30 15:39:20.722769
6,1.0922488,8.099645,4.708966,-5.0659823,13.183594,4.8828125,11.621094,8.45906662940979,2024-03-30 15:39:29.182177
7,1.2497832,9.223263,6.520424,-3.330688,14.160156,5.2734375,12.792969,8.336363077163696,2024-03-30 15:39:37.518944
8,1.2497832,11.279917,6.981118,-0.48285842,14.6484375,5.46875,13.4765625,8.415144920349121,2024-03-30 15:39:45.934647
9,1.2497832,9.367728,8.387692,-0.3901844,15.4296875,5.46875,14.355469,8.35069727897644,2024-03-30 15:39:54.285708
10,1.2497832,11.29731,8.198979,-0.7073202,16.113281,5.7617188,14.746094,8.339616298675537,2024-03-30 15:40:02.625695
11,1.2497832,13.268705,10.124029,2.888639,17.089844,5.9570312,15.527344,8.531978368759155,2024-03-30 15:40:11.158037
12,1.2497832,12.449422,11.331884,5.372367,17.871094,6.0546875,16.015625,8.477717399597168,2024-03-30 15:40:19.636159
13,1.2497832,14.529208,10.966123,6.023551,18.164062,6.1523438,16.601562,8.478951215744019,2024-03-30 15:40:28.115491
14,1.2497832,16.937222,11.699654,7.3991356,18.75,6.25,17.1875,8.429818153381348,2024-03-30 15:40:36.545680
15,1.2497832,19.398693,11.961454,13.869249,19.042969,6.5429688,17.578125,8.341917276382446,2024-03-30 15:40:44.887968
16,1.2497832,21.768019,12.843466,16.129002,19.433594,6.640625,17.96875,8.393373012542725,2024-03-30 15:40:53.281701
17,1.2497832,23.099243,13.014655,16.7193,19.726562,6.9335938,18.457031,8.531642436981201,2024-03-30 15:41:01.813712
18,1.2497832,27.734785,12.90393,19.464405,20.117188,7.2265625,18.554688,8.394296884536743,2024-03-30 15:41:10.208386
19,1.2497832,31.389105,13.33256,20.108738,20.410156,7.421875,19.042969,8.344003677368164,2024-03-30 15:41:18.552742
20,1.2497832,32.58606,14.6013975,23.215425,20.800781,7.5195312,19.238281,8.192650556564331,2024-03-30 15:41:26.745753
21,1.2497832,34.113132,15.274334,24.733223,20.800781,7.8125,19.628906,8.415565013885498,2024-03-30 15:41:35.161673
22,1.2497832,37.30005,19.502684,25.23957,20.996094,7.9101562,20.214844,8.32189393043518,2024-03-30 15:41:43.483926
23,1.2497832,39.3356,20.53338,25.659672,21.09375,7.9101562,20.898438,8.292768955230713,2024-03-30 15:41:51.777072
24,1.2497832,39.933872,20.87243,26.046158,21.289062,8.105469,21.191406,8.32034182548523,2024-03-30 15:42:00.097775
25,1.2497832,42.996967,22.437809,30.314976,21.582031,8.300781,21.777344,8.437217473983765,2024-03-30 15:42:08.535362
26,1.2497832,47.23974,21.981926,30.980824,21.972656,8.3984375,21.875,8.440950632095337,2024-03-30 15:42:16.976674
27,1.2497832,51.504692,25.387709,34.630997,22.070312,8.496094,22.070312,8.418845653533936,2024-03-30 15:42:25.395896
28,1.2497832,52.154137,25.997208,34.80373,22.265625,8.496094,22.558594,8.318243026733398,2024-03-30 15:42:33.714511
29,1.935441,53.85207,26.89919,36.801685,22.460938,8.496094,23.046875,8.494089841842651,2024-03-30 15:42:42.208967
30,1.935441,54.955936,27.944347,39.541252,22.949219,8.59375,23.339844,8.448999166488647,2024-03-30 15:42:50.658398
31,1.935441,55.90397,28.092947,40.081154,23.046875,8.59375,23.632812,8.36757206916809,2024-03-30 15:42:59.026412
32,1.935441,57.219658,29.08147,42.24975,23.339844,8.691406,23.828125,8.417715549468994,2024-03-30 15:43:07.444549
33,1.935441,58.78048,31.382696,45.292183,23.4375,8.7890625,23.828125,8.582195043563843,2024-03-30 15:43:16.027187
34,1.935441,60.840645,31.653648,46.802383,23.535156,8.7890625,24.21875,8.435367584228516,2024-03-30 15:43:24.462909
35,1.935441,62.323532,31.460297,48.190414,23.730469,8.886719,24.609375,8.323739767074585,2024-03-30 15:43:32.787003
36,1.935441,63.4011,31.958387,49.418316,23.925781,8.886719,24.707031,8.500332355499268,2024-03-30 15:43:41.287754
37,1.935441,65.26505,33.530952,51.33218,24.121094,9.1796875,25.0,8.444616317749023,2024-03-30 15:43:49.732712
38,1.935441,66.40847,34.41753,56.09043,24.121094,9.1796875,25.097656,8.436508178710938,2024-03-30 15:43:58.169581
39,1.935441,67.84433,36.211235,58.636166,24.21875,9.375,25.488281,8.477814674377441,2024-03-30 15:44:06.647743
40,1.935441,69.62967,36.870804,60.713432,24.414062,9.9609375,25.878906,8.510400295257568,2024-03-30 15:44:15.158538
41,1.935441,70.576775,37.878246,61.828644,24.609375,10.058594,26.074219,8.303600072860718,2024-03-30 15:44:23.462491
42,1.935441,70.558945,38.40002,62.106796,24.707031,10.058594,26.074219,8.473642587661743,2024-03-30 15:44:31.936483
