max_fitness,seed,task,sampling,repertoire,coverage1,coverage2,coverage3
6.091676,5,CustomPusher-v0,s2,g3,0.5859375,3.2226562,3.3203125
5.6184545,5,CustomPusher-v0,s3,g1,2.8320312,2.4414062,1.8554688
5.8573456,5,CustomPusher-v0,s3,g2,0.48828125,4.8828125,3.3203125
5.265811,5,CustomPusher-v0,s3,g3,0.390625,0.5859375,2.1484375
6.327829,6,CustomPusher-v0,ga,all,,,
7.088553,6,CustomPusher-v0,all,g1,4.8828125,2.8320312,2.4414062
8.762624,6,CustomPusher-v0,all,g2,2.9296875,4.8828125,2.5390625
8.762624,6,CustomPusher-v0,all,g3,2.6367188,3.0273438,3.0273438
9.162887,6,CustomPusher-v0,s1,g1,4.8828125,1.8554688,2.1484375
8.1393175,6,CustomPusher-v0,s1,g2,3.7109375,4.8828125,3.6132812
8.029572,6,CustomPusher-v0,s1,g3,4.0039062,2.2460938,3.125
3.1668878,6,CustomPusher-v0,s2,g1,4.8828125,4.6875,1.5625
3.8057766,6,CustomPusher-v0,s2,g2,0.390625,4.8828125,2.1484375
3.5678077,6,CustomPusher-v0,s2,g3,0.390625,3.125,1.953125
0.8440355,6,CustomPusher-v0,s3,g1,2.734375,2.34375,0.9765625
0.8979069,6,CustomPusher-v0,s3,g2,0.29296875,4.8828125,0.68359375
0.8861573,6,CustomPusher-v0,s3,g3,0.1953125,2.1484375,2.734375
4.292995,7,CustomPusher-v0,ga,all,,,
8.137616,7,CustomPusher-v0,all,g1,4.8828125,2.734375,3.515625
8.065865,7,CustomPusher-v0,all,g2,2.6367188,4.8828125,3.7109375
8.169019,7,CustomPusher-v0,all,g3,1.953125,2.0507812,3.4179688
6.342865,7,CustomPusher-v0,s1,g1,4.8828125,1.2695312,2.5390625
5.8064823,7,CustomPusher-v0,s1,g2,4.1992188,4.8828125,3.4179688
6.963472,7,CustomPusher-v0,s1,g3,3.4179688,1.4648438,3.3203125
7.9751625,7,CustomPusher-v0,s2,g1,4.8828125,4.296875,4.3945312
8.706208,7,CustomPusher-v0,s2,g2,0.5859375,4.8828125,3.3203125
8.99698,7,CustomPusher-v0,s2,g3,0.5859375,3.125,3.6132812
1.5508858,7,CustomPusher-v0,s3,g1,3.4179688,3.125,1.2695312
2.499648,7,CustomPusher-v0,s3,g2,0.390625,4.8828125,2.2460938
2.5850978,7,CustomPusher-v0,s3,g3,0.390625,0.78125,1.0742188
5.0170393,8,CustomPusher-v0,ga,all,,,
8.862917,8,CustomPusher-v0,all,g1,4.8828125,1.2695312,2.0507812
8.285875,8,CustomPusher-v0,all,g2,2.2460938,4.8828125,2.34375
8.741184,8,CustomPusher-v0,all,g3,1.7578125,1.0742188,2.5390625
6.7340994,8,CustomPusher-v0,s1,g1,4.8828125,1.6601562,1.0742188
6.7340994,8,CustomPusher-v0,s1,g2,3.515625,4.8828125,1.5625
6.7340994,8,CustomPusher-v0,s1,g3,3.515625,2.2460938,2.9296875
9.026533,8,CustomPusher-v0,s2,g1,4.8828125,4.5898438,2.4414062
9.026533,8,CustomPusher-v0,s2,g2,0.29296875,4.8828125,3.2226562
9.026533,8,CustomPusher-v0,s2,g3,0.29296875,3.125,2.8320312
1.0121285,8,CustomPusher-v0,s3,g1,2.8320312,2.5390625,0.9765625
1.0121285,8,CustomPusher-v0,s3,g2,0.1953125,4.8828125,0.78125
1.0121285,8,CustomPusher-v0,s3,g3,0.29296875,2.8320312,3.2226562
3.259198,9,CustomPusher-v0,ga,all,,,
6.349048,9,CustomPusher-v0,all,g1,4.8828125,2.734375,3.8085938
6.349048,9,CustomPusher-v0,all,g2,2.1484375,4.8828125,3.125
6.263763,9,CustomPusher-v0,all,g3,2.6367188,2.6367188,3.2226562
7.638822,9,CustomPusher-v0,s1,g1,4.8828125,0.9765625,3.125
6.912927,9,CustomPusher-v0,s1,g2,4.3945312,4.8828125,4.1015625
7.247989,9,CustomPusher-v0,s1,g3,2.8320312,1.3671875,3.3203125
6.3001823,9,CustomPusher-v0,s2,g1,4.8828125,4.3945312,2.8320312
7.744541,9,CustomPusher-v0,s2,g2,0.78125,4.8828125,2.6367188
7.744541,9,CustomPusher-v0,s2,g3,0.5859375,3.515625,2.8320312
1.1114653,9,CustomPusher-v0,s3,g1,3.515625,3.125,1.5625
1.1114653,9,CustomPusher-v0,s3,g2,0.48828125,4.8828125,1.171875
1.1114653,9,CustomPusher-v0,s3,g3,0.390625,2.34375,3.8085938
2.404145,0,BeamToppler-v0,ga,all,,,
3.8959632,0,BeamToppler-v0,all,g1,4.8828125,3.0273438,2.8320312
3.8959632,0,BeamToppler-v0,all,g2,2.0507812,4.8828125,2.34375
7.8891525,0,BeamToppler-v0,all,g3,1.3671875,2.0507812,2.2460938
8.582143,0,BeamToppler-v0,s1,g1,4.8828125,1.3671875,2.0507812
9.476809,0,BeamToppler-v0,s1,g2,3.515625,4.8828125,3.125
8.582143,0,BeamToppler-v0,s1,g3,3.2226562,1.3671875,2.0507812
2.6776316,0,BeamToppler-v0,s2,g1,4.8828125,4.4921875,2.8320312
2.6956651,0,BeamToppler-v0,s2,g2,0.48828125,4.8828125,2.6367188
2.7133563,0,BeamToppler-v0,s2,g3,0.5859375,3.2226562,2.734375
1.1002085,0,BeamToppler-v0,s3,g1,2.8320312,2.6367188,0.87890625
1.1286161,0,BeamToppler-v0,s3,g2,0.29296875,4.8828125,0.48828125
1.3013216,0,BeamToppler-v0,s3,g3,0.29296875,2.1484375,1.7578125
2.351742,1,BeamToppler-v0,ga,all,,,
2.806978,1,BeamToppler-v0,all,g1,4.8828125,2.734375,3.3203125
2.806978,1,BeamToppler-v0,all,g2,2.8320312,4.8828125,4.3945312
2.806978,1,BeamToppler-v0,all,g3,2.4414062,2.2460938,3.6132812
2.3931835,1,BeamToppler-v0,s1,g1,4.8828125,1.3671875,1.0742188
2.3656747,1,BeamToppler-v0,s1,g2,4.0039062,4.8828125,1.8554688
2.3931835,1,BeamToppler-v0,s1,g3,3.3203125,0.9765625,1.171875
2.6656058,1,BeamToppler-v0,s2,g1,4.8828125,4.5898438,2.734375
2.225936,1,BeamToppler-v0,s2,g2,0.9765625,4.8828125,2.34375
2.1716623,1,BeamToppler-v0,s2,g3,0.5859375,2.734375,2.1484375
1.1787208,1,BeamToppler-v0,s3,g1,3.2226562,2.734375,0.9765625
1.1787208,1,BeamToppler-v0,s3,g2,0.29296875,4.8828125,0.68359375
1.1787208,1,BeamToppler-v0,s3,g3,0.390625,2.734375,2.4414062
2.7342086,2,BeamToppler-v0,ga,all,,,
2.629208,2,BeamToppler-v0,all,g1,4.8828125,1.953125,2.34375
2.974229,2,BeamToppler-v0,all,g2,1.3671875,4.8828125,2.4414062
2.5293272,2,BeamToppler-v0,all,g3,1.3671875,1.171875,2.4414062
7.1084657,2,BeamToppler-v0,s1,g1,4.8828125,2.0507812,2.6367188
2.3380945,2,BeamToppler-v0,s1,g2,3.515625,4.8828125,3.0273438
7.144194,2,BeamToppler-v0,s1,g3,3.3203125,2.34375,2.8320312
3.0379543,2,BeamToppler-v0,s2,g1,4.8828125,3.90625,2.34375
2.3545263,2,BeamToppler-v0,s2,g2,0.48828125,4.8828125,1.5625
2.3540084,2,BeamToppler-v0,s2,g3,0.68359375,2.8320312,2.1484375
1.0742192,2,BeamToppler-v0,s3,g1,2.8320312,2.2460938,1.4648438
1.2846038,2,BeamToppler-v0,s3,g2,0.29296875,4.8828125,0.78125
1.2531843,2,BeamToppler-v0,s3,g3,0.1953125,2.4414062,2.4414062
2.4457703,3,BeamToppler-v0,ga,all,,,
2.400178,3,BeamToppler-v0,all,g1,4.8828125,2.6367188,2.5390625
2.4000676,3,BeamToppler-v0,all,g2,3.0273438,4.8828125,2.4414062
2.4093359,3,BeamToppler-v0,all,g3,2.5390625,2.5390625,2.34375
2.0960226,3,BeamToppler-v0,s1,g1,4.8828125,1.7578125,1.8554688
2.3544707,3,BeamToppler-v0,s1,g2,3.515625,4.8828125,3.125
2.375629,3,BeamToppler-v0,s1,g3,2.34375,2.34375,2.734375
2.308507,3,BeamToppler-v0,s2,g1,4.8828125,4.1015625,2.9296875
2.573347,3,BeamToppler-v0,s2,g2,0.78125,4.8828125,3.125
2.3088462,3,BeamToppler-v0,s2,g3,0.9765625,3.0273438,2.4414062
1.8280367,3,BeamToppler-v0,s3,g1,3.8085938,3.4179688,1.7578125
1.8576785,3,BeamToppler-v0,s3,g2,0.48828125,4.8828125,2.5390625
1.8576785,3,BeamToppler-v0,s3,g3,0.29296875,1.7578125,1.953125
2.3900287,4,BeamToppler-v0,ga,all,,,
2.361608,4,BeamToppler-v0,all,g1,4.8828125,3.125,3.90625
2.0919986,4,BeamToppler-v0,all,g2,0.87890625,4.8828125,2.9296875
2.0324297,4,BeamToppler-v0,all,g3,0.9765625,1.2695312,2.6367188
2.7958002,4,BeamToppler-v0,s1,g1,4.8828125,2.1484375,3.2226562
2.397659,4,BeamToppler-v0,s1,g2,3.515625,4.8828125,3.3203125
2.397659,4,BeamToppler-v0,s1,g3,2.4414062,1.8554688,3.0273438
2.0324628,4,BeamToppler-v0,s2,g1,4.8828125,4.3945312,1.7578125
2.326107,4,BeamToppler-v0,s2,g2,0.48828125,4.8828125,1.953125
2.115569,4,BeamToppler-v0,s2,g3,0.390625,2.9296875,2.5390625
1.1405766,4,BeamToppler-v0,s3,g1,3.125,2.9296875,0.9765625
1.1405766,4,BeamToppler-v0,s3,g2,0.390625,4.8828125,0.48828125
1.471867,4,BeamToppler-v0,s3,g3,0.29296875,2.9296875,2.34375
2.4176097,5,BeamToppler-v0,ga,all,,,
2.3551815,5,BeamToppler-v0,all,g1,4.8828125,3.125,3.90625
2.31569,5,BeamToppler-v0,all,g2,0.78125,4.8828125,2.4414062
2.31569,5,BeamToppler-v0,all,g3,0.9765625,2.5390625,2.2460938
2.542362,5,BeamToppler-v0,s1,g1,4.8828125,2.0507812,2.6367188
3.204094,5,BeamToppler-v0,s1,g2,3.4179688,4.8828125,3.3203125
2.6444082,5,BeamToppler-v0,s1,g3,2.6367188,1.7578125,2.34375
2.6273937,5,BeamToppler-v0,s2,g1,4.8828125,4.6875,2.34375
2.647696,5,BeamToppler-v0,s2,g2,0.5859375,4.8828125,2.5390625
2.4473276,5,BeamToppler-v0,s2,g3,0.5859375,3.2226562,2.6367188
2.1535192,5,BeamToppler-v0,s3,g1,2.8320312,2.4414062,1.8554688
2.4903464,5,BeamToppler-v0,s3,g2,0.48828125,4.8828125,3.0273438
2.1411731,5,BeamToppler-v0,s3,g3,0.390625,0.5859375,1.6601562
2.3402963,6,BeamToppler-v0,ga,all,,,
2.1551666,6,BeamToppler-v0,all,g1,4.8828125,2.8320312,1.953125
2.1557841,6,BeamToppler-v0,all,g2,2.9296875,4.8828125,2.0507812
2.1557841,6,BeamToppler-v0,all,g3,2.6367188,3.0273438,1.7578125
2.6454895,6,BeamToppler-v0,s1,g1,4.8828125,1.8554688,2.0507812
8.134153,6,BeamToppler-v0,s1,g2,3.7109375,4.8828125,2.734375
2.3043194,6,BeamToppler-v0,s1,g3,4.0039062,2.2460938,2.5390625
2.3890102,6,BeamToppler-v0,s2,g1,4.8828125,4.6875,1.8554688
2.0112991,6,BeamToppler-v0,s2,g2,0.390625,4.8828125,1.4648438
2.020964,6,BeamToppler-v0,s2,g3,0.390625,3.125,1.5625
1.2899429,6,BeamToppler-v0,s3,g1,2.734375,2.34375,1.171875
1.2899429,6,BeamToppler-v0,s3,g2,0.29296875,4.8828125,0.5859375
1.2899429,6,BeamToppler-v0,s3,g3,0.1953125,2.1484375,1.5625
2.2354758,7,BeamToppler-v0,ga,all,,,
2.4344418,7,BeamToppler-v0,all,g1,4.8828125,2.734375,2.8320312
2.331525,7,BeamToppler-v0,all,g2,2.6367188,4.8828125,3.125
2.3902528,7,BeamToppler-v0,all,g3,1.953125,2.0507812,2.2460938
2.3281112,7,BeamToppler-v0,s1,g1,4.8828125,1.2695312,1.953125
2.410502,7,BeamToppler-v0,s1,g2,4.1992188,4.8828125,2.8320312
2.5697842,7,BeamToppler-v0,s1,g3,3.4179688,1.4648438,3.0273438
3.1882153,7,BeamToppler-v0,s2,g1,4.8828125,4.296875,3.7109375
3.8350563,7,BeamToppler-v0,s2,g2,0.5859375,4.8828125,2.4414062
2.722934,7,BeamToppler-v0,s2,g3,0.5859375,3.125,2.34375
1.9356776,7,BeamToppler-v0,s3,g1,3.4179688,3.125,1.3671875
2.2685711,7,BeamToppler-v0,s3,g2,0.390625,4.8828125,2.1484375
1.8487715,7,BeamToppler-v0,s3,g3,0.390625,0.78125,1.2695312
2.3899782,8,BeamToppler-v0,ga,all,,,
3.2835245,8,BeamToppler-v0,all,g1,4.8828125,1.2695312,1.171875
2.8827467,8,BeamToppler-v0,all,g2,2.2460938,4.8828125,1.8554688
2.3385181,8,BeamToppler-v0,all,g3,1.7578125,1.0742188,1.171875
2.3597364,8,BeamToppler-v0,s1,g1,4.8828125,1.6601562,1.0742188
2.3981333,8,BeamToppler-v0,s1,g2,3.515625,4.8828125,1.6601562
2.5151498,8,BeamToppler-v0,s1,g3,3.515625,2.2460938,2.6367188
2.6573234,8,BeamToppler-v0,s2,g1,4.8828125,4.5898438,2.0507812
2.6864614,8,BeamToppler-v0,s2,g2,0.29296875,4.8828125,2.2460938
3.4853716,8,BeamToppler-v0,s2,g3,0.29296875,3.125,2.1484375
1.1543797,8,BeamToppler-v0,s3,g1,2.8320312,2.5390625,0.87890625
1.1543797,8,BeamToppler-v0,s3,g2,0.1953125,4.8828125,0.48828125
1.2331134,8,BeamToppler-v0,s3,g3,0.29296875,2.8320312,2.6367188
2.7777107,9,BeamToppler-v0,ga,all,,,
2.5903192,9,BeamToppler-v0,all,g1,4.8828125,2.734375,3.7109375
2.5903192,9,BeamToppler-v0,all,g2,2.1484375,4.8828125,2.8320312
2.5903192,9,BeamToppler-v0,all,g3,2.6367188,2.6367188,3.4179688
2.3383873,9,BeamToppler-v0,s1,g1,4.8828125,0.9765625,2.2460938
2.4870372,9,BeamToppler-v0,s1,g2,4.3945312,4.8828125,3.515625
2.4150813,9,BeamToppler-v0,s1,g3,2.8320312,1.3671875,2.9296875
2.6947565,9,BeamToppler-v0,s2,g1,4.8828125,4.3945312,2.734375
2.4261892,9,BeamToppler-v0,s2,g2,0.78125,4.8828125,2.9296875
2.4575725,9,BeamToppler-v0,s2,g3,0.5859375,3.515625,3.515625
1.2188025,9,BeamToppler-v0,s3,g1,3.515625,3.125,1.3671875
1.391309,9,BeamToppler-v0,s3,g2,0.48828125,4.8828125,0.78125
1.423959,9,BeamToppler-v0,s3,g3,0.390625,2.34375,2.8320312
-1.7289811,0,Pusher-v1,ga,all,,,
-1.4855222,0,Pusher-v1,all,g1,4.8828125,3.0273438,2.34375
-1.4878819,0,Pusher-v1,all,g2,2.0507812,4.8828125,2.5390625
-1.4866999,0,Pusher-v1,all,g3,1.3671875,2.0507812,3.90625
-1.5470637,0,Pusher-v1,s1,g1,4.8828125,1.3671875,2.8320312
-1.518574,0,Pusher-v1,s1,g2,3.515625,4.8828125,3.6132812
-1.5450848,0,Pusher-v1,s1,g3,3.2226562,1.3671875,3.7109375
-0.12156631,0,Pusher-v1,s2,g1,4.8828125,4.4921875,2.9296875
-1.5111165,0,Pusher-v1,s2,g2,0.48828125,4.8828125,2.9296875
-1.4850281,0,Pusher-v1,s2,g3,0.5859375,3.2226562,3.3203125
0.16171716,0,Pusher-v1,s3,g1,2.8320312,2.6367188,1.0742188
-0.27602908,0,Pusher-v1,s3,g2,0.29296875,4.8828125,0.78125
-0.02473663,0,Pusher-v1,s3,g3,0.29296875,2.1484375,2.2460938
-2.1674762,1,Pusher-v1,ga,all,,,
-1.5597707,1,Pusher-v1,all,g1,4.8828125,2.734375,3.2226562
-1.5597707,1,Pusher-v1,all,g2,2.8320312,4.8828125,3.8085938
-1.5646486,1,Pusher-v1,all,g3,2.4414062,2.2460938,3.4179688
-1.5749464,1,Pusher-v1,s1,g1,4.8828125,1.3671875,3.3203125
-1.3901069,1,Pusher-v1,s1,g2,4.0039062,4.8828125,3.7109375
-1.5736966,1,Pusher-v1,s1,g3,3.3203125,0.9765625,3.7109375
-1.5063413,1,Pusher-v1,s2,g1,4.8828125,4.5898438,3.6132812
-1.5063413,1,Pusher-v1,s2,g2,0.9765625,4.8828125,2.6367188
-1.513019,1,Pusher-v1,s2,g3,0.5859375,2.734375,3.7109375
0.23901586,1,Pusher-v1,s3,g1,3.2226562,2.734375,1.3671875
-0.33434224,1,Pusher-v1,s3,g2,0.29296875,4.8828125,0.78125
-0.016314039,1,Pusher-v1,s3,g3,0.390625,2.734375,2.8320312
-1.709111,2,Pusher-v1,ga,all,,,
-1.489945,2,Pusher-v1,all,g1,4.8828125,1.953125,3.2226562
-1.708864,2,Pusher-v1,all,g2,1.3671875,4.8828125,3.2226562
-1.7164587,2,Pusher-v1,all,g3,1.3671875,1.171875,3.3203125
-1.4168317,2,Pusher-v1,s1,g1,4.8828125,2.0507812,2.2460938
-1.4168317,2,Pusher-v1,s1,g2,3.515625,4.8828125,2.4414062
-1.4168317,2,Pusher-v1,s1,g3,3.3203125,2.34375,3.2226562
-0.64581275,2,Pusher-v1,s2,g1,4.8828125,3.90625,2.6367188
-1.6319516,2,Pusher-v1,s2,g2,0.48828125,4.8828125,2.1484375
-1.6307292,2,Pusher-v1,s2,g3,0.68359375,2.8320312,3.515625
0.15333347,2,Pusher-v1,s3,g1,2.8320312,2.2460938,1.5625
-0.32855985,2,Pusher-v1,s3,g2,0.29296875,4.8828125,0.87890625
-0.07580911,2,Pusher-v1,s3,g3,0.1953125,2.4414062,2.8320312
-1.7778747,3,Pusher-v1,ga,all,,,
-1.6103483,3,Pusher-v1,all,g1,4.8828125,2.6367188,3.2226562
-1.6103483,3,Pusher-v1,all,g2,3.0273438,4.8828125,3.8085938
-1.6155972,3,Pusher-v1,all,g3,2.5390625,2.5390625,3.8085938
-1.4502792,3,Pusher-v1,s1,g1,4.8828125,1.7578125,1.7578125
-1.4402165,3,Pusher-v1,s1,g2,3.515625,4.8828125,2.8320312
-1.4495435,3,Pusher-v1,s1,g3,2.34375,2.34375,3.2226562
-1.5814013,3,Pusher-v1,s2,g1,4.8828125,4.1015625,2.34375
-1.6172369,3,Pusher-v1,s2,g2,0.78125,4.8828125,2.734375
-1.588854,3,Pusher-v1,s2,g3,0.9765625,3.0273438,3.4179688
0.06701178,3,Pusher-v1,s3,g1,3.8085938,3.4179688,1.8554688
-0.36060297,3,Pusher-v1,s3,g2,0.48828125,4.8828125,3.2226562
-0.6950231,3,Pusher-v1,s3,g3,0.29296875,1.7578125,3.4179688
-1.7626607,4,Pusher-v1,ga,all,,,
-1.4126612,4,Pusher-v1,all,g1,4.8828125,3.125,3.7109375
-1.4138647,4,Pusher-v1,all,g2,0.87890625,4.8828125,2.734375
-1.411533,4,Pusher-v1,all,g3,0.9765625,1.2695312,3.8085938
-1.4686886,4,Pusher-v1,s1,g1,4.8828125,2.1484375,3.4179688
-1.4402145,4,Pusher-v1,s1,g2,3.515625,4.8828125,3.515625
-1.4686886,4,Pusher-v1,s1,g3,2.4414062,1.8554688,3.7109375
0.07108927,4,Pusher-v1,s2,g1,4.8828125,4.3945312,1.7578125
-1.5010178,4,Pusher-v1,s2,g2,0.48828125,4.8828125,1.6601562
-1.4994704,4,Pusher-v1,s2,g3,0.390625,2.9296875,3.125
0.12145472,4,Pusher-v1,s3,g1,3.125,2.9296875,0.9765625
-0.31364948,4,Pusher-v1,s3,g2,0.390625,4.8828125,0.5859375
-0.006402652,4,Pusher-v1,s3,g3,0.29296875,2.9296875,3.125
-1.7180102,5,Pusher-v1,ga,all,,,
-1.6100631,5,Pusher-v1,all,g1,4.8828125,3.125,3.7109375
-1.6104298,5,Pusher-v1,all,g2,0.78125,4.8828125,2.734375
-1.6100631,5,Pusher-v1,all,g3,0.9765625,2.5390625,3.3203125
-1.4343654,5,Pusher-v1,s1,g1,4.8828125,2.0507812,3.0273438
-1.4343654,5,Pusher-v1,s1,g2,3.4179688,4.8828125,3.2226562
-1.4541605,5,Pusher-v1,s1,g3,2.6367188,1.7578125,3.3203125
-0.30951983,5,Pusher-v1,s2,g1,4.8828125,4.6875,2.734375
-1.5643005,5,Pusher-v1,s2,g2,0.5859375,4.8828125,2.8320312
-1.5641142,5,Pusher-v1,s2,g3,0.5859375,3.2226562,3.6132812
0.019237792,5,Pusher-v1,s3,g1,2.8320312,2.4414062,2.0507812
-1.5450996,5,Pusher-v1,s3,g2,0.48828125,4.8828125,3.8085938
-1.580749,5,Pusher-v1,s3,g3,0.390625,0.5859375,3.125
-1.7050462,6,Pusher-v1,ga,all,,,
-1.4178226,6,Pusher-v1,all,g1,4.8828125,2.8320312,2.4414062
-1.4099678,6,Pusher-v1,all,g2,2.9296875,4.8828125,2.8320312
-1.4099678,6,Pusher-v1,all,g3,2.6367188,3.0273438,3.125
-1.4889271,6,Pusher-v1,s1,g1,4.8828125,1.8554688,1.6601562
-1.4733,6,Pusher-v1,s1,g2,3.7109375,4.8828125,2.4414062
-1.4726875,6,Pusher-v1,s1,g3,4.0039062,2.2460938,2.734375
0.012462396,6,Pusher-v1,s2,g1,4.8828125,4.6875,2.2460938
-1.4570222,6,Pusher-v1,s2,g2,0.390625,4.8828125,2.2460938
-1.4579436,6,Pusher-v1,s2,g3,0.390625,3.125,2.8320312
0.15836152,6,Pusher-v1,s3,g1,2.734375,2.34375,0.9765625
-0.3234586,6,Pusher-v1,s3,g2,0.29296875,4.8828125,0.78125
-0.06432402,6,Pusher-v1,s3,g3,0.1953125,2.1484375,2.8320312
-1.3933628,7,Pusher-v1,ga,all,,,
-1.5289469,7,Pusher-v1,all,g1,4.8828125,2.734375,3.6132812
-1.5404279,7,Pusher-v1,all,g2,2.6367188,4.8828125,3.7109375
-1.5544318,7,Pusher-v1,all,g3,1.953125,2.0507812,3.6132812
-1.4108012,7,Pusher-v1,s1,g1,4.8828125,1.2695312,2.0507812
-1.4066906,7,Pusher-v1,s1,g2,4.1992188,4.8828125,3.3203125
-1.4063756,7,Pusher-v1,s1,g3,3.4179688,1.4648438,3.515625
-1.1619227,7,Pusher-v1,s2,g1,4.8828125,4.296875,4.1992188
-1.6790068,7,Pusher-v1,s2,g2,0.5859375,4.8828125,2.34375
-1.6790068,7,Pusher-v1,s2,g3,0.5859375,3.125,3.3203125
0.20114584,7,Pusher-v1,s3,g1,3.4179688,3.125,1.2695312
-1.431204,7,Pusher-v1,s3,g2,0.390625,4.8828125,3.4179688
-1.4431382,7,Pusher-v1,s3,g3,0.390625,0.78125,2.8320312
-1.6904379,8,Pusher-v1,ga,all,,,
-1.489263,8,Pusher-v1,all,g1,4.8828125,1.2695312,2.1484375
-1.4625373,8,Pusher-v1,all,g2,2.2460938,4.8828125,2.6367188
-1.4822544,8,Pusher-v1,all,g3,1.7578125,1.0742188,3.3203125
-1.4432214,8,Pusher-v1,s1,g1,4.8828125,1.6601562,0.87890625
-1.442232,8,Pusher-v1,s1,g2,3.515625,4.8828125,1.0742188
-1.4465708,8,Pusher-v1,s1,g3,3.515625,2.2460938,3.3203125
-0.21364567,8,Pusher-v1,s2,g1,4.8828125,4.5898438,2.6367188
-1.5940404,8,Pusher-v1,s2,g2,0.29296875,4.8828125,2.9296875
-1.6969787,8,Pusher-v1,s2,g3,0.29296875,3.125,3.515625
0.11591731,8,Pusher-v1,s3,g1,2.8320312,2.5390625,0.9765625
-0.33734277,8,Pusher-v1,s3,g2,0.1953125,4.8828125,0.78125
-0.018802613,8,Pusher-v1,s3,g3,0.29296875,2.8320312,3.2226562
-1.417151,9,Pusher-v1,ga,all,,,
-1.4779493,9,Pusher-v1,all,g1,4.8828125,2.734375,3.3203125
-1.5182354,9,Pusher-v1,all,g2,2.1484375,4.8828125,2.734375
-1.4844644,9,Pusher-v1,all,g3,2.6367188,2.6367188,3.8085938
-1.5480222,9,Pusher-v1,s1,g1,4.8828125,0.9765625,2.6367188
-1.5365716,9,Pusher-v1,s1,g2,4.3945312,4.8828125,3.4179688
-1.5434647,9,Pusher-v1,s1,g3,2.8320312,1.3671875,3.6132812
-0.4034703,9,Pusher-v1,s2,g1,4.8828125,4.3945312,2.9296875
-1.6592643,9,Pusher-v1,s2,g2,0.78125,4.8828125,2.6367188
-1.6306334,9,Pusher-v1,s2,g3,0.5859375,3.515625,3.4179688
0.16339938,9,Pusher-v1,s3,g1,3.515625,3.125,1.4648438
-0.30205756,9,Pusher-v1,s3,g2,0.48828125,4.8828125,0.9765625
-0.0057785395,9,Pusher-v1,s3,g3,0.390625,2.34375,2.734375
-3.1752057,0,Catcher-v0,ga,all,,,
-0.105687186,0,Catcher-v0,all,g1,4.8828125,3.0273438,3.2226562
0.40373832,0,Catcher-v0,all,g2,2.0507812,4.8828125,2.9296875
0.502438,0,Catcher-v0,all,g3,1.3671875,2.0507812,3.7109375
0.060654826,0,Catcher-v0,s1,g1,4.8828125,1.3671875,3.2226562
0.39789817,0,Catcher-v0,s1,g2,3.515625,4.8828125,3.3203125
0.13236782,0,Catcher-v0,s1,g3,3.2226562,1.3671875,3.515625
0.6464599,0,Catcher-v0,s2,g1,4.8828125,4.4921875,3.3203125
0.042946097,0,Catcher-v0,s2,g2,0.48828125,4.8828125,2.734375
0.193051,0,Catcher-v0,s2,g3,0.5859375,3.2226562,3.2226562
0.28773654,0,Catcher-v0,s3,g1,2.8320312,2.6367188,1.2695312
1.0411595,0,Catcher-v0,s3,g2,0.29296875,4.8828125,1.3671875
1.0874333,0,Catcher-v0,s3,g3,0.29296875,2.1484375,2.34375
-3.2367682,1,Catcher-v0,ga,all,,,
0.06526768,1,Catcher-v0,all,g1,4.8828125,2.734375,3.2226562
0.20956045,1,Catcher-v0,all,g2,2.8320312,4.8828125,3.6132812
0.10182489,1,Catcher-v0,all,g3,2.4414062,2.2460938,3.6132812
-0.67674226,1,Catcher-v0,s1,g1,4.8828125,1.3671875,3.3203125
-0.5528705,1,Catcher-v0,s1,g2,4.0039062,4.8828125,3.515625
-1.581712,1,Catcher-v0,s1,g3,3.3203125,0.9765625,3.125
0.53919935,1,Catcher-v0,s2,g1,4.8828125,4.5898438,3.125
-1.4140176,1,Catcher-v0,s2,g2,0.9765625,4.8828125,2.34375
0.38438895,1,Catcher-v0,s2,g3,0.5859375,2.734375,3.2226562
0.98581254,1,Catcher-v0,s3,g1,3.2226562,2.734375,1.6601562
0.69465953,1,Catcher-v0,s3,g2,0.29296875,4.8828125,1.0742188
1.1000714,1,Catcher-v0,s3,g3,0.390625,2.734375,2.5390625
-2.28345,2,Catcher-v0,ga,all,,,
0.0006283927,2,Catcher-v0,all,g1,4.8828125,1.953125,3.2226562
0.018525524,2,Catcher-v0,all,g2,1.3671875,4.8828125,3.0273438
0.08103472,2,Catcher-v0,all,g3,1.3671875,1.171875,3.6132812
0.15208483,2,Catcher-v0,s1,g1,4.8828125,2.0507812,2.9296875
-1.2641182,2,Catcher-v0,s1,g2,3.515625,4.8828125,3.125
0.60583293,2,Catcher-v0,s1,g3,3.3203125,2.34375,3.0273438
0.5146855,2,Catcher-v0,s2,g1,4.8828125,3.90625,3.3203125
0.48638523,2,Catcher-v0,s2,g2,0.48828125,4.8828125,2.9296875
0.25917003,2,Catcher-v0,s2,g3,0.68359375,2.8320312,3.4179688
0.42947686,2,Catcher-v0,s3,g1,2.8320312,2.2460938,1.6601562
0.15016353,2,Catcher-v0,s3,g2,0.29296875,4.8828125,1.4648438
0.046011858,2,Catcher-v0,s3,g3,0.1953125,2.4414062,3.125
-3.1300476,3,Catcher-v0,ga,all,,,
0.046332404,3,Catcher-v0,all,g1,4.8828125,2.6367188,3.4179688
0.053058255,3,Catcher-v0,all,g2,3.0273438,4.8828125,3.8085938
