sampler,seed,environment,brain_descriptors_0,brain_descriptors_1,body_descriptors_0,body_descriptors_1,behavior_descriptors_0,behavior_descriptors_1
3b,1,GapJumper-v0,0.4934649169445038,0.0443788506090641,-1.0,-1.0,0.2788844704627991,0.6399999856948853
3b,1,Traverser-v0,0.6199826002120972,0.019756998866796494,0.6499999761581421,0.25,0.350597620010376,0.5120000243186951
3b,1,Flipper-v0,-1.0,-1.0,0.5,0.24186821281909943,-1.0,-1.0
3b,1,Jumper-v0,0.0,0.7959675192832947,0.4000000059604645,0.6000000238418579,0.3346613645553589,0.9679999947547913
3b,1,Balancer-v0,0.5023484826087952,0.22122587263584137,-1.0,-1.0,-1.0,-1.0
3b,1,AreaMaximizer-v0,-1.0,-1.0,0.800000011920929,0.21750612556934357,0.18326693773269653,0.4779999852180481
3b,1,AreaMinimizer-v0,0.0792953222990036,0.6490355730056763,-1.0,-1.0,-1.0,-1.0
3b,1,WingspanMazimizer-v0,0.3463365435600281,0.867689311504364,0.699999988079071,0.4348733127117157,0.350597620010376,0.5479999780654907
3b,1,HeightMaximizer-v0,0.5742571353912354,0.06571780890226364,-1.0,-1.0,-1.0,-1.0
3b,2,BridgeWalker-v0,-1.0,-1.0,0.6000000238418579,0.4285714328289032,-1.0,-1.0
3b,2,PlatformJumper-v0,0.5729045867919922,0.7544856667518616,-1.0,-1.0,-1.0,-1.0
3b,2,CaveCrawler-v0,-1.0,-1.0,0.699999988079071,0.6000000238418579,-1.0,-1.0
3b,2,CustomCarrier-v0,0.433366060256958,0.42976048588752747,-1.0,-1.0,-1.0,-1.0
3b,2,BidirectionalWalker-v0,-1.0,-1.0,-1.0,-1.0,0.13852813839912415,0.8500000238418579
3b,2,CustomPusher-v0,0.433366060256958,0.42976048588752747,-1.0,-1.0,-1.0,-1.0
3b,2,BeamToppler-v0,-1.0,-1.0,0.699999988079071,0.6000000238418579,-1.0,-1.0
3b,2,Pusher-v1,0.5228323936462402,0.7586020827293396,0.30000001192092896,0.12281635403633118,0.39840638637542725,0.6880000233650208
3b,2,Catcher-v0,-1.0,-1.0,-1.0,-1.0,0.16101695597171783,0.8340425491333008
3b,2,UpStepper-v0,0.5228323936462402,0.7586020827293396,0.30000001192092896,0.12281635403633118,0.39840638637542725,0.6880000233650208
3b,2,DownStepper-v0,-1.0,-1.0,0.44999998807907104,0.375,-1.0,-1.0
3b,2,ObstacleTraverser-v0,0.5729045867919922,0.7544856667518616,-1.0,-1.0,-1.0,-1.0
3b,2,ObstacleTraverser-v1,-1.0,-1.0,0.6000000238418579,0.4285714328289032,-1.0,-1.0
3b,2,Hurdler-v0,0.4679466784000397,0.4094644784927368,-1.0,-1.0,-1.0,-1.0
3b,2,GapJumper-v0,0.4679466784000397,0.4094644784927368,-1.0,-1.0,-1.0,-1.0
3b,2,Traverser-v0,-1.0,-1.0,-1.0,-1.0,0.19917012751102448,0.7895833253860474
3b,2,Flipper-v0,-1.0,-1.0,-1.0,-1.0,0.19917012751102448,0.7895833253860474
3b,2,Jumper-v0,0.5228323936462402,0.7586020827293396,0.30000001192092896,0.12281635403633118,0.39840638637542725,0.6880000233650208
3b,2,Balancer-v0,0.4169350862503052,0.5758516788482666,-1.0,-1.0,-1.0,-1.0
3b,2,AreaMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.22857142984867096,0.6768916249275208
3b,2,AreaMinimizer-v0,-1.0,-1.0,0.6499999761581421,0.6000000238418579,-1.0,-1.0
3b,2,WingspanMazimizer-v0,-1.0,-1.0,0.4000000059604645,0.699999988079071,-1.0,-1.0
3b,2,HeightMaximizer-v0,0.5228323936462402,0.7586020827293396,0.30000001192092896,0.12281635403633118,0.39840638637542725,0.6880000233650208
3b,3,BridgeWalker-v0,0.5979252457618713,0.3000606596469879,-1.0,-1.0,-1.0,-1.0
3b,3,PlatformJumper-v0,-1.0,-1.0,0.75,0.31861692667007446,0.26938775181770325,0.7791411280632019
3b,3,CaveCrawler-v0,0.6163929104804993,0.361194908618927,0.5,0.38322919607162476,-1.0,-1.0
3b,3,CustomCarrier-v0,0.518214762210846,0.3484407961368561,0.6499999761581421,0.31861692667007446,0.23999999463558197,0.7248995900154114
3b,3,BidirectionalWalker-v0,-1.0,-1.0,0.6499999761581421,0.2785876989364624,-1.0,-1.0
3b,3,CustomPusher-v0,0.5803127288818359,0.27550724148750305,-1.0,-1.0,-1.0,-1.0
3b,3,BeamToppler-v0,-1.0,-1.0,-1.0,-1.0,0.1434262990951538,0.6460000276565552
3b,3,Pusher-v1,0.46515706181526184,0.23103493452072144,0.6000000238418579,0.1428571492433548,0.32669323682785034,0.777999997138977
3b,3,Catcher-v0,0.46515706181526184,0.23103493452072144,0.6000000238418579,0.1428571492433548,0.32669323682785034,0.777999997138977
3b,3,UpStepper-v0,0.5581263303756714,0.0,0.6499999761581421,0.46003320813179016,-1.0,-1.0
3b,3,DownStepper-v0,-1.0,-1.0,0.75,0.31861692667007446,0.26938775181770325,0.7791411280632019
3b,3,ObstacleTraverser-v0,0.6407194137573242,0.201218843460083,-1.0,-1.0,0.25600001215934753,0.7635270357131958
3b,3,ObstacleTraverser-v1,-1.0,-1.0,-1.0,-1.0,0.23999999463558197,0.6465863585472107
3b,3,Hurdler-v0,-1.0,-1.0,-1.0,-1.0,0.23999999463558197,0.6465863585472107
3b,3,GapJumper-v0,0.6066433191299438,0.4019899070262909,-1.0,-1.0,-1.0,-1.0
3b,3,Traverser-v0,-1.0,-1.0,-1.0,-1.0,0.3346613645553589,0.8080000281333923
3b,3,Flipper-v0,0.5100717544555664,0.2704066038131714,-1.0,-1.0,-1.0,-1.0
3b,3,Jumper-v0,-1.0,-1.0,-1.0,-1.0,0.24590164422988892,0.748971164226532
3b,3,Balancer-v0,-1.0,-1.0,0.75,0.31861692667007446,0.26938775181770325,0.7791411280632019
3b,3,AreaMaximizer-v0,0.6396262645721436,0.39244693517684937,0.550000011920929,0.3428697884082794,0.11244980245828629,0.6519114971160889
3b,3,AreaMinimizer-v0,-1.0,-1.0,-1.0,-1.0,0.11155378818511963,0.8420000076293945
3b,3,WingspanMazimizer-v0,0.695643424987793,0.4457476735115051,0.75,0.48248785734176636,0.12749004364013672,0.9100000262260437
3b,3,HeightMaximizer-v0,0.807569682598114,0.45308956503868103,-1.0,-1.0,-1.0,-1.0
3b,4,BridgeWalker-v0,-1.0,-1.0,-1.0,-1.0,0.2868525981903076,0.8619999885559082
3b,4,PlatformJumper-v0,0.11045302450656891,0.7320435047149658,-1.0,-1.0,-1.0,-1.0
3b,4,CaveCrawler-v0,0.10542157292366028,0.7416086196899414,0.44999998807907104,0.5012658834457397,-1.0,-1.0
3b,4,CustomCarrier-v0,0.13453547656536102,0.7108328342437744,-1.0,-1.0,0.16733068227767944,0.9620000123977661
3b,4,BidirectionalWalker-v0,-1.0,-1.0,0.5,0.24145400524139404,-1.0,-1.0
3b,4,CustomPusher-v0,-1.0,-1.0,-1.0,-1.0,0.38247013092041016,0.9200000166893005
3b,4,BeamToppler-v0,0.11045302450656891,0.7320435047149658,-1.0,-1.0,-1.0,-1.0
3b,4,Pusher-v1,-1.0,-1.0,-1.0,-1.0,0.22310757637023926,0.7799999713897705
3b,4,Catcher-v0,0.13453547656536102,0.7108328342437744,-1.0,-1.0,0.16733068227767944,0.9620000123977661
3b,4,UpStepper-v0,0.6362764239311218,0.34427666664123535,-1.0,-1.0,0.10358566045761108,0.30799999833106995
3b,4,DownStepper-v0,-1.0,-1.0,-1.0,-1.0,0.262948215007782,0.8360000252723694
3b,4,ObstacleTraverser-v0,0.6362764239311218,0.34427666664123535,-1.0,-1.0,0.10358566045761108,0.30799999833106995
3b,4,ObstacleTraverser-v1,-1.0,-1.0,0.8999999761581421,0.41111236810684204,-1.0,-1.0
3b,4,Hurdler-v0,0.8883374929428101,0.5332318544387817,0.550000011920929,0.1428571492433548,0.11155378818511963,0.7160000205039978
3b,4,GapJumper-v0,0.10542157292366028,0.7416086196899414,0.44999998807907104,0.5012658834457397,-1.0,-1.0
3b,4,Traverser-v0,0.1322726160287857,0.7196857929229736,0.5,0.4514002203941345,-1.0,-1.0
3b,4,Flipper-v0,0.19748900830745697,0.6209398508071899,-1.0,-1.0,0.13545817136764526,0.9359999895095825
3b,4,Jumper-v0,-1.0,-1.0,-1.0,-1.0,0.39840638637542725,0.7960000038146973
3b,4,Balancer-v0,0.25611504912376404,0.9517546892166138,0.3499999940395355,0.32275494933128357,-1.0,-1.0
3b,4,AreaMaximizer-v0,-1.0,-1.0,0.800000011920929,0.2704967260360718,-1.0,-1.0
3b,4,AreaMinimizer-v0,0.6714237928390503,0.892384946346283,-1.0,-1.0,0.2151394486427307,0.5
3b,4,WingspanMazimizer-v0,-1.0,-1.0,-1.0,-1.0,0.3346613645553589,0.6959999799728394
3b,4,HeightMaximizer-v0,-1.0,-1.0,0.6499999761581421,0.46602559089660645,-1.0,-1.0
3b,5,BridgeWalker-v0,-1.0,-1.0,-1.0,-1.0,0.19920319318771362,0.6740000247955322
3b,5,PlatformJumper-v0,-1.0,-1.0,0.550000011920929,0.5565248131752014,-1.0,-1.0
3b,5,CaveCrawler-v0,0.3672856390476227,0.6813650131225586,-1.0,-1.0,-1.0,-1.0
3b,5,CustomCarrier-v0,-1.0,-1.0,0.6499999761581421,0.4165582060813904,0.2310757040977478,0.7940000295639038
3b,5,BidirectionalWalker-v0,-1.0,-1.0,0.699999988079071,0.4978277087211609,0.2868525981903076,0.8579999804496765
3b,5,CustomPusher-v0,-1.0,-1.0,0.6499999761581421,0.4165582060813904,0.2310757040977478,0.7940000295639038
3b,5,BeamToppler-v0,0.20683228969573975,0.8451060652732849,-1.0,-1.0,-1.0,-1.0
3b,5,Pusher-v1,0.40873074531555176,0.6493499875068665,-1.0,-1.0,0.25498008728027344,0.7260000109672546
3b,5,Catcher-v0,0.3987857699394226,0.6059951186180115,0.44999998807907104,0.3958108127117157,0.25,0.7813853025436401
3b,5,UpStepper-v0,0.37586289644241333,0.580962598323822,0.44999998807907104,0.4512295126914978,0.22310757637023926,0.6800000071525574
3b,5,DownStepper-v0,-1.0,-1.0,-1.0,-1.0,0.19920319318771362,0.6060000061988831
3b,5,ObstacleTraverser-v0,-1.0,-1.0,0.44999998807907104,0.3476596474647522,0.15139442682266235,0.34200000762939453
3b,5,ObstacleTraverser-v1,-1.0,-1.0,0.44999998807907104,0.49298784136772156,-1.0,-1.0
3b,5,Hurdler-v0,-1.0,-1.0,0.5,0.5565248131752014,-1.0,-1.0
3b,5,GapJumper-v0,0.5200639367103577,0.8613644242286682,0.30000001192092896,0.2968516945838928,0.16733068227767944,0.9359999895095825
3b,5,Traverser-v0,-1.0,-1.0,0.5,0.5565248131752014,-1.0,-1.0
3b,5,Flipper-v0,-1.0,-1.0,0.6499999761581421,0.291892409324646,-1.0,-1.0
3b,5,Jumper-v0,0.5703920125961304,0.28110629320144653,-1.0,-1.0,0.39840638637542725,0.6259999871253967
3b,5,Balancer-v0,0.5791722536087036,0.33234456181526184,-1.0,-1.0,-1.0,-1.0
3b,5,AreaMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.25641027092933655,0.897216260433197
3b,5,AreaMinimizer-v0,0.4397859275341034,0.8550944924354553,-1.0,-1.0,-1.0,-1.0
3b,5,WingspanMazimizer-v0,-1.0,-1.0,-1.0,-1.0,0.2151394486427307,0.8379999995231628
3b,5,HeightMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.19123506546020508,0.5580000281333923
3b,6,BridgeWalker-v0,0.4586384892463684,0.7643377780914307,-1.0,-1.0,-1.0,-1.0
3b,6,PlatformJumper-v0,-1.0,-1.0,-1.0,-1.0,0.1593625545501709,0.6919999718666077
3b,6,CaveCrawler-v0,0.5053162574768066,0.7471662163734436,0.6499999761581421,0.4071560204029083,-1.0,-1.0
3b,6,CustomCarrier-v0,0.0911070704460144,1.0,0.44999998807907104,0.21422864496707916,-1.0,-1.0
3b,6,BidirectionalWalker-v0,-1.0,-1.0,0.550000011920929,0.4071560204029083,-1.0,-1.0
3b,6,CustomPusher-v0,-1.0,-1.0,0.550000011920929,0.21422864496707916,0.1593625545501709,0.6399999856948853
3b,6,BeamToppler-v0,-1.0,-1.0,0.550000011920929,0.4431533217430115,0.09561753273010254,0.6600000262260437
3b,6,Pusher-v1,-1.0,-1.0,0.6000000238418579,0.375,0.19123506546020508,0.7239999771118164
3b,6,Catcher-v0,0.4823463261127472,0.7060428857803345,0.6499999761581421,0.3592323362827301,-1.0,-1.0
3b,6,UpStepper-v0,-1.0,-1.0,-1.0,-1.0,0.15139442682266235,0.5699999928474426
3b,6,DownStepper-v0,0.05916327238082886,1.0,0.699999988079071,0.21422864496707916,0.15139442682266235,0.7260000109672546
3b,6,ObstacleTraverser-v0,-1.0,-1.0,-1.0,-1.0,0.15139442682266235,0.5699999928474426
3b,6,ObstacleTraverser-v1,0.23816460371017456,0.8849464058876038,-1.0,-1.0,-1.0,-1.0
3b,6,Hurdler-v0,0.0911070704460144,1.0,0.44999998807907104,0.21422864496707916,-1.0,-1.0
3b,6,GapJumper-v0,-1.0,-1.0,-1.0,-1.0,0.11952191591262817,0.75
3b,6,Traverser-v0,0.5027947425842285,0.9444641470909119,-1.0,-1.0,-1.0,-1.0
3b,6,Flipper-v0,0.008661813102662563,1.0,0.5,0.29823577404022217,0.19512194395065308,0.6591836810112
3b,6,Jumper-v0,-1.0,-1.0,0.4000000059604645,0.47656014561653137,0.2310757040977478,0.9020000100135803
3b,6,Balancer-v0,-1.0,-1.0,-1.0,-1.0,0.07968127727508545,0.9380000233650208
3b,6,AreaMaximizer-v0,-1.0,-1.0,0.699999988079071,0.3981395661830902,-1.0,-1.0
3b,6,AreaMinimizer-v0,0.25427868962287903,0.8388554453849792,0.4000000059604645,0.40971338748931885,0.19920319318771362,0.8420000076293945
3b,6,WingspanMazimizer-v0,0.25427868962287903,0.8388554453849792,0.4000000059604645,0.40971338748931885,0.19920319318771362,0.8420000076293945
3b,6,HeightMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.11155378818511963,0.7200000286102295
3b,7,BridgeWalker-v0,-1.0,-1.0,0.4000000059604645,0.30188658833503723,-1.0,-1.0
3b,7,PlatformJumper-v0,-1.0,-1.0,0.44999998807907104,0.1428571492433548,0.16033755242824554,0.6779661178588867
3b,7,CaveCrawler-v0,-1.0,-1.0,0.25,0.3788234293460846,0.3745020031929016,0.5260000228881836
3b,7,CustomCarrier-v0,-1.0,-1.0,0.44999998807907104,0.5579105019569397,0.175298810005188,0.5759999752044678
3b,7,BidirectionalWalker-v0,-1.0,-1.0,0.44999998807907104,0.1428571492433548,0.16033755242824554,0.6779661178588867
3b,7,CustomPusher-v0,-1.0,-1.0,-1.0,-1.0,0.20408163964748383,0.6270492076873779
3b,7,BeamToppler-v0,0.039955537766218185,0.18197734653949738,-1.0,-1.0,-1.0,-1.0
3b,7,Pusher-v1,0.1172228753566742,0.10739089548587799,0.6499999761581421,0.409714013338089,-1.0,-1.0
3b,7,Catcher-v0,0.0,0.10118759423494339,0.44999998807907104,0.17203840613365173,0.17142857611179352,0.6823770403862
3b,7,UpStepper-v0,0.05300479754805565,0.15300457179546356,-1.0,-1.0,0.19123506546020508,0.550000011920929
3b,7,DownStepper-v0,-1.0,-1.0,0.6000000238418579,0.5588368773460388,-1.0,-1.0
3b,7,ObstacleTraverser-v0,-1.0,-1.0,0.6000000238418579,0.4000000059604645,-1.0,-1.0
3b,7,ObstacleTraverser-v1,0.14432325959205627,0.0856645405292511,-1.0,-1.0,-1.0,-1.0
3b,7,Hurdler-v0,0.12175478786230087,0.06837652623653412,0.3499999940395355,0.34342366456985474,0.32931727170944214,0.6277666091918945
3b,7,GapJumper-v0,0.13237784802913666,0.1995418667793274,0.44999998807907104,0.6356179118156433,-1.0,-1.0
3b,7,Traverser-v0,-1.0,-1.0,0.4000000059604645,0.6356179118156433,-1.0,-1.0
3b,7,Flipper-v0,-1.0,-1.0,-1.0,-1.0,0.2857142984867096,0.462039053440094
3b,7,Jumper-v0,0.09171230345964432,0.08517584949731827,-1.0,-1.0,-1.0,-1.0
3b,7,Balancer-v0,-1.0,-1.0,0.4000000059604645,0.4000000059604645,0.25,0.5971660017967224
3b,7,AreaMaximizer-v0,-1.0,-1.0,0.30000001192092896,0.375,-1.0,-1.0
3b,7,AreaMinimizer-v0,-1.0,-1.0,-1.0,-1.0,0.2995951473712921,0.5111562013626099
3b,7,WingspanMazimizer-v0,0.1502583920955658,0.2134585976600647,-1.0,-1.0,-1.0,-1.0
3b,7,HeightMaximizer-v0,0.06476091593503952,0.03357508033514023,-1.0,-1.0,0.2557077705860138,0.5091742873191833
3b,8,BridgeWalker-v0,-1.0,-1.0,-1.0,-1.0,0.701195240020752,0.9679999947547913
3b,8,PlatformJumper-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,CaveCrawler-v0,-1.0,-1.0,-1.0,-1.0,0.3585657477378845,0.921999990940094
3b,8,CustomCarrier-v0,-1.0,-1.0,-1.0,-1.0,0.39840638637542725,0.8320000171661377
3b,8,BidirectionalWalker-v0,-1.0,-1.0,0.4000000059604645,0.4444444477558136,-1.0,-1.0
3b,8,CustomPusher-v0,0.13966506719589233,0.11179462820291519,-1.0,-1.0,-1.0,-1.0
3b,8,BeamToppler-v0,0.23938554525375366,0.08560153096914291,-1.0,-1.0,-1.0,-1.0
3b,8,Pusher-v1,-1.0,-1.0,0.25,0.4043596088886261,-1.0,-1.0
3b,8,Catcher-v0,-1.0,-1.0,-1.0,-1.0,0.4780876636505127,0.9739999771118164
3b,8,UpStepper-v0,-1.0,-1.0,-1.0,-1.0,0.569037675857544,1.0
3b,8,DownStepper-v0,-1.0,-1.0,0.44999998807907104,0.699999988079071,-1.0,-1.0
3b,8,ObstacleTraverser-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,ObstacleTraverser-v1,0.09707937389612198,0.11316953599452972,-1.0,-1.0,-1.0,-1.0
3b,8,Hurdler-v0,0.10149726271629333,0.0,0.6499999761581421,0.6000000238418579,0.5281385183334351,0.980434775352478
3b,8,GapJumper-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,Traverser-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,Flipper-v0,-1.0,-1.0,-1.0,-1.0,0.4621514081954956,0.9559999704360962
3b,8,Jumper-v0,0.07750296592712402,0.21268518269062042,-1.0,-1.0,-1.0,-1.0
3b,8,Balancer-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,AreaMaximizer-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,AreaMinimizer-v0,-1.0,-1.0,-1.0,-1.0,0.3904382586479187,0.8679999709129333
3b,8,WingspanMazimizer-v0,0.9104636311531067,0.019627157598733902,0.6499999761581421,0.5555555820465088,0.15139442682266235,0.8460000157356262
3b,8,HeightMaximizer-v0,-1.0,-1.0,0.699999988079071,0.5555555820465088,0.25498008728027344,0.9580000042915344
3b,9,BridgeWalker-v0,0.3463253080844879,0.6725606322288513,0.75,0.375,-1.0,-1.0
3b,9,PlatformJumper-v0,-1.0,-1.0,-1.0,-1.0,0.11155378818511963,0.8259999752044678
3b,9,CaveCrawler-v0,0.3467116057872772,0.6393522620201111,-1.0,-1.0,0.20717132091522217,0.4659999907016754
3b,9,CustomCarrier-v0,0.0080683259293437,1.0,0.6499999761581421,0.4431533217430115,0.39840638637542725,0.8119999766349792
3b,9,BidirectionalWalker-v0,0.3393615782260895,0.7256640791893005,-1.0,-1.0,0.087649405002594,0.9079999923706055
3b,9,CustomPusher-v0,0.039797455072402954,1.0,0.6000000238418579,0.3531874418258667,-1.0,-1.0
3b,9,BeamToppler-v0,0.23718495666980743,0.5719568133354187,0.5,0.2857142984867096,0.1434262990951538,0.5379999876022339
3b,9,Pusher-v1,0.03682399541139603,0.7822707295417786,0.3499999940395355,0.5842847228050232,0.3904382586479187,0.6240000128746033
3b,9,Catcher-v0,0.33509403467178345,0.7571212649345398,0.6000000238418579,0.48004475235939026,0.087649405002594,0.9120000004768372
3b,9,UpStepper-v0,-1.0,-1.0,0.550000011920929,0.4732852876186371,-1.0,-1.0
3b,9,DownStepper-v0,-1.0,-1.0,0.6000000238418579,0.6122307777404785,-1.0,-1.0
3b,9,ObstacleTraverser-v0,-1.0,-1.0,0.6000000238418579,0.4121011197566986,-1.0,-1.0
3b,9,ObstacleTraverser-v1,0.28903597593307495,0.8279988169670105,0.6000000238418579,0.375,0.175298810005188,0.5759999752044678
3b,9,Hurdler-v0,-1.0,-1.0,-1.0,-1.0,0.39840638637542725,0.8420000076293945
3b,9,GapJumper-v0,-1.0,-1.0,0.699999988079071,0.375,0.12749004364013672,0.6539999842643738
3b,9,Traverser-v0,0.27754223346710205,0.5220627188682556,-1.0,-1.0,-1.0,-1.0
3b,9,Flipper-v0,0.039797455072402954,1.0,0.6000000238418579,0.3531874418258667,-1.0,-1.0
3b,9,Jumper-v0,0.03682399541139603,0.7822707295417786,0.3499999940395355,0.5842847228050232,0.3904382586479187,0.6240000128746033
3b,9,Balancer-v0,-1.0,-1.0,0.699999988079071,0.375,0.12749004364013672,0.6539999842643738
3b,9,AreaMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.5019920468330383,0.9940000176429749
3b,9,AreaMinimizer-v0,0.31218773126602173,0.7685851454734802,-1.0,-1.0,-1.0,-1.0
3b,9,WingspanMazimizer-v0,-1.0,-1.0,0.30000001192092896,0.5,0.3585657477378845,0.6340000033378601
3b,9,HeightMaximizer-v0,-1.0,-1.0,0.6499999761581421,0.3142802119255066,-1.0,-1.0
3b,10,BridgeWalker-v0,0.5108867883682251,0.6968677639961243,0.8500000238418579,0.4102901816368103,0.16733068227767944,0.7900000214576721
3b,10,PlatformJumper-v0,-1.0,-1.0,0.699999988079071,0.6148625612258911,-1.0,-1.0
3b,10,CaveCrawler-v0,0.7182390093803406,0.871242880821228,0.6000000238418579,0.548256516456604,0.23904383182525635,0.8700000047683716
3b,10,CustomCarrier-v0,0.4370913505554199,0.6331415176391602,0.6499999761581421,0.5174499750137329,0.19123506546020508,0.6299999952316284
3b,10,BidirectionalWalker-v0,-1.0,-1.0,-1.0,-1.0,0.175298810005188,0.949999988079071
3b,10,CustomPusher-v0,0.7440295219421387,1.0,0.550000011920929,0.5772078037261963,0.2310757040977478,0.9440000057220459
3b,10,BeamToppler-v0,-1.0,-1.0,0.699999988079071,0.6148625612258911,-1.0,-1.0
3b,10,Pusher-v1,0.4759111702442169,0.7427457571029663,0.3499999940395355,0.505527913570404,-1.0,-1.0
3b,10,Catcher-v0,0.4717768132686615,0.7784775495529175,-1.0,-1.0,-1.0,-1.0
3b,10,UpStepper-v0,-1.0,-1.0,-1.0,-1.0,0.19920319318771362,0.7620000243186951
3b,10,DownStepper-v0,0.5108867883682251,0.6968677639961243,0.8500000238418579,0.4102901816368103,0.16733068227767944,0.7900000214576721
