iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.5451587,-1.6578227,-8.1812725,-1.8110156,1.3671875,6.1523438,1.4648438,20.34500241279602,2024-04-18 12:42:53.565288
2,0.5451587,-1.0453963,-4.279786,-4.6629715,1.5625,8.105469,1.6601562,9.86264419555664,2024-04-18 12:43:03.428251
3,0.55615276,-0.5063801,-0.51675224,-4.402215,1.5625,9.863281,1.6601562,9.818324089050293,2024-04-18 12:43:13.246947
4,0.78729725,0.95841575,3.7615118,-3.8622327,1.5625,11.035156,1.7578125,9.684115171432495,2024-04-18 12:43:22.931484
5,0.78729725,1.0965862,6.9692435,-3.624158,1.6601562,12.792969,1.7578125,9.673502445220947,2024-04-18 12:43:32.605399
6,0.78729725,1.1818511,11.585463,-3.2492251,1.6601562,13.964844,1.7578125,9.575852155685425,2024-04-18 12:43:42.181652
7,0.78729725,1.2668006,13.362546,-3.118998,1.7578125,15.332031,1.7578125,9.527111530303955,2024-04-18 12:43:51.709264
8,0.78729725,1.1195555,14.492891,-3.1166084,1.953125,16.308594,1.7578125,9.658805131912231,2024-04-18 12:44:01.368743
9,0.78729725,2.288955,17.314598,-2.4819584,2.0507812,16.503906,1.7578125,9.475478649139404,2024-04-18 12:44:10.844807
10,0.78729725,5.889189,21.116539,-2.28951,2.1484375,16.894531,1.7578125,9.828094005584717,2024-04-18 12:44:20.673284
11,0.78729725,6.3070188,21.259544,-2.067316,2.1484375,17.382812,1.7578125,9.268800258636475,2024-04-18 12:44:29.942706
12,0.78729725,6.445549,20.378714,-1.6552825,2.1484375,18.359375,1.7578125,9.382542133331299,2024-04-18 12:44:39.325658
13,0.78729725,6.445549,18.160788,-1.6079931,2.1484375,18.75,1.7578125,9.322742223739624,2024-04-18 12:44:48.649154
14,0.78729725,6.3709188,19.640522,-1.476188,2.2460938,19.628906,1.7578125,9.497623205184937,2024-04-18 12:44:58.147289
15,0.78729725,6.3430185,22.143223,-1.476188,2.34375,19.824219,1.7578125,9.3840970993042,2024-04-18 12:45:07.531801
16,0.78729725,6.317094,23.470026,-1.476188,2.4414062,19.921875,1.7578125,9.667279958724976,2024-04-18 12:45:17.199532
17,0.78729725,6.317094,24.249655,-1.3847182,2.4414062,20.019531,1.7578125,9.371068954467773,2024-04-18 12:45:26.571027
18,1.5988827,7.399006,26.934082,-0.43519866,2.4414062,20.507812,1.7578125,9.450942754745483,2024-04-18 12:45:36.022608
19,1.5988827,7.5269346,28.412495,-0.35885894,2.5390625,20.800781,1.7578125,9.670021057128906,2024-04-18 12:45:45.693057
20,1.5988827,7.6072035,30.124413,-0.35885894,2.5390625,20.996094,1.7578125,9.9452223777771,2024-04-18 12:45:55.638738
21,1.5988827,7.8723726,32.50655,-0.35885894,2.6367188,21.484375,1.7578125,9.467981338500977,2024-04-18 12:46:05.107134
22,1.5988827,8.032921,33.2443,-0.35885894,2.6367188,21.484375,1.7578125,9.654625177383423,2024-04-18 12:46:14.762167
23,1.5988827,8.211866,35.54162,0.10313046,2.734375,21.582031,1.7578125,9.696195840835571,2024-04-18 12:46:24.458759
