iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.3406502,-3.3831584,-61.128647,-49.4842,0.78125,5.1757812,4.1992188,19.743606567382812,2024-05-13 17:41:49.727458
2,0.3406502,-1.3639505,-82.659386,-45.719437,0.87890625,7.1289062,4.5898438,9.491515398025513,2024-05-13 17:41:59.219434
3,0.3406502,-2.3475597,-99.96306,-40.3976,0.9765625,8.886719,5.078125,10.146299362182617,2024-05-13 17:42:09.366232
4,0.3406502,-7.1299515,-102.305115,-36.97016,1.2695312,9.5703125,5.5664062,9.900408267974854,2024-05-13 17:42:19.267044
5,0.3406502,-6.565572,-103.837524,-43.25219,1.2695312,10.449219,6.1523438,10.177866697311401,2024-05-13 17:42:29.445422
6,0.3406502,-4.138074,-100.01477,-42.203323,1.2695312,10.7421875,6.25,9.861579895019531,2024-05-13 17:42:39.307414
7,0.8832644,-5.875109,-96.25511,-40.77156,1.3671875,11.1328125,6.4453125,9.89549469947815,2024-05-13 17:42:49.203330
8,0.8832644,-4.8156333,-104.01721,-49.630756,1.3671875,12.109375,7.03125,10.27981448173523,2024-05-13 17:42:59.483547
9,0.8832644,-4.6965566,-107.01432,-54.49301,1.3671875,12.792969,7.5195312,9.824129343032837,2024-05-13 17:43:09.308328
10,0.8832644,-6.818185,-110.349045,-49.828186,1.4648438,13.28125,7.6171875,9.90456223487854,2024-05-13 17:43:19.213292
11,0.8832644,-6.818185,-112.040344,-50.32862,1.4648438,13.964844,7.9101562,10.034918308258057,2024-05-13 17:43:29.248739
12,0.8832644,-6.654566,-111.766624,-51.576405,1.5625,14.550781,8.105469,10.229851722717285,2024-05-13 17:43:39.478996
13,0.8832644,-6.654566,-112.31113,-62.21454,1.5625,15.0390625,8.691406,9.994343280792236,2024-05-13 17:43:49.473701
14,1.3823864,-5.711959,-110.209465,-70.1405,1.5625,15.234375,9.277344,10.14313006401062,2024-05-13 17:43:59.617430
15,1.3823864,-5.711959,-102.97435,-77.19291,1.5625,15.527344,9.5703125,10.191153287887573,2024-05-13 17:44:09.808998
16,1.3823864,-6.360881,-112.1452,-85.856155,1.6601562,16.210938,10.058594,9.977904319763184,2024-05-13 17:44:19.787304
17,1.3823864,-6.360881,-114.283516,-93.34946,1.6601562,16.601562,10.546875,10.35095763206482,2024-05-13 17:44:30.138635
18,1.3823864,-7.004302,-107.82721,-94.93506,1.8554688,16.992188,10.9375,10.077825784683228,2024-05-13 17:44:40.217022
