iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.33178273,-12.067859,-76.85637,-26.371668,1.5625,6.0546875,3.4179688,21.76933193206787,2024-05-19 12:48:14.983477
2,0.7256717,-11.967797,-89.24675,-25.900642,1.6601562,7.6171875,4.4921875,11.632426261901855,2024-05-19 12:48:26.616392
3,0.7256717,-10.555353,-105.0356,-29.395342,1.7578125,9.277344,5.5664062,11.94478464126587,2024-05-19 12:48:38.561925
4,0.7256717,-10.979846,-102.70566,-31.564026,1.8554688,10.3515625,5.859375,11.550046920776367,2024-05-19 12:48:50.112430
5,0.75355315,-8.919217,-107.826744,-30.57215,2.0507812,11.71875,6.1523438,11.747872352600098,2024-05-19 12:49:01.860910
6,0.75355315,-6.6119843,-106.082,-32.10665,2.1484375,12.5,6.5429688,11.613937139511108,2024-05-19 12:49:13.475298
7,0.75355315,-6.0477347,-100.11345,-31.101635,2.1484375,13.28125,6.9335938,11.596608877182007,2024-05-19 12:49:25.072359
8,0.75355315,-5.660197,-109.05842,-34.37908,2.1484375,14.0625,7.1289062,11.621195793151855,2024-05-19 12:49:36.694407
9,0.75355315,-2.6653953,-105.0261,-30.02455,2.1484375,14.6484375,7.3242188,11.640246391296387,2024-05-19 12:49:48.335521
10,0.75355315,-2.6214666,-107.19321,-25.787128,2.1484375,15.332031,7.3242188,11.755493402481079,2024-05-19 12:50:00.091626
11,0.75355315,-2.5752153,-106.73479,-26.519382,2.1484375,16.113281,7.8125,11.679471731185913,2024-05-19 12:50:11.771553
12,0.75355315,-2.5752153,-101.467155,-27.83372,2.1484375,16.40625,7.9101562,11.648783206939697,2024-05-19 12:50:23.420887
13,0.75355315,-2.5752153,-102.89335,-32.944687,2.1484375,16.894531,8.300781,11.6091890335083,2024-05-19 12:50:35.030710
14,0.75355315,-4.2672586,-98.80972,-32.686165,2.34375,17.089844,8.59375,11.795457124710083,2024-05-19 12:50:46.826634
15,0.75355315,-4.240922,-104.71558,-32.152824,2.34375,17.871094,8.59375,11.770260334014893,2024-05-19 12:50:58.597354
16,0.75355315,-3.8704395,-102.25493,-30.946146,2.34375,18.261719,8.691406,11.799403190612793,2024-05-19 12:51:10.397514
17,0.75355315,-3.9114318,-104.47989,-31.895355,2.4414062,18.652344,8.886719,11.608885049819946,2024-05-19 12:51:22.006853
18,0.75355315,-3.9114318,-95.13147,-37.218155,2.4414062,19.042969,9.082031,11.55603814125061,2024-05-19 12:51:33.563422
19,0.75355315,-6.3209143,-96.450165,-36.842335,2.5390625,19.53125,9.082031,11.555393934249878,2024-05-19 12:51:45.119413
20,0.75355315,-5.579031,-94.154655,-34.801323,2.5390625,19.824219,9.1796875,11.65449047088623,2024-05-19 12:51:56.774358
21,0.8478888,-5.171718,-90.391106,-36.924133,2.5390625,20.117188,9.472656,11.66355299949646,2024-05-19 12:52:08.438405
22,0.8478888,-5.0419626,-97.16635,-36.872047,2.5390625,20.703125,9.472656,11.572091102600098,2024-05-19 12:52:20.010956
23,0.8478888,-5.0419626,-101.14513,-31.35833,2.5390625,21.191406,9.472656,11.685198545455933,2024-05-19 12:52:31.696695
24,0.8478888,-4.629552,-94.89545,-33.226074,2.5390625,21.484375,9.667969,11.650553941726685,2024-05-19 12:52:43.347748
25,0.8478888,-3.541105,-93.43855,-32.599762,2.5390625,21.679688,9.667969,12.248490571975708,2024-05-19 12:52:55.597023
26,0.8478888,-3.0697114,-92.65808,-32.119957,2.5390625,21.972656,9.667969,11.523659229278564,2024-05-19 12:53:07.121469
27,0.8478888,-3.0697114,-91.94713,-34.693848,2.5390625,22.167969,9.765625,11.53874397277832,2024-05-19 12:53:18.660736
28,0.8478888,-5.535407,-91.82117,-36.795345,2.6367188,22.363281,9.863281,11.727067470550537,2024-05-19 12:53:30.388323
29,0.8478888,-5.3850336,-99.28235,-36.513382,2.6367188,22.753906,9.863281,11.655172348022461,2024-05-19 12:53:42.043999
30,0.8478888,-5.356118,-92.156815,-36.23528,2.6367188,22.753906,9.863281,11.41817831993103,2024-05-19 12:53:53.462639
31,0.8478888,-2.5986414,-91.56924,-36.746468,2.6367188,22.851562,9.9609375,11.759958028793335,2024-05-19 12:54:05.223303
32,0.8478888,-1.7958001,-93.49768,-34.837383,2.6367188,23.242188,10.058594,11.741710901260376,2024-05-19 12:54:16.965554
33,0.8478888,-1.6641651,-89.18385,-34.366455,2.734375,23.242188,10.253906,12.155318975448608,2024-05-19 12:54:29.121361
34,0.9986224,-1.4190959,-87.43059,-34.461338,2.734375,23.4375,10.3515625,11.8781259059906,2024-05-19 12:54:41.000127
35,0.9986224,-1.4190959,-88.991974,-34.42807,2.734375,23.632812,10.449219,12.063434362411499,2024-05-19 12:54:53.064078
36,0.9986224,-1.4190959,-93.88978,-34.033783,2.734375,24.023438,10.449219,12.036853075027466,2024-05-19 12:55:05.101721
37,0.9986224,-1.8703905,-99.81762,-33.681477,2.8320312,24.316406,10.449219,11.539677143096924,2024-05-19 12:55:16.641897
38,0.9986224,-1.7600106,-100.783615,-33.35456,2.8320312,24.609375,10.449219,11.652029514312744,2024-05-19 12:55:28.294387
39,0.9986224,-1.2531077,-100.449646,-30.632576,2.8320312,24.609375,10.449219,11.653007745742798,2024-05-19 12:55:39.948018
40,0.9986224,-1.2531077,-99.829926,-30.017431,2.8320312,24.707031,10.546875,11.582286596298218,2024-05-19 12:55:51.531156
41,0.9986224,-1.1732775,-104.75299,-31.290485,2.8320312,25.097656,10.644531,11.465141534805298,2024-05-19 12:56:02.996929
42,0.9986224,-1.1732775,-104.667206,-30.207321,2.8320312,25.390625,10.644531,11.61085319519043,2024-05-19 12:56:14.608370
43,0.9986224,-1.1667382,-106.60838,-30.165035,2.8320312,25.585938,10.7421875,11.551695346832275,2024-05-19 12:56:26.160613
44,0.9986224,-1.3134612,-108.01085,-29.632624,2.9296875,25.683594,10.7421875,11.894933700561523,2024-05-19 12:56:38.056014
45,0.9986224,-1.810994,-101.2595,-29.684616,3.125,25.683594,10.839844,12.041470527648926,2024-05-19 12:56:50.097933
46,0.9986224,-1.810994,-102.99698,-28.96566,3.125,25.78125,10.839844,11.484993934631348,2024-05-19 12:57:01.583456
47,0.9986224,-1.7690271,-99.135025,-28.882435,3.125,25.878906,11.035156,11.540184259414673,2024-05-19 12:57:13.124114
48,0.9986224,-0.62586534,-99.08284,-30.623224,3.125,26.171875,11.1328125,11.755956888198853,2024-05-19 12:57:24.880501
49,0.9986224,-0.62586534,-98.80714,-30.521814,3.125,26.269531,11.1328125,11.99091911315918,2024-05-19 12:57:36.871872
50,0.9986224,-0.62370825,-102.72239,-30.68644,3.125,26.5625,11.230469,11.694684267044067,2024-05-19 12:57:48.567003
51,0.9986224,-0.62370825,-99.21411,-30.289381,3.125,26.660156,11.230469,11.76401948928833,2024-05-19 12:58:00.331797
52,0.9986224,-0.62370825,-94.80633,-33.296234,3.125,26.953125,11.328125,11.47226095199585,2024-05-19 12:58:11.804543
53,0.9986224,-1.080581,-91.85782,-35.796597,3.2226562,26.953125,11.5234375,11.491601705551147,2024-05-19 12:58:23.296589
54,0.9986224,-1.080581,-94.429,-38.159164,3.2226562,27.34375,11.621094,11.320470333099365,2024-05-19 12:58:34.617609
