iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.295818,-11.304268,-75.52472,-12.975869,1.3671875,5.9570312,1.2695312,19.389425039291382,2024-05-09 17:31:21.943493
2,0.295818,-13.29042,-88.004776,-11.286506,1.4648438,7.5195312,1.2695312,8.899626731872559,2024-05-09 17:31:30.843398
3,0.45288846,-16.717356,-92.06253,-12.998001,1.6601562,8.496094,1.3671875,9.1884126663208,2024-05-09 17:31:40.032364
4,0.45288846,-10.861744,-98.324554,-15.449152,1.6601562,9.765625,1.6601562,9.383093357086182,2024-05-09 17:31:49.415851
5,0.45288846,-8.658551,-99.01699,-13.124788,1.6601562,10.839844,1.6601562,9.118974208831787,2024-05-09 17:31:58.535161
6,0.45288846,-7.962894,-109.751,-13.024682,1.6601562,12.109375,1.6601562,9.273834943771362,2024-05-09 17:32:07.809339
7,0.45288846,-6.2386494,-113.2962,-13.024682,1.6601562,12.988281,1.6601562,9.335114240646362,2024-05-09 17:32:17.144820
8,0.45288846,-4.265036,-116.92711,-12.345236,1.7578125,14.0625,1.6601562,9.138924837112427,2024-05-09 17:32:26.284122
9,0.52575487,-3.9107895,-117.62462,-12.938933,1.7578125,14.453125,1.7578125,9.067728996276855,2024-05-09 17:32:35.352175
10,0.52575487,-3.9023829,-123.68559,-14.987555,1.7578125,15.234375,1.8554688,9.27200961112976,2024-05-09 17:32:44.624523
11,0.52575487,-6.6028404,-125.465454,-14.698979,1.8554688,15.8203125,1.8554688,9.122027397155762,2024-05-09 17:32:53.746932
12,0.52575487,-6.5467663,-125.402504,-14.698979,1.8554688,16.503906,1.8554688,9.182337284088135,2024-05-09 17:33:02.929708
13,0.52575487,-4.145171,-126.466034,-14.668704,1.8554688,17.089844,1.8554688,9.152137756347656,2024-05-09 17:33:12.082215
14,0.52575487,-4.073884,-132.37236,-15.9756,1.8554688,17.578125,1.953125,9.52562403678894,2024-05-09 17:33:21.608176
15,0.52575487,-5.7873416,-128.62833,-15.641637,1.953125,18.261719,1.953125,9.233224630355835,2024-05-09 17:33:30.841733
16,0.52575487,-4.2923074,-135.11658,-15.641637,1.953125,19.140625,1.953125,9.041056871414185,2024-05-09 17:33:39.883147
17,0.52575487,-3.9399157,-130.76791,-15.6355,2.0507812,19.335938,1.953125,9.2177734375,2024-05-09 17:33:49.101276
18,0.52575487,-3.6146002,-134.76141,-15.15934,2.0507812,19.726562,1.953125,9.404524803161621,2024-05-09 17:33:58.506178
19,0.52575487,-3.5509586,-137.39098,-15.04165,2.0507812,20.3125,1.953125,9.328481435775757,2024-05-09 17:34:07.834994
20,0.52575487,-3.539657,-140.11441,-15.04165,2.0507812,20.996094,1.953125,9.211855173110962,2024-05-09 17:34:17.047188
21,0.52575487,-5.8656397,-131.50598,-18.549011,2.2460938,21.386719,2.1484375,9.131078004837036,2024-05-09 17:34:26.178598
22,0.70674,-5.0418396,-128.23993,-18.29516,2.4414062,21.777344,2.1484375,9.37273645401001,2024-05-09 17:34:35.551704
23,0.70674,-3.5732727,-124.9322,-18.29516,2.5390625,22.167969,2.1484375,9.440778493881226,2024-05-09 17:34:44.992821
24,0.70674,-3.5732727,-121.82153,-18.29516,2.5390625,22.265625,2.1484375,9.114979982376099,2024-05-09 17:34:54.108342
25,0.70674,-3.5515876,-116.56084,-20.313837,2.6367188,22.363281,2.2460938,9.270335674285889,2024-05-09 17:35:03.379047
26,0.70674,-5.9786434,-109.93895,-20.313837,2.734375,22.558594,2.2460938,9.216137886047363,2024-05-09 17:35:12.595842
27,0.70674,-5.854591,-113.910545,-20.179886,2.734375,22.851562,2.2460938,9.341118335723877,2024-05-09 17:35:21.937296
28,0.70674,-5.8836713,-116.91354,-20.179886,2.9296875,23.339844,2.2460938,9.42758822441101,2024-05-09 17:35:31.365256
29,0.70674,-5.600156,-117.04648,-20.179058,2.9296875,23.535156,2.2460938,9.293030738830566,2024-05-09 17:35:40.658695
30,0.70674,-4.994902,-111.51062,-24.695705,3.0273438,23.925781,2.4414062,9.460222721099854,2024-05-09 17:35:50.119295
31,1.4301349,-3.892608,-108.54922,-23.765495,3.0273438,24.21875,2.4414062,9.34389615058899,2024-05-09 17:35:59.463522
32,1.4301349,-3.892608,-105.00259,-26.764416,3.0273438,24.414062,2.5390625,9.39309573173523,2024-05-09 17:36:08.856954
33,1.4301349,-3.6720142,-105.45761,-26.709492,3.0273438,24.609375,2.5390625,9.177920579910278,2024-05-09 17:36:18.035253
34,1.4301349,-3.493815,-100.65929,-29.020893,3.0273438,24.707031,2.734375,9.411431789398193,2024-05-09 17:36:27.447153
35,1.4301349,-4.283135,-96.00454,-35.79897,3.125,24.804688,3.0273438,9.233975887298584,2024-05-09 17:36:36.681488
36,1.4301349,-4.133044,-95.32406,-38.376423,3.2226562,24.902344,3.125,9.289811372756958,2024-05-09 17:36:45.971713
37,1.4301349,-4.133044,-94.49118,-39.436535,3.2226562,25.097656,3.2226562,9.373221635818481,2024-05-09 17:36:55.345268
38,1.4301349,-3.5368218,-90.55624,-43.227867,3.2226562,25.390625,3.3203125,9.445740938186646,2024-05-09 17:37:04.791512
39,1.4301349,-3.391849,-92.40707,-40.995373,3.2226562,25.878906,3.3203125,9.26493525505066,2024-05-09 17:37:14.056777
40,1.4301349,-3.2464547,-87.82145,-40.772964,3.2226562,25.878906,3.3203125,9.417807817459106,2024-05-09 17:37:23.474956
41,1.4301349,-3.2421556,-93.655525,-40.772964,3.2226562,26.367188,3.3203125,9.297500371932983,2024-05-09 17:37:32.772784
42,1.4301349,-3.2421556,-95.4996,-40.583435,3.2226562,26.660156,3.3203125,9.427616119384766,2024-05-09 17:37:42.200778
43,1.4301349,-2.5910254,-93.98689,-39.93923,3.2226562,26.757812,3.3203125,9.279341459274292,2024-05-09 17:37:51.480492
44,1.4301349,-5.0237665,-97.348755,-39.334305,3.4179688,26.953125,3.3203125,9.174002647399902,2024-05-09 17:38:00.654883
45,1.4301349,-2.2361746,-98.571304,-39.334305,3.4179688,27.148438,3.3203125,9.360862970352173,2024-05-09 17:38:10.016280
