iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.31569743,-8.613901,-58.718826,-32.20188,1.5625,6.25,4.296875,20.944972276687622,2024-05-11 17:24:24.011071
2,0.31569743,-7.9399014,-73.3172,-31.432896,1.5625,8.105469,4.7851562,10.345746278762817,2024-05-11 17:24:34.357583
3,0.48687372,-9.007271,-84.46071,-39.449978,1.7578125,9.9609375,5.3710938,11.146690130233765,2024-05-11 17:24:45.504794
4,0.48687372,-8.784313,-96.30789,-40.91303,1.7578125,11.328125,5.7617188,10.505870342254639,2024-05-11 17:24:56.011168
5,0.48687372,-6.300106,-92.43735,-40.294136,1.7578125,12.207031,5.9570312,10.813074111938477,2024-05-11 17:25:06.824713
6,0.48687372,-6.111993,-89.98735,-31.532011,1.7578125,13.183594,6.0546875,10.634546518325806,2024-05-11 17:25:17.459732
7,0.48687372,-6.111993,-92.90788,-37.843178,1.7578125,13.964844,6.3476562,11.011362791061401,2024-05-11 17:25:28.471543
8,0.48687372,-5.994136,-101.084114,-35.058067,1.8554688,15.332031,6.5429688,11.120983600616455,2024-05-11 17:25:39.593238
9,0.48687372,-5.604329,-101.13691,-38.545624,1.8554688,16.113281,6.8359375,10.795771837234497,2024-05-11 17:25:50.389678
10,0.48687372,-3.5854163,-105.6442,-40.895073,1.8554688,16.796875,6.9335938,10.83757209777832,2024-05-11 17:26:01.227713
11,0.48687372,-6.5028405,-106.36902,-41.98127,1.953125,17.382812,7.1289062,10.966710090637207,2024-05-11 17:26:12.194896
12,0.48687372,-6.2030387,-102.684235,-41.392338,2.0507812,17.675781,7.2265625,11.306035995483398,2024-05-11 17:26:23.501735
13,0.48687372,-6.513641,-102.02945,-40.70585,2.1484375,18.261719,7.2265625,11.038801431655884,2024-05-11 17:26:34.541137
14,0.48687372,-6.682128,-104.47139,-35.292187,2.2460938,18.457031,7.2265625,10.867620706558228,2024-05-11 17:26:45.409258
15,0.48687372,-5.3084664,-98.21737,-34.93136,2.2460938,18.652344,7.3242188,11.241667985916138,2024-05-11 17:26:56.651443
16,0.48687372,-5.1464458,-96.18419,-34.477398,2.34375,19.335938,7.3242188,11.149887800216675,2024-05-11 17:27:07.802197
17,0.48687372,-5.1464458,-91.02498,-31.614294,2.34375,19.628906,7.421875,11.032688856124878,2024-05-11 17:27:18.835454
18,0.48687372,-5.051931,-91.25058,-29.70941,2.34375,20.019531,7.421875,11.003130435943604,2024-05-11 17:27:29.839385
19,0.48687372,-4.990684,-88.580765,-32.05152,2.34375,20.3125,7.5195312,11.26491117477417,2024-05-11 17:27:41.104977
20,0.48687372,-4.7971015,-85.20903,-33.298943,2.34375,20.605469,7.7148438,10.939604759216309,2024-05-11 17:27:52.045238
21,0.48687372,-4.7709966,-85.555695,-32.70436,2.4414062,21.09375,7.8125,10.782969951629639,2024-05-11 17:28:02.828685
22,0.48687372,-7.4629626,-86.78576,-32.635128,2.5390625,21.777344,7.8125,11.223347902297974,2024-05-11 17:28:14.052499
23,0.48687372,-7.292582,-78.192444,-35.41478,2.5390625,21.875,7.9101562,10.8593909740448,2024-05-11 17:28:24.912340
24,0.48687372,-7.0803967,-76.53493,-32.91864,2.5390625,22.265625,7.9101562,10.97773551940918,2024-05-11 17:28:35.890752
25,0.48687372,-6.8939314,-64.38585,-29.110844,2.5390625,22.65625,7.9101562,10.910804986953735,2024-05-11 17:28:46.802059
26,0.7222855,-5.803898,-65.698975,-29.347036,2.5390625,22.949219,8.0078125,11.054468154907227,2024-05-11 17:28:57.856992
27,0.7222855,-5.803898,-69.86754,-25.955101,2.5390625,23.535156,8.105469,11.308062076568604,2024-05-11 17:29:09.165513
28,0.7222855,-5.610754,-67.30043,-23.722815,2.5390625,23.730469,8.105469,10.822549819946289,2024-05-11 17:29:19.988521
29,0.7222855,-5.610754,-64.15218,-23.373112,2.5390625,23.925781,8.105469,11.020540714263916,2024-05-11 17:29:31.009778
30,0.7222855,-5.610754,-61.339947,-23.094944,2.5390625,24.121094,8.105469,10.969852447509766,2024-05-11 17:29:41.980068
31,0.7222855,-5.610754,-64.87944,-23.01186,2.5390625,24.609375,8.105469,10.917337417602539,2024-05-11 17:29:52.898135
32,0.7222855,-5.2658267,-60.710327,-19.953314,2.5390625,24.609375,8.105469,10.805509090423584,2024-05-11 17:30:03.704083
33,0.7222855,-5.248528,-62.871952,-18.656544,2.5390625,24.902344,8.105469,11.218210935592651,2024-05-11 17:30:14.922726
34,0.7222855,-4.250162,-60.550713,-22.337692,2.5390625,25.0,8.300781,11.522055387496948,2024-05-11 17:30:26.445247
35,0.7222855,-4.1057615,-56.320084,-22.29134,2.5390625,25.195312,8.3984375,11.070345878601074,2024-05-11 17:30:37.516051
36,0.7222855,-4.221797,-58.42665,-21.634418,2.6367188,25.292969,8.3984375,10.871986865997314,2024-05-11 17:30:48.388495
37,0.7222855,-4.221797,-60.26259,-22.780107,2.6367188,25.78125,8.496094,11.11661148071289,2024-05-11 17:30:59.505694
38,0.7222855,-3.9038177,-59.22563,-21.391773,2.6367188,25.976562,8.59375,10.948185682296753,2024-05-11 17:31:10.454417
39,0.7222855,-3.9038177,-60.166824,-21.387291,2.6367188,26.074219,8.59375,11.432093858718872,2024-05-11 17:31:21.886977
40,0.7222855,-3.9038177,-60.328995,-19.215038,2.6367188,26.367188,8.59375,10.875474691390991,2024-05-11 17:31:32.762905
41,0.7222855,-3.9038177,-57.23047,-19.215038,2.6367188,26.464844,8.59375,11.118268013000488,2024-05-11 17:31:43.881650
42,0.7222855,-3.9038177,-55.83228,-19.215038,2.6367188,26.660156,8.59375,10.965863943099976,2024-05-11 17:31:54.848005
