iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.85537976,-8.965162,-81.61409,-38.823814,1.5625,6.7382812,4.3945312,20.33503818511963,2024-05-16 13:35:35.088923
2,0.8701277,-7.475755,-118.27304,-39.85585,1.8554688,9.277344,4.8828125,10.147457361221313,2024-05-16 13:35:45.236741
3,0.8701277,-5.7022977,-140.63527,-43.318085,1.953125,10.839844,5.5664062,10.083533525466919,2024-05-16 13:35:55.320885
4,0.8701277,-7.547203,-138.4498,-32.288868,2.0507812,11.71875,5.859375,10.17256474494934,2024-05-16 13:36:05.494035
5,0.8701277,-4.7899094,-131.30145,-30.825365,2.1484375,12.6953125,6.1523438,10.000649452209473,2024-05-16 13:36:15.495254
6,0.8701277,-9.638065,-125.44299,-27.397408,2.34375,13.4765625,6.5429688,10.253531217575073,2024-05-16 13:36:25.749161
7,0.8701277,-9.678505,-123.87191,-30.623108,2.5390625,14.2578125,7.1289062,10.034968137741089,2024-05-16 13:36:35.784710
8,0.8701277,-16.76902,-123.59188,-30.407991,2.8320312,14.6484375,7.3242188,10.000686883926392,2024-05-16 13:36:45.785800
9,0.8701277,-18.41603,-128.74013,-32.93072,3.0273438,15.0390625,7.5195312,10.041821241378784,2024-05-16 13:36:55.828119
10,0.8701277,-18.094711,-129.18925,-31.867573,3.125,15.625,7.8125,10.019800662994385,2024-05-16 13:37:05.848323
11,0.8701277,-26.782543,-131.08727,-30.546911,3.7109375,16.210938,7.9101562,10.044790029525757,2024-05-16 13:37:15.893504
12,0.8701277,-23.181385,-129.73808,-28.48088,3.7109375,16.503906,8.0078125,10.050942659378052,2024-05-16 13:37:25.944864
13,0.8701277,-22.97984,-137.34454,-26.635841,3.7109375,16.992188,8.105469,10.082857608795166,2024-05-16 13:37:36.028133
14,0.8701277,-24.443518,-146.65141,-30.815088,3.8085938,17.578125,8.300781,9.90269422531128,2024-05-16 13:37:45.931469
15,0.8701277,-28.987915,-143.06076,-30.585161,4.1992188,17.675781,8.300781,9.92332124710083,2024-05-16 13:37:55.855154
16,0.8701277,-25.70776,-134.32614,-30.693832,4.3945312,17.773438,8.3984375,10.03348970413208,2024-05-16 13:38:05.889011
17,0.8701277,-19.3334,-132.20447,-28.944168,4.5898438,17.96875,8.3984375,10.121471643447876,2024-05-16 13:38:16.010872
18,0.8701277,-14.368599,-132.63815,-30.36902,4.6875,18.164062,8.691406,10.526828527450562,2024-05-16 13:38:26.538077
19,0.8701277,-11.993782,-126.24596,-30.59257,4.8828125,18.164062,8.886719,10.295633316040039,2024-05-16 13:38:36.834268
20,0.8701277,-11.601845,-123.11096,-29.27984,4.9804688,18.359375,8.886719,10.17833685874939,2024-05-16 13:38:47.013172
21,1.6054034,-14.298855,-121.00899,-26.012571,5.1757812,18.554688,8.886719,10.211280345916748,2024-05-16 13:38:57.225001
22,1.6054034,-7.513731,-117.98503,-24.574562,5.46875,19.140625,8.984375,9.922463655471802,2024-05-16 13:39:07.147882
23,1.6054034,-4.285346,-117.92717,-26.8838,5.5664062,19.433594,9.1796875,10.12701940536499,2024-05-16 13:39:17.275309
24,1.6054034,-1.1994615,-114.41394,-25.234974,5.5664062,19.726562,9.1796875,10.09997272491455,2024-05-16 13:39:27.375649
25,1.6054034,-2.5091834,-111.6322,-24.917942,5.6640625,19.921875,9.277344,9.908371925354004,2024-05-16 13:39:37.284474
26,1.6054034,0.5398593,-106.05941,-26.986994,5.6640625,20.019531,9.472656,9.672350406646729,2024-05-16 13:39:46.957398
27,1.6054034,2.5438976,-105.29671,-23.834251,5.859375,20.117188,9.472656,10.331355810165405,2024-05-16 13:39:57.289195
28,1.6054034,3.5627332,-102.46864,-23.70087,5.9570312,20.3125,9.472656,10.291240453720093,2024-05-16 13:40:07.580832
29,2.1746845,5.0629015,-97.36839,-23.549507,5.9570312,20.410156,9.667969,10.359008073806763,2024-05-16 13:40:17.940437
30,2.1746845,0.15476245,-93.3224,-23.133497,6.25,20.605469,9.765625,10.303835153579712,2024-05-16 13:40:28.244734
31,2.1746845,-2.696248,-93.10013,-20.812626,6.5429688,20.800781,9.765625,10.26918363571167,2024-05-16 13:40:38.514325
32,2.1746845,-4.9755845,-86.86099,-23.15197,6.640625,20.800781,9.9609375,10.211692571640015,2024-05-16 13:40:48.726449
33,2.1746845,-7.207559,-82.98259,-23.107466,6.7382812,20.800781,9.9609375,9.969859600067139,2024-05-16 13:40:58.696868
34,2.1746845,-5.587426,-80.43486,-23.941378,6.7382812,20.800781,10.058594,10.06614899635315,2024-05-16 13:41:08.763418
35,2.1746845,-2.3893406,-84.51674,-26.291416,6.7382812,21.09375,10.15625,9.98827600479126,2024-05-16 13:41:18.752107
36,2.1746845,-4.676659,-85.56598,-26.607603,6.8359375,21.191406,10.253906,10.059097051620483,2024-05-16 13:41:28.811567
37,2.1746845,-4.6303325,-83.08646,-25.55765,6.8359375,21.289062,10.253906,10.409840822219849,2024-05-16 13:41:39.221802
38,2.1746845,-6.5058975,-81.32539,-24.365913,6.9335938,21.289062,10.253906,10.409224510192871,2024-05-16 13:41:49.631407
39,2.1746845,-2.4092379,-82.89874,-26.866673,6.9335938,21.484375,10.3515625,10.395353078842163,2024-05-16 13:42:00.027318
40,2.1746845,0.16177541,-80.84854,-25.311913,6.9335938,21.679688,10.449219,10.113568544387817,2024-05-16 13:42:10.141293
41,2.1746845,1.3464756,-82.664795,-24.794325,6.9335938,21.777344,10.449219,10.31830883026123,2024-05-16 13:42:20.460014
42,2.1746845,2.1926064,-81.688354,-24.499434,7.03125,21.777344,10.449219,9.793728113174438,2024-05-16 13:42:30.254185
43,2.1746845,2.697885,-80.173004,-21.473106,7.1289062,21.875,10.546875,10.245187759399414,2024-05-16 13:42:40.499745
44,2.1746845,7.464101,-81.83103,-21.426962,7.1289062,21.972656,10.644531,10.175847291946411,2024-05-16 13:42:50.676133
45,2.1746845,10.309686,-86.88684,-21.304026,7.1289062,22.265625,10.7421875,10.155514001846313,2024-05-16 13:43:00.832010
46,2.1746845,7.9777994,-84.2035,-23.371643,7.3242188,22.460938,10.839844,9.906692504882812,2024-05-16 13:43:10.739225
47,2.1746845,8.343895,-87.077286,-27.176014,7.3242188,22.65625,11.035156,10.294123411178589,2024-05-16 13:43:21.033733
48,2.1746845,9.182991,-86.82251,-29.043163,7.3242188,22.753906,11.1328125,10.230133533477783,2024-05-16 13:43:31.264347
49,2.1746845,9.82813,-83.16894,-28.153366,7.3242188,22.851562,11.1328125,10.309976577758789,2024-05-16 13:43:41.574760
50,2.1746845,10.597648,-82.606834,-25.53703,7.3242188,23.046875,11.1328125,10.487868309020996,2024-05-16 13:43:52.063107
51,2.1746845,9.235737,-79.23912,-23.654196,7.421875,23.339844,11.1328125,10.018213987350464,2024-05-16 13:44:02.081873
52,2.1746845,9.55367,-78.18738,-22.654247,7.421875,23.4375,11.1328125,10.170024394989014,2024-05-16 13:44:12.252262
53,2.1746845,9.951223,-77.10214,-27.568224,7.421875,23.4375,11.328125,9.998473405838013,2024-05-16 13:44:22.251299
54,2.1746845,7.4108105,-78.654144,-29.610106,7.5195312,23.632812,11.425781,10.370536804199219,2024-05-16 13:44:32.622397
55,2.1746845,5.866847,-77.724304,-29.543274,7.6171875,23.632812,11.425781,9.85669207572937,2024-05-16 13:44:42.479525
56,2.1746845,3.9654007,-74.77608,-29.199263,7.8125,23.632812,11.425781,10.098113298416138,2024-05-16 13:44:52.578433
57,2.1746845,1.3941869,-75.56659,-29.74796,8.0078125,23.730469,11.71875,10.25807499885559,2024-05-16 13:45:02.837050
58,2.1746845,1.5776857,-71.719055,-29.494076,8.0078125,23.730469,11.71875,10.212293148040771,2024-05-16 13:45:13.050025
59,2.1746845,1.7321606,-68.71955,-28.380848,8.0078125,23.730469,11.71875,9.985104322433472,2024-05-16 13:45:23.035536
60,2.1746845,-0.83013487,-68.56624,-28.380848,8.105469,23.828125,11.71875,9.993730783462524,2024-05-16 13:45:33.029672
61,2.1746845,-4.0007434,-70.17914,-28.380848,8.300781,23.925781,11.71875,10.222710132598877,2024-05-16 13:45:43.252815
62,2.1746845,-1.4354458,-66.63044,-28.135073,8.300781,24.023438,11.71875,9.880329608917236,2024-05-16 13:45:53.133656
63,2.1746845,-1.4618354,-65.33679,-25.705648,8.3984375,24.121094,11.71875,10.129584312438965,2024-05-16 13:46:03.263714
64,2.1746845,-1.1341543,-67.110275,-25.43356,8.496094,24.316406,11.71875,10.146056652069092,2024-05-16 13:46:13.410346
65,2.1746845,-5.281445,-67.110275,-22.96204,8.691406,24.316406,11.71875,9.907846450805664,2024-05-16 13:46:23.318805
66,2.1746845,-3.3120568,-67.01018,-22.96204,8.691406,24.316406,11.71875,10.33338975906372,2024-05-16 13:46:33.652698
67,2.1746845,-3.2479346,-68.92198,-22.96204,8.7890625,24.511719,11.71875,10.28225588798523,2024-05-16 13:46:43.935360
