iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.41217035,-2.925932,-4.345422,-1.9907322,1.2695312,6.4453125,1.4648438,21.578482151031494,2024-04-19 10:50:50.061997
2,1.1539774,-1.8792132,0.015800476,-0.15093994,1.2695312,8.203125,1.5625,10.221240282058716,2024-04-19 10:51:00.283806
3,1.1539774,0.26243222,-2.923894,-1.5136319,1.2695312,10.253906,1.7578125,9.951778411865234,2024-04-19 10:51:10.236094
4,1.1539774,0.2850337,-1.6219604,-1.2874027,1.2695312,12.109375,1.8554688,10.20570707321167,2024-04-19 10:51:20.442216
5,1.1539774,0.5419196,-0.27397645,-1.2874027,1.3671875,13.183594,1.8554688,10.523119926452637,2024-04-19 10:51:30.965797
6,1.1539774,0.804405,3.779067,-1.2874027,1.3671875,13.769531,1.8554688,10.614318132400513,2024-04-19 10:51:41.580584
7,1.1539774,1.0491409,8.091224,-1.2329779,1.3671875,14.453125,1.8554688,10.309462308883667,2024-04-19 10:51:51.890780
8,1.1539774,0.81617165,11.720985,-1.2329779,1.4648438,15.4296875,1.8554688,10.487672567367554,2024-04-19 10:52:02.378908
9,1.1539774,0.81617165,16.011515,-0.8715234,1.4648438,15.917969,1.8554688,10.209698677062988,2024-04-19 10:52:12.589043
10,1.1539774,0.81617165,16.64185,-0.86183846,1.4648438,16.796875,1.8554688,10.205148935317993,2024-04-19 10:52:22.794700
11,1.1539774,1.2641557,19.395924,-0.7288165,1.4648438,17.578125,1.8554688,10.189061880111694,2024-04-19 10:52:32.984199
12,1.1539774,2.0499585,22.517136,-0.5975661,1.5625,17.96875,1.8554688,10.429778814315796,2024-04-19 10:52:43.414520
13,1.5776066,2.4735878,27.795597,1.4998612,1.5625,18.457031,1.8554688,10.163883686065674,2024-04-19 10:52:53.579062
14,1.5776066,2.7610927,31.289684,1.4998612,1.5625,18.652344,1.8554688,10.316977739334106,2024-04-19 10:53:03.896484
