iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time
1,0.7322854,-3.445868,-3.7371445,-3.0394344,1.5625,6.0546875,2.0507812,19.09764528274536,2024-04-29 17:45:08.044929
2,0.7322854,-2.8309374,-2.3918176,-5.5887995,1.6601562,7.8125,2.5390625,8.614511013031006,2024-04-29 17:45:16.659739
3,0.7322854,-2.3723936,-1.17114,-8.095847,1.8554688,9.277344,2.9296875,8.68510890007019,2024-04-29 17:45:25.345396
4,0.861642,-2.011048,5.589387,-3.6399806,1.953125,10.3515625,2.9296875,8.883785486221313,2024-04-29 17:45:34.229558
5,0.861642,-1.9999272,9.856268,-3.3082597,2.0507812,11.5234375,2.9296875,9.048079013824463,2024-04-29 17:45:43.278020
6,0.861642,-1.3895946,13.960718,-2.2669063,2.2460938,12.207031,3.125,8.985883235931396,2024-04-29 17:45:52.264359
7,0.861642,0.9214947,15.783567,-2.9447541,2.2460938,12.988281,3.2226562,8.575860500335693,2024-04-29 17:46:00.840588
8,0.861642,2.039471,19.418049,-3.1071293,2.2460938,13.8671875,3.3203125,8.557587623596191,2024-04-29 17:46:09.398564
9,0.861642,2.8078954,21.179867,-2.4552493,2.34375,14.6484375,3.3203125,8.833551168441772,2024-04-29 17:46:18.232447
10,0.861642,2.9016519,23.98823,-2.1955457,2.34375,14.941406,3.4179688,8.659445524215698,2024-04-29 17:46:26.892274
11,0.861642,3.1788874,26.188156,-2.4269109,2.34375,15.4296875,3.7109375,8.892192125320435,2024-04-29 17:46:35.784811
12,0.861642,3.0116322,27.449902,-2.4341047,2.4414062,15.917969,3.8085938,8.724582195281982,2024-04-29 17:46:44.509756
13,0.861642,3.8452342,29.925388,-1.3294387,2.5390625,16.210938,3.90625,8.886111497879028,2024-04-29 17:46:53.396230
14,0.861642,3.8682377,31.301538,-1.2561216,2.5390625,16.40625,4.0039062,8.660228252410889,2024-04-29 17:47:02.056802
15,0.861642,3.9989245,33.2424,-1.1060052,2.5390625,16.601562,4.1992188,8.909912586212158,2024-04-29 17:47:10.967082
16,1.3312476,4.647434,36.138885,0.7450142,2.6367188,17.1875,4.4921875,8.74445652961731,2024-04-29 17:47:19.711986
17,1.3312476,4.647434,35.011185,1.5166659,2.6367188,17.382812,4.5898438,8.754905462265015,2024-04-29 17:47:28.467233
18,1.3312476,4.62374,37.78335,1.9587328,2.734375,17.773438,4.5898438,8.78449535369873,2024-04-29 17:47:37.252167
19,1.3312476,4.439228,39.984253,2.609886,2.8320312,17.96875,4.5898438,8.60266923904419,2024-04-29 17:47:45.855169
20,1.3312476,5.0799475,42.16279,2.805254,2.8320312,18.457031,4.7851562,8.707557439804077,2024-04-29 17:47:54.563059
21,1.3312476,5.223021,44.72175,3.9006467,2.9296875,19.238281,4.9804688,8.411681413650513,2024-04-29 17:48:02.975082
22,1.3312476,5.521006,45.579906,4.064599,2.9296875,19.238281,5.078125,9.007434129714966,2024-04-29 17:48:11.982869
23,1.3312476,5.766737,48.047657,4.0755653,2.9296875,19.53125,5.1757812,8.752428770065308,2024-04-29 17:48:20.735676
24,1.3312476,5.766737,49.215294,4.0825796,2.9296875,19.921875,5.3710938,8.681657791137695,2024-04-29 17:48:29.417826
25,1.3312476,6.140398,52.435944,4.994683,2.9296875,20.3125,5.46875,8.663398265838623,2024-04-29 17:48:38.081607
26,1.3312476,6.6628504,53.893326,4.994683,2.9296875,20.507812,5.46875,8.717665433883667,2024-04-29 17:48:46.799930
27,1.3312476,7.088791,55.5139,4.9575367,2.9296875,20.703125,5.5664062,8.878454208374023,2024-04-29 17:48:55.678778
28,1.3312476,7.4865,57.781967,5.135079,2.9296875,20.996094,5.7617188,8.624289274215698,2024-04-29 17:49:04.303467
29,1.3312476,8.204423,58.946564,5.777093,3.2226562,21.289062,5.7617188,8.752890586853027,2024-04-29 17:49:13.056689
30,1.3312476,8.459663,60.94308,2.9657905,3.2226562,21.582031,5.9570312,8.817570209503174,2024-04-29 17:49:21.874630
31,1.3312476,8.534407,62.39135,4.4459834,3.2226562,22.070312,5.9570312,9.064254760742188,2024-04-29 17:49:30.939266
32,1.3312476,8.534407,64.23773,4.7250834,3.2226562,22.167969,5.9570312,8.988554954528809,2024-04-29 17:49:39.928201
33,1.3312476,8.549179,65.57279,1.2149262,3.2226562,22.167969,6.1523438,8.421257734298706,2024-04-29 17:49:48.349787
34,1.3312476,8.549179,65.75165,-1.8561792,3.2226562,22.363281,6.25,8.664822578430176,2024-04-29 17:49:57.014981
35,1.3312476,8.774022,66.60652,-1.66291,3.2226562,22.753906,6.3476562,8.59839153289795,2024-04-29 17:50:05.613710
36,1.3312476,8.774022,67.55182,-1.6410289,3.2226562,23.242188,6.3476562,9.136138200759888,2024-04-29 17:50:14.750231
37,1.3312476,9.239612,69.04852,-1.4962237,3.4179688,23.632812,6.3476562,8.631711959838867,2024-04-29 17:50:23.382299
38,1.3312476,9.239612,70.89174,0.2708863,3.4179688,23.730469,6.3476562,8.768177270889282,2024-04-29 17:50:32.150841
39,1.3312476,9.269268,72.38643,0.043934584,3.4179688,23.925781,6.5429688,8.77283263206482,2024-04-29 17:50:40.924204
40,1.3312476,9.269268,73.43945,0.043934584,3.4179688,24.121094,6.5429688,9.047675609588623,2024-04-29 17:50:49.972213
41,1.3312476,9.057212,71.420074,-0.748024,3.515625,24.511719,6.640625,8.694608449935913,2024-04-29 17:50:58.667157
42,1.3312476,9.810627,74.165504,0.27528143,3.515625,24.707031,6.7382812,9.003926038742065,2024-04-29 17:51:07.671423
43,1.3312476,10.057205,74.72917,0.45510006,3.6132812,24.804688,6.8359375,8.711421012878418,2024-04-29 17:51:16.383181
44,1.3312476,10.238006,75.143524,0.45510006,3.6132812,25.0,6.8359375,8.72154450416565,2024-04-29 17:51:25.105062
45,1.3312476,10.238006,77.368164,0.5264311,3.6132812,25.195312,6.9335938,8.940723419189453,2024-04-29 17:51:34.046158
46,1.3312476,10.181953,78.12715,-2.1148396,3.7109375,25.195312,7.03125,8.701311111450195,2024-04-29 17:51:42.747841
47,1.3312476,13.576621,82.54059,-2.1148396,3.7109375,25.585938,7.03125,8.980841398239136,2024-04-29 17:51:51.729023
48,1.3312476,13.536064,83.475464,-1.1111584,3.90625,25.585938,7.03125,8.680001974105835,2024-04-29 17:52:00.409401
49,1.3312476,13.694593,84.03407,-0.687942,4.0039062,25.585938,7.1289062,8.794898271560669,2024-04-29 17:52:09.204680
50,1.3312476,14.422651,85.15819,-0.5966852,4.1015625,25.585938,7.1289062,8.858481645584106,2024-04-29 17:52:18.063534
51,1.3312476,14.422651,87.106445,-0.48439002,4.1015625,25.683594,7.1289062,8.728666067123413,2024-04-29 17:52:26.792720
52,1.3312476,14.429388,88.207054,0.40917993,4.1015625,25.78125,7.1289062,8.839604377746582,2024-04-29 17:52:35.632699
53,1.3312476,14.604755,88.4793,0.49434304,4.1015625,25.878906,7.1289062,8.8065927028656,2024-04-29 17:52:44.439668
54,1.3312476,14.604755,89.05884,1.5840783,4.1015625,25.976562,7.1289062,8.75487232208252,2024-04-29 17:52:53.194884
55,1.4089084,14.682416,92.19659,2.8491604,4.1015625,25.976562,7.1289062,8.984709978103638,2024-04-29 17:53:02.179950
56,1.4089084,14.682416,92.47151,3.5080802,4.1015625,26.269531,7.3242188,8.912641286849976,2024-04-29 17:53:11.092926
57,1.4089084,14.682416,93.87206,3.6104786,4.1015625,26.464844,7.3242188,9.065420389175415,2024-04-29 17:53:20.158720
58,1.4089084,14.682416,94.06992,3.6104786,4.1015625,26.5625,7.3242188,8.736972332000732,2024-04-29 17:53:28.896080
59,1.4089084,14.682416,94.88608,3.6104786,4.1015625,26.757812,7.3242188,8.902836799621582,2024-04-29 17:53:37.799252
60,1.4089084,15.267925,95.50544,3.3853347,4.1015625,26.757812,7.421875,8.672661542892456,2024-04-29 17:53:46.472253
61,1.4089084,16.102837,95.639465,3.5162456,4.1015625,27.050781,7.421875,9.196452379226685,2024-04-29 17:53:55.669048
62,1.4089084,16.102837,96.33632,3.5212028,4.1015625,27.148438,7.421875,8.753873825073242,2024-04-29 17:54:04.423285
63,1.4089084,16.243942,96.75366,3.8478928,4.1992188,27.148438,7.421875,8.785325288772583,2024-04-29 17:54:13.208946
64,1.4089084,16.583527,97.43858,4.564501,4.1992188,27.148438,7.421875,8.85466742515564,2024-04-29 17:54:22.063993
65,1.4089084,16.583527,99.104004,6.217767,4.1992188,27.246094,7.421875,8.636122941970825,2024-04-29 17:54:30.700462
66,1.4089084,17.039696,100.24475,6.761444,4.1992188,27.441406,7.421875,9.018726348876953,2024-04-29 17:54:39.719678
67,1.4089084,17.039696,101.261185,6.761444,4.1992188,27.539062,7.421875,8.630969047546387,2024-04-29 17:54:48.350981
68,1.4089084,17.175987,102.906586,6.6151,4.1992188,27.539062,7.5195312,8.896413326263428,2024-04-29 17:54:57.247876
69,1.4089084,17.558441,106.27724,7.9349566,4.1992188,27.734375,7.5195312,9.009941339492798,2024-04-29 17:55:06.258197
70,1.4089084,17.739933,107.65274,7.9349566,4.1992188,27.929688,7.5195312,8.90437626838684,2024-04-29 17:55:15.163098
71,1.4089084,18.030603,107.77103,7.2309856,4.1992188,27.929688,7.7148438,8.732842206954956,2024-04-29 17:55:23.896285
72,1.4089084,18.391012,108.69776,7.730483,4.1992188,28.125,7.7148438,8.843536138534546,2024-04-29 17:55:32.740153
73,1.7252502,19.245537,113.66553,9.971075,4.1992188,28.417969,7.9101562,8.999924659729004,2024-04-29 17:55:41.740417
74,2.228966,20.362656,116.77548,12.177332,4.1992188,28.613281,7.9101562,8.982939958572388,2024-04-29 17:55:50.723742
75,2.228966,20.362656,118.05498,12.336575,4.1992188,28.613281,7.9101562,8.980869054794312,2024-04-29 17:55:59.704950
76,2.228966,20.403732,119.69339,12.336575,4.1992188,28.710938,7.9101562,8.599945068359375,2024-04-29 17:56:08.305273
77,2.228966,20.403732,121.5061,13.640255,4.1992188,29.003906,7.9101562,9.03449535369873,2024-04-29 17:56:17.340148
78,2.228966,20.407064,123.465805,14.090381,4.1992188,29.101562,8.105469,8.674420833587646,2024-04-29 17:56:26.014899
79,2.228966,20.407064,124.25057,15.09421,4.1992188,29.394531,8.203125,8.955252408981323,2024-04-29 17:56:34.970640
80,2.228966,20.407064,124.69466,15.09421,4.1992188,29.589844,8.203125,9.158474683761597,2024-04-29 17:56:44.129547
