iteration,max_fitness,time,current_time
1,0.6683168,8.287109375,2024-08-11 14:17:54.323142
2,0.6683168,7.507154941558838,2024-08-11 14:18:01.830977
3,0.6683168,7.575149774551392,2024-08-11 14:18:09.406717
4,0.6752312,7.262105703353882,2024-08-11 14:18:16.669436
5,0.76011556,7.4631688594818115,2024-08-11 14:18:24.133240
6,0.7907031,7.4997334480285645,2024-08-11 14:18:31.633448
7,0.9301704,7.579502582550049,2024-08-11 14:18:39.213423
8,1.5059923,7.427433013916016,2024-08-11 14:18:46.641335
9,1.5059923,7.6593077182769775,2024-08-11 14:18:54.301126
10,1.5059923,7.654234409332275,2024-08-11 14:19:01.955847
11,1.5059923,7.648914337158203,2024-08-11 14:19:09.605287
12,1.5059923,7.678068399429321,2024-08-11 14:19:17.283839
13,1.5059923,7.565365791320801,2024-08-11 14:19:24.849748
14,1.5059923,7.606905698776245,2024-08-11 14:19:32.457117
15,1.5059923,7.6783318519592285,2024-08-11 14:19:40.136095
16,1.5059923,7.573936939239502,2024-08-11 14:19:47.710492
17,1.5059923,7.6245012283325195,2024-08-11 14:19:55.335488
18,1.5059923,7.7740418910980225,2024-08-11 14:20:03.110238
19,1.5059923,7.764827013015747,2024-08-11 14:20:10.875677
20,1.5059923,7.653306484222412,2024-08-11 14:20:18.529525
21,1.5059923,7.6577208042144775,2024-08-11 14:20:26.187723
22,1.5059923,7.43290114402771,2024-08-11 14:20:33.621130
23,1.5059923,7.559388160705566,2024-08-11 14:20:41.180985
24,1.9751159,7.4980762004852295,2024-08-11 14:20:48.679542
25,1.9751159,7.630755424499512,2024-08-11 14:20:56.310814
26,1.9751159,7.844845533370972,2024-08-11 14:21:04.156132
27,1.9751159,7.626910209655762,2024-08-11 14:21:11.783575
28,1.9751159,7.709190607070923,2024-08-11 14:21:19.493287
29,1.9751159,7.394085168838501,2024-08-11 14:21:26.887845
30,1.9751159,7.549136161804199,2024-08-11 14:21:34.437515
31,1.9751159,7.4960081577301025,2024-08-11 14:21:41.934007
32,1.9751159,7.552145719528198,2024-08-11 14:21:49.486622
33,2.124977,7.749162197113037,2024-08-11 14:21:57.236273
