iteration,max_fitness,qd_score1,qd_score2,qd_score3,coverage1,coverage2,coverage3,time,current_time,invalid_individuals
1,0.61037904,4.5734043,0.47599995,-5.435373,1.4648438,6.4453125,2.6367188,15.465058326721191,2024-08-25 23:17:19.548650,0
2,1.3189147,5.9737883,2.577893,-6.0903015,1.6601562,8.496094,3.0273438,11.01252794265747,2024-08-25 23:17:30.561563,0
3,1.3189147,6.369401,9.256798,-5.267832,1.953125,9.9609375,3.0273438,11.295061349868774,2024-08-25 23:17:41.857047,0
4,1.3189147,7.4896584,11.619448,-5.7610297,2.34375,11.425781,3.6132812,10.947205543518066,2024-08-25 23:17:52.804654,0
5,1.3189147,8.074283,15.374815,-8.830376,2.5390625,12.3046875,3.8085938,11.422465085983276,2024-08-25 23:18:04.227530,0
6,1.3189147,7.4839764,16.778498,-8.702635,2.6367188,12.988281,4.1992188,11.27261471748352,2024-08-25 23:18:15.500595,0
7,1.3189147,7.560869,19.804777,-12.390928,2.6367188,13.8671875,4.4921875,11.075730800628662,2024-08-25 23:18:26.576799,0
8,1.3189147,10.948347,24.851166,-10.763996,2.734375,14.6484375,4.4921875,11.086640357971191,2024-08-25 23:18:37.663853,0
9,1.3189147,11.174801,26.377449,-12.354079,2.8320312,15.0390625,4.7851562,11.148500442504883,2024-08-25 23:18:48.812794,0
10,1.3189147,11.52732,26.84209,-15.039677,2.8320312,15.8203125,4.9804688,11.376498222351074,2024-08-25 23:19:00.189703,0
11,1.3364248,13.589499,31.546436,-15.363313,3.0273438,16.796875,5.078125,11.12570333480835,2024-08-25 23:19:11.315810,0
12,1.3364248,14.310236,32.049515,-16.4094,3.125,17.285156,5.1757812,11.211621761322021,2024-08-25 23:19:22.527878,0
13,1.3364248,14.273943,34.66547,-17.509895,3.4179688,17.871094,5.2734375,11.086218357086182,2024-08-25 23:19:33.614626,0
14,1.3364248,14.476219,36.42366,-17.509895,3.6132812,17.96875,5.2734375,11.146254539489746,2024-08-25 23:19:44.761381,0
15,1.3364248,14.390631,37.89753,-16.208338,3.7109375,18.261719,5.2734375,11.463212490081787,2024-08-25 23:19:56.224994,0
16,1.3364248,15.205339,40.97425,-17.124634,3.8085938,18.652344,5.3710938,11.001680850982666,2024-08-25 23:20:07.227106,0
17,1.3364248,16.843327,40.538734,-17.874119,3.8085938,19.238281,5.46875,11.21529221534729,2024-08-25 23:20:18.442997,0
